"YYYYMMDD" "HHMM" "sat" "lat" "lon" "T21" "T31" "sample" "FRP" "conf" "type"
20010221 328 "TRUE" -1.981 110.139 302.3 278 902 3.9 37 0
20010320 308 "TRUE" -2.158 110.345 312.1 287.3 433 8.9 40 0
20010511 243 "TRUE" -1.812 109.98 315.4 293.4 48 53 69 0
20010511 1503 "TRUE" -1.808 109.99 306.9 291.5 1077 10.8 70 0
20010715 324 "TRUE" -1.945 110.125 314.9 295.8 899 8.8 71 0
20010715 324 "TRUE" -1.946 110.135 332.4 296.4 900 31.6 87 0
20010818 311 "TRUE" -1.679 110.398 315.9 297.5 606 7.9 71 0
20010818 311 "TRUE" -1.68 110.407 323.4 297.4 607 15.2 79 0
20010820 259 "TRUE" -1.374 110.209 315.2 296.9 293 12.3 66 0
20010820 259 "TRUE" -1.487 110.278 311.7 297.2 300 8 57 0
20010820 259 "TRUE" -1.904 110.398 320.4 298.6 316 16.2 73 0
20010820 1519 "TRUE" -2.173 110.311 306.5 293.3 593 5.5 67 0
20010820 1519 "TRUE" -1.913 110.394 304 292.6 578 4.6 56 0
20010820 1519 "TRUE" -1.833 110.377 302.9 292.9 578 3.8 50 0
20010821 342 "TRUE" -1.464 110.304 309.4 285.4 1233 21 63 0
20010822 246 "TRUE" -1.576 110.348 313 291.8 122 25.7 54 0
20010822 247 "TRUE" -1.787 110.117 318.7 292.4 114 43.9 71 0
20010823 329 "TRUE" -1.376 110.15 321.7 290.2 1035 25.2 80 0
20010823 329 "TRUE" -1.377 110.162 316 289 1036 16.6 74 0
20010823 329 "TRUE" -1.454 110.317 310.8 291.4 1049 8.9 42 0
20010823 329 "TRUE" -1.652 110.232 316.1 292 1046 16.4 68 0
20010825 317 "TRUE" -1.498 110.318 318.3 294.6 759 8.8 64 0
20010825 317 "TRUE" -1.725 110.36 320.3 299.2 769 10.2 74 0
20010825 317 "TRUE" -1.723 110.157 319.5 298.2 747 11.3 73 0
20010825 317 "TRUE" -1.73 110.147 312.8 297.4 746 5.3 23 0
20010825 317 "TRUE" -1.839 110.384 323.8 297.8 774 12.9 59 0
20010825 317 "TRUE" -1.899 110.102 324.3 299.1 745 13.9 77 0
20010825 317 "TRUE" -1.9 110.111 331.3 298.6 746 23 84 0
20010825 317 "TRUE" -2.125 110.39 322.8 297 781 14.3 76 0
20010825 317 "TRUE" -2.126 110.399 327.2 298.1 782 19.3 81 0
20010825 1538 "TRUE" -1.891 110.106 305.3 293.3 209 11.5 64 0
20010825 1538 "TRUE" -1.735 110.087 304.4 293.2 208 10.7 60 0
20010826 1442 "TRUE" -1.859 110.393 302.5 290.7 1289 19.3 42 0
20010826 1442 "TRUE" -1.898 110.101 300 286.7 1299 15.1 8 0
20010826 1442 "TRUE" -1.861 110.387 304.6 290.7 1289 27.2 61 0
20010826 1442 "TRUE" -1.733 110.097 302.1 289.8 1298 21.3 46 0
20010826 1442 "TRUE" -1.737 110.091 304.2 289.8 1298 28.7 59 0
20010826 1442 "TRUE" -1.477 110.31 304.5 289.6 1289 25.4 60 0
20010826 1442 "TRUE" -1.481 110.282 304.4 288 1290 25.4 60 0
20010827 305 "TRUE" -1.476 110.296 350.5 301.3 431 66.3 95 0
20010827 305 "TRUE" -1.48 110.327 327.6 299.9 434 19.6 74 0
20010827 305 "TRUE" -1.479 110.289 339.4 299.2 431 41.5 90 0
20010827 305 "TRUE" -1.48 110.299 347.1 301.9 432 58.1 94 0
20010827 305 "TRUE" -1.485 110.33 327.8 299.5 435 21.7 81 0
20010827 305 "TRUE" -1.491 110.308 320.2 300.1 433 11.5 56 0
20010827 305 "TRUE" -1.73 110.145 317.1 298.1 422 9.8 34 0
20010827 305 "TRUE" -1.734 110.085 351.7 301.4 417 75.8 96 0
20010827 305 "TRUE" -1.736 110.096 331.1 300.4 418 30.1 84 0
20010827 305 "TRUE" -1.856 110.383 321.3 299.5 447 12.7 55 0
20010827 305 "TRUE" -1.862 110.386 326 300.2 448 19.4 79 0
20010827 305 "TRUE" -1.897 110.098 325.5 302.6 421 18.2 79 0
20010827 305 "TRUE" -1.899 110.109 325.7 301.5 422 18.9 78 0
20010827 305 "TRUE" -1.907 110.097 326.3 299.7 421 19.3 79 0
20010827 305 "TRUE" -2.209 110.113 324.4 298.9 429 15.8 77 0
20010827 1525 "TRUE" -1.898 110.103 301.6 282.5 452 5.6 7 0
20010829 252 "TRUE" -1.679 110.059 314.7 288.8 185 22 65 0
20010829 252 "TRUE" -1.732 110.133 315.6 289.9 190 22.8 66 0
20010829 252 "TRUE" -1.737 110.08 318.1 290.8 187 30.3 71 0
20010829 252 "TRUE" -1.739 110.097 317.2 290.7 188 26.6 69 0
20010829 252 "TRUE" -1.901 110.113 312.9 294.1 191 13.8 47 0
20010829 252 "TRUE" -1.988 110.371 311.6 287.7 207 12.7 45 0
20010829 252 "TRUE" -1.991 110.387 329.8 287.5 208 55 83 0
20010829 1513 "TRUE" -2.195 110.311 306.1 292.7 764 4.6 66 0
20010829 1513 "TRUE" -2.186 110.31 312.4 293.1 764 9 84 0
20010829 1513 "TRUE" -2.178 110.303 315.7 293.5 764 12.3 92 0
20010829 1513 "TRUE" -2.002 110.373 304.1 292.7 753 3.6 59 0
20010829 1513 "TRUE" -1.847 110.366 306.2 293.1 750 4.5 61 0
20010829 1513 "TRUE" -1.838 110.365 305 293.2 750 3.6 29 0
20010829 1513 "TRUE" -1.805 110.406 304.5 293.2 745 3.9 61 0
20010829 1513 "TRUE" -1.806 110.397 322 293.5 746 18.1 100 0
20010829 1513 "TRUE" -1.801 110.104 309 292.9 777 7.3 76 0
20010829 1513 "TRUE" -1.739 110.089 307.7 293.6 777 5.6 58 0
20010829 1513 "TRUE" -1.741 110.08 309.8 293.8 778 7 69 0
20010829 1513 "TRUE" -1.725 110.124 313.5 293.2 773 10.3 87 0
20010829 1513 "TRUE" -1.731 110.079 317.8 293.6 778 13.3 96 0
20010830 335 "TRUE" -1.73 110.141 305.7 280.6 1145 11.2 41 0
20010830 335 "TRUE" -1.735 110.091 308.3 277.2 1142 15.6 57 0
20010830 335 "TRUE" -1.849 110.335 306.5 276.5 1158 12 42 0
20010830 335 "TRUE" -1.896 110.105 313.7 292.1 1145 15 42 0
20010830 335 "TRUE" -1.996 110.377 315.8 288.7 1162 21.4 59 0
20010830 335 "TRUE" -2.001 110.37 332.6 287.7 1162 70.3 86 0
20010830 335 "TRUE" -2.003 110.387 315.3 286.9 1163 21.3 66 0
20020213 336 "TRUE" -1.899 110.407 311 291.6 1231 26.7 58 0
20020704 558 "A" -1.548 110.388 309.7 289 1047 10.4 56 0
20020709 616 "A" -2.23 110.367 315.9 298.6 611 7.1 65 0
20020709 616 "A" -2.123 110.346 320.1 299.5 611 10 68 0
20020709 616 "A" -2.11 110.371 321.4 300 608 11.8 74 0
20020709 616 "A" -2.112 110.362 317.6 299.8 609 7.2 44 0
20020711 604 "A" -2.267 110.254 316.2 297.6 947 11.5 67 0
20020711 604 "A" -2.108 110.375 315.8 298.7 933 8.9 66 0
20020711 604 "A" -2.109 110.365 316.3 298.7 934 10 67 0
20020711 604 "A" -1.906 110.366 316.8 296.2 930 8.4 69 0
20020711 604 "A" -1.879 110.326 318 296.1 933 11.4 71 0
20020711 604 "A" -1.876 110.066 319.2 297 957 13.6 72 0
20020711 604 "A" -1.878 110.055 316.1 296.5 958 9.7 68 0
20020711 604 "A" -1.788 110.38 313.8 297.5 926 6.9 54 0
20020711 604 "A" -1.503 110.311 319 300.1 927 11.5 73 0
20020711 604 "A" -1.494 110.31 325.5 298.9 927 19.1 80 0
20020711 604 "A" -1.473 110.317 314.2 298.6 926 7.4 65 0
20020714 342 "T" -1.858 110.059 311 291.4 1285 27.2 39 0
20020714 635 "A" -1.916 110.355 316.7 294.7 206 15.8 48 0
20020714 635 "A" -1.87 110.053 317.1 294.2 224 19.5 61 0
20020716 622 "A" -2.172 110.329 316 300.1 453 7.6 66 0
20020716 622 "A" -2.173 110.319 315.2 298.5 454 6.8 60 0
20020716 622 "A" -1.737 110.094 314.1 299.7 467 7.2 51 0
20020727 311 "T" -1.731 110.098 316.1 276.2 734 14.3 76 0
20020727 311 "T" -1.733 110.107 304.5 275.8 735 5.7 59 0
20020727 604 "A" -1.877 110.072 318.4 298.3 948 12.3 55 0
20020727 604 "A" -1.83 110.055 322 296.9 949 18.5 77 0
20020727 604 "A" -1.732 110.1 356.6 290.3 943 96 98 0
20020727 604 "A" -1.733 110.09 335.2 290.4 944 42.4 88 0
20020727 604 "A" -1.478 110.317 313.8 282.5 918 12.1 69 0
20020729 552 "A" -1.891 110.106 316.5 295.2 1172 23.6 71 0
20020729 552 "A" -1.475 110.283 311.8 293.1 1157 14.9 65 0
20020801 330 "T" -1.595 110.054 310.1 292.7 1134 11.7 42 0
20020803 317 "T" -1.48 110.278 310.2 296.9 904 5.5 59 0
20020803 317 "T" -1.533 110.311 312.9 297.7 908 7.8 60 0
20020803 317 "T" -2.066 110.376 312.2 298.2 925 6.1 61 0
20020805 305 "T" -1.777 110.119 310.7 297.5 566 5.5 57 0
20020810 616 "A" -1.373 110.222 317.9 299.8 603 9 70 0
20020810 616 "A" -1.383 110.086 326.8 299.1 618 19.1 61 0
20020812 604 "A" -2.246 110.389 315.1 301.2 930 8.4 64 0
20020812 604 "A" -2.163 110.392 314.8 299.8 928 9.1 57 0
20020812 604 "A" -1.369 110.225 315.1 299.6 928 9.4 71 0
20020814 259 "T" -1.528 110.348 308.2 291.2 430 4.3 40 0
20020814 259 "T" -1.53 110.358 307.9 291.2 431 4.5 45 0
20020814 551 "A" -2.24 110.324 328.9 293.4 1167 61 83 0
20020814 551 "A" -2.233 110.333 316.6 292.6 1166 25.5 71 0
20020814 551 "A" -2.235 110.316 319.6 293.2 1167 34.4 75 0
20020814 551 "A" -2.158 110.34 319.4 297.6 1165 26.8 50 0
20020814 551 "A" -2.16 110.323 318.1 295.9 1166 24.7 48 0
20020814 551 "A" -2.148 110.321 318.5 294.7 1166 25.2 37 0
20020814 551 "A" -2.117 110.369 313.6 296.2 1163 15.1 54 0
20020814 551 "A" -1.965 110.404 314.7 296.7 1159 15.2 50 0
20020814 551 "A" -1.863 110.402 316.3 297.7 1158 19.6 63 0
20020814 551 "A" -1.754 110.345 315.6 295.9 1160 20.8 51 0
20020814 551 "A" -1.747 110.356 338 296.7 1159 87 90 0
20020814 551 "A" -1.749 110.339 325.9 295.2 1160 46.6 79 0
20020814 551 "A" -1.735 110.354 349.5 294.5 1159 141.9 95 0
20020814 551 "A" -1.732 110.11 321.4 291 1173 40.8 78 0
20020814 551 "A" -1.735 110.093 329.9 293.3 1174 67.2 85 0
20020814 551 "A" -1.723 110.091 315.7 289.8 1174 26.3 69 0
20020814 551 "A" -1.569 110.057 338.6 287.4 1174 102.9 68 0
20020814 551 "A" -1.532 110.052 312.5 282 1174 21.8 50 0
20020814 551 "A" -1.538 110.065 305.8 282.2 1173 9.9 24 0
20020814 551 "A" -1.429 110.31 321.3 285.1 1158 36.2 78 0
20020814 551 "A" -1.409 110.187 318.5 295.2 1165 28.6 66 0
20020814 551 "A" -1.412 110.17 370.3 299.4 1166 292.4 100 0
20020814 551 "A" -1.414 110.153 338.6 294.3 1167 91.4 90 0
20020814 551 "A" -1.421 110.101 320.2 291.1 1170 29.7 57 0
20020814 551 "A" -1.423 110.084 323.8 291.5 1171 37.9 42 0
20020814 551 "A" -1.42 110.165 319.4 294.9 1166 31.2 73 0
20020814 551 "A" -1.43 110.097 316.6 291.7 1170 21.5 29 0
20020814 552 "A" -1.405 110.181 356.8 296.6 1165 186.8 98 0
20020814 552 "A" -1.408 110.164 378.6 299.1 1166 370.4 100 0
20020814 552 "A" -1.418 110.095 329.8 291.6 1170 59.9 80 0
20020814 552 "A" -1.42 110.078 322.2 290.8 1171 35.4 0 0
20020814 552 "A" -1.405 110.093 341.2 291 1170 102 79 0
20020814 1814 "A" -1.903 110.103 301.1 290.9 724 5 38 0
20020815 342 "T" -1.431 110.124 318.1 296.9 1283 61.3 76 0
20020815 342 "T" -1.43 110.119 315.9 296.8 1283 52.1 73 0
20020815 634 "A" -2.157 110.315 323.1 296.5 211 33 78 0
20020815 634 "A" -2.15 110.123 317.5 297.6 223 13.7 47 0
20020815 634 "A" -2.151 110.132 315.1 298.2 222 12.9 38 0
20020815 634 "A" -1.989 110.134 317.3 296 220 21.5 65 0
20020815 634 "A" -1.876 110.111 349.7 296.8 220 118.7 95 0
20020815 634 "A" -1.878 110.095 337 296.4 221 65.7 89 0
20020815 634 "A" -1.88 110.106 358 298 220 161.9 99 0
20020815 634 "A" -1.855 110.118 319.8 296.1 219 23.8 41 0
20020815 634 "A" -1.73 110.093 332.7 297.8 219 61.6 86 0
20020815 634 "A" -1.732 110.077 313.8 297.2 220 15.3 49 0
20020815 634 "A" -1.576 110.385 325.2 295 199 41.8 0 0
20020816 1507 "T" -1.733 110.093 304.4 292.4 783 5.6 60 0
20020816 1507 "T" -1.506 110.326 307.7 293.2 753 7.3 72 0
20020816 539 "A" -1.734 110.075 310.7 291.2 1306 41 63 0
20020817 330 "T" -1.513 110.291 321.2 298 1148 32.4 77 0
20020817 330 "T" -1.515 110.307 313.9 299 1149 16.1 59 0
20020817 330 "T" -1.729 110.102 315.7 295.9 1139 23.8 70 0
20020817 330 "T" -1.736 110.095 311.9 291 1139 15.5 46 0
20020817 622 "A" -2.266 110.379 323.2 302.1 453 15.3 75 0
20020817 622 "A" -2.257 110.377 328.4 301.2 453 22 80 0
20020817 622 "A" -2.146 110.339 328.9 302.1 454 20.4 49 0
20020817 622 "A" -2.131 110.377 325.4 303 450 16.2 70 0
20020817 622 "A" -2.132 110.367 321.8 302.3 451 11.7 55 0
20020817 622 "A" -2.137 110.337 321.9 300.8 454 11.7 8 0
20020817 622 "A" -2.121 110.376 324.3 302.5 450 15.1 67 0
20020817 622 "A" -2.077 110.17 325.3 303.6 469 18 72 0
20020817 622 "A" -2.079 110.16 328.5 301.2 470 22.6 81 0
20020817 622 "A" -1.88 110.129 352.4 304.2 469 68.1 96 0
20020817 622 "A" -1.881 110.059 327 300.5 476 19.5 67 0
20020817 622 "A" -1.824 110.252 318.8 300.3 456 12.4 48 0
20020817 622 "A" -1.819 110.054 316 294.6 475 7.3 29 0
20020817 622 "A" -1.73 110.095 332.6 302.2 469 28.3 85 0
20020817 622 "A" -1.69 110.039 316 296.4 474 7.7 48 0
20020817 622 "A" -1.517 110.296 333 302.2 445 29.6 85 0
20020817 622 "A" -1.519 110.286 324.6 299.3 446 18.2 73 0
20020817 622 "A" -1.503 110.325 331.7 301.2 442 28.1 84 0
20020817 622 "A" -1.475 110.321 326.4 302.4 442 21.4 80 0
20020817 622 "A" -1.442 110.116 321.3 303 461 12.5 42 0
20020817 622 "A" -1.371 110.207 336.1 296.8 451 36.1 87 0
20020817 622 "A" -1.372 110.197 369.3 303.2 452 127.9 100 0
20020817 1844 "A" -1.494 110.336 302.2 291.9 1285 24.6 48 0
20020818 235 "T" -1.884 110.081 316 296 53 50.6 64 0
20020818 1455 "T" -2.22 110.327 304.4 291.7 1056 8 60 0
20020818 1455 "T" -2.224 110.302 310.6 292.5 1058 14.2 80 0
20020818 1455 "T" -1.496 110.332 316.3 288.1 1044 21.5 93 0
20020818 1455 "T" -1.484 110.344 307.9 286.8 1043 10.6 41 0
20020818 1455 "T" -1.486 110.33 328.1 288.3 1044 41.8 100 0
20020818 1749 "A" -1.486 110.332 308.5 291.3 186 20.5 75 0
20020819 317 "T" -1.488 110.333 326.6 302.2 911 19.2 45 0
20020819 317 "T" -1.492 110.336 320.8 301.4 912 13.1 45 0
20020819 317 "T" -1.498 110.305 318.6 299.6 909 10.7 37 0
20020819 317 "T" -1.51 110.324 331.2 301.3 911 25.4 82 0
20020819 317 "T" -1.521 110.395 315.5 299 918 8.6 52 0
20020819 317 "T" -1.522 110.405 311.8 297.9 919 5.1 45 0
20020819 317 "T" -1.524 110.353 322.9 300.6 914 16.7 78 0
20020819 317 "T" -1.526 110.363 328.8 300.3 915 25.4 83 0
20020819 317 "T" -1.691 110.04 313.8 301 887 6.7 37 0
20020819 317 "T" -1.729 110.096 325.9 305.2 893 19.3 72 0
20020819 317 "T" -1.731 110.079 313.9 300.4 892 7.3 29 0
20020819 317 "T" -1.733 110.089 318.2 303.2 893 12.3 72 0
20020819 317 "T" -1.734 110.099 322.5 303.2 894 17.2 77 0
20020819 317 "T" -1.775 110.114 312.8 299.9 896 7.5 61 0
20020819 317 "T" -1.847 110.341 326.3 299.2 919 21.1 81 0
20020819 317 "T" -1.855 110.392 313.4 299.4 924 6.2 34 0
20020819 317 "T" -1.857 110.34 316.8 299.4 919 10 70 0
20020819 317 "T" -1.879 110.33 314.4 299.2 919 6.7 65 0
20020819 317 "T" -1.961 110.126 357.1 302.7 901 84.6 98 0
20020819 317 "T" -1.962 110.136 322.8 300.2 902 15.4 77 0
20020819 318 "T" -2.126 110.357 318.2 299.7 926 10.3 68 0
20020819 318 "T" -2.127 110.367 334.3 302.2 927 34 86 0
20020819 1538 "T" -1.484 110.324 301.9 289.3 117 12.5 37 0
20020819 609 "A" -2.26 110.355 324.7 303.5 785 13.8 76 0
20020819 609 "A" -2.267 110.244 315.4 301 797 6.2 27 0
20020819 609 "A" -2.247 110.316 351.3 307.1 789 56.4 96 0
20020819 609 "A" -2.232 110.36 323 303.3 784 11.2 73 0
20020819 609 "A" -2.227 110.335 318.3 304.7 786 7.3 57 0
20020819 609 "A" -2.204 110.172 322.2 306.3 803 10.8 66 0
20020819 609 "A" -2.195 110.171 320.4 303.8 803 8.2 39 0
20020819 609 "A" -2.196 110.162 331.8 305.7 804 21.5 83 0
20020819 609 "A" -2.156 110.316 335.8 304.7 787 25.2 80 0
20020819 609 "A" -2.147 110.314 330.8 306.6 787 18.7 56 0
20020819 609 "A" -2.129 110.371 327.9 306.8 780 15.7 35 0
20020819 609 "A" -2.131 110.362 334.1 306.8 781 23.9 85 0
20020819 609 "A" -2.137 110.316 322.9 304.9 786 11.6 58 0
20020819 609 "A" -2.122 110.36 328.3 304.5 781 16.6 76 0
20020819 609 "A" -2.11 110.377 324.4 304.1 779 11.5 75 0
20020819 609 "A" -2.111 110.368 343.1 306.7 780 39.2 91 0
20020819 609 "A" -2.138 110.119 323.7 303.8 807 10.1 49 0
20020819 609 "A" -2.08 110.392 332 304.9 777 22.1 84 0
20020819 609 "A" -2.082 110.382 322.3 303.2 778 9.7 74 0
20020819 609 "A" -2.071 110.39 320.7 303.3 777 9 69 0
20020819 609 "A" -2.042 110.405 318.8 300.3 775 9.1 68 0
20020819 609 "A" -2.043 110.396 329.3 302.2 776 20.6 81 0
20020819 609 "A" -2.075 110.167 332.3 304.2 801 24.1 84 0
20020819 609 "A" -2.076 110.157 334.5 303 802 26.5 86 0
20020819 609 "A" -2.068 110.159 334.2 302.5 801 27.4 85 0
20020819 609 "A" -1.978 110.14 326.5 302.9 801 13.9 59 0
20020819 609 "A" -1.979 110.131 327.3 303.8 802 14.4 74 0
20020819 609 "A" -1.93 110.349 334.3 303.7 778 24.5 86 0
20020819 609 "A" -1.931 110.34 332.9 303.6 779 22.6 82 0
20020819 609 "A" -1.921 110.347 326 304.2 778 12.6 26 0
20020819 609 "A" -1.944 110.183 323.4 300.7 796 15.5 75 0
20020819 609 "A" -1.946 110.173 327.8 301.1 797 20.1 80 0
20020819 609 "A" -1.911 110.355 324.8 304 777 11.2 30 0
20020819 609 "A" -1.896 110.39 322.3 302.4 773 10.3 74 0
20020819 609 "A" -1.902 110.354 347.5 304.1 777 47 94 0
20020819 609 "A" -1.877 110.332 333.2 302.8 779 23.6 85 0
20020819 609 "A" -1.878 110.323 321.4 301.5 780 9.6 68 0
20020819 609 "A" -1.872 110.303 327.4 304.6 782 17.3 80 0
20020819 609 "A" -1.908 110.046 318.7 302.8 810 6.2 0 0
20020819 609 "A" -1.858 110.342 324.9 302.5 777 14.1 77 0
20020819 609 "A" -1.859 110.333 323.5 303.5 778 12.2 76 0
20020819 609 "A" -1.849 110.34 320.4 302.6 777 8.5 35 0
20020819 609 "A" -1.85 110.331 325.2 303.4 778 13.3 68 0
20020819 609 "A" -1.883 110.102 332.8 309.6 803 19.6 32 0
20020819 609 "A" -1.888 110.065 323.4 304.7 807 10.1 46 0
20020819 609 "A" -1.874 110.101 353.3 306.9 803 58.9 97 0
20020819 609 "A" -1.875 110.092 328.3 301.9 804 13.6 44 0
20020819 609 "A" -1.844 110.181 315.6 302.8 794 6 52 0
20020819 609 "A" -1.845 110.172 335.7 305.4 795 30.5 87 0
20020819 609 "A" -1.809 110.297 321.7 303.5 781 11.8 74 0
20020819 609 "A" -1.831 110.076 322.6 305.6 805 12.2 72 0
20020819 609 "A" -1.832 110.067 328.3 307 806 18.7 76 0
20020819 609 "A" -1.737 110.346 325 304.6 774 14.2 78 0
20020819 609 "A" -1.728 110.345 325.9 302.2 774 15.3 79 0
20020819 609 "A" -1.701 110.406 318.4 302.2 767 7.1 52 0
20020819 609 "A" -1.692 110.404 319.4 301.8 767 7.9 62 0
20020819 609 "A" -1.734 110.103 327.5 307.7 800 18.7 80 0
20020819 609 "A" -1.736 110.094 339.6 309.7 801 37 89 0
20020819 609 "A" -1.738 110.075 333.6 304.6 803 28.4 85 0
20020819 609 "A" -1.691 110.349 323.3 302.8 773 12.9 76 0
20020819 609 "A" -1.692 110.34 316.1 302.2 774 5.7 65 0
20020819 609 "A" -1.725 110.102 329 304.6 800 18.7 68 0
20020819 609 "A" -1.727 110.092 348.1 307 801 50.8 94 0
20020819 609 "A" -1.728 110.083 335.8 304.7 802 28.7 85 0
20020819 610 "A" -1.66 110.375 317.8 304 769 7.7 65 0
20020819 610 "A" -1.695 110.063 329 304.3 803 21.3 82 0
20020819 610 "A" -1.685 110.071 333.6 304.8 802 27.6 85 0
20020819 610 "A" -1.686 110.062 328 303.3 803 19.3 81 0
20020819 610 "A" -1.69 110.034 327.7 304.9 806 18.6 70 0
20020819 610 "A" -1.629 110.334 323 302.9 773 13.7 0 0
20020819 610 "A" -1.54 110.306 328.6 303.1 774 19.5 81 0
20020819 610 "A" -1.574 110.068 317.1 301.4 800 8 57 0
20020819 610 "A" -1.575 110.059 324.9 303.4 801 15.8 78 0
20020819 610 "A" -1.517 110.404 314 300.9 763 4.1 36 0
20020819 610 "A" -1.518 110.395 322.9 303.2 764 12.5 0 0
20020819 610 "A" -1.522 110.368 321.8 303.5 767 9.9 65 0
20020819 610 "A" -1.523 110.359 347.4 307.6 768 48.8 94 0
20020819 610 "A" -1.513 110.367 326 303.2 767 14.3 69 0
20020819 610 "A" -1.514 110.357 366.2 305.3 768 96.7 100 0
20020819 610 "A" -1.52 110.321 332.2 305.5 772 20.1 84 0
20020819 610 "A" -1.508 110.338 326.2 303.9 770 13.3 56 0
20020819 610 "A" -1.509 110.329 336.8 306 771 26.8 88 0
20020819 610 "A" -1.511 110.32 349.3 306.8 772 49.1 95 0
20020819 610 "A" -1.512 110.311 327 303.6 773 13.8 73 0
20020819 610 "A" -1.513 110.302 323.1 302.8 774 10.3 30 0
20020819 610 "A" -1.514 110.293 370.7 307.9 775 113.3 100 0
20020819 610 "A" -1.516 110.284 330.7 303.2 776 22.1 83 0
20020819 610 "A" -1.5 110.328 347.5 308.7 771 46 94 0
20020819 610 "A" -1.502 110.319 343.9 306.9 772 37.5 92 0
20020819 610 "A" -1.505 110.291 352 302.5 775 59.6 96 0
20020819 610 "A" -1.507 110.282 335.7 301.7 776 29.5 87 0
20020819 610 "A" -1.536 110.072 328.6 304.4 799 18.5 71 0
20020819 610 "A" -1.538 110.063 328.6 305.8 800 17.9 64 0
20020819 610 "A" -1.49 110.339 327.5 302.8 769 16.2 37 0
20020819 610 "A" -1.491 110.33 331.6 307.9 770 20.3 27 0
20020819 610 "A" -1.493 110.321 327.2 305.7 771 14.7 28 0
20020819 610 "A" -1.495 110.303 327.6 304 773 17.3 80 0
20020819 610 "A" -1.512 110.184 327.3 302.1 786 19.9 80 0
20020819 610 "A" -1.528 110.074 322.5 303.7 798 12.8 59 0
20020819 610 "A" -1.482 110.329 323.4 303.5 770 11.8 56 0
20020819 610 "A" -1.458 110.372 345.2 301.8 765 46.9 93 0
20020819 610 "A" -1.459 110.362 356.6 302.9 766 72.7 98 0
20020819 610 "A" -1.48 110.086 315 302 796 5.4 28 0
20020819 610 "A" -1.451 110.222 336.5 302.7 781 31.6 87 0
20020819 610 "A" -1.453 110.213 318.1 302 782 8.5 68 0
20020819 610 "A" -1.442 110.221 326.1 302 781 17.5 79 0
20020819 610 "A" -1.444 110.212 314.8 301.7 782 5.9 55 0
20020819 610 "A" -1.406 110.41 321.1 301.8 760 10.5 73 0
20020819 610 "A" -1.445 110.137 333.8 302.6 790 27.3 86 0
20020819 610 "A" -1.446 110.128 325.1 305.6 791 15.6 78 0
20020819 610 "A" -1.413 110.229 312.9 299.9 779 5.3 54 0
20020819 610 "A" -1.396 110.282 314.4 300.6 773 5 41 0
20020819 610 "A" -1.391 110.189 368.7 303.8 783 108.6 100 0
20020819 610 "A" -1.393 110.179 326.7 303.1 784 17.6 80 0
20020819 610 "A" -1.382 110.187 388.9 303.1 783 192.5 100 0
20020819 610 "A" -1.384 110.178 337.5 301.9 784 32.7 88 0
20020819 1832 "A" -1.486 110.336 302.5 291 1139 8.3 28 0
20020820 652 "A" -1.93 110.112 316.6 295 26 65.8 50 0
20020820 652 "A" -1.714 110.375 316.9 293.5 18 61.1 34 0
20020820 652 "A" -1.697 110.372 338.1 292.3 18 256.7 89 0
20020820 652 "A" -1.71 110.365 353.9 293.8 18 510.5 97 0
20020820 652 "A" -1.693 110.363 313.2 292.1 18 36.9 19 0
20020820 652 "A" -1.521 110.334 320.6 295.7 18 87.8 40 0
20020820 652 "A" -1.527 110.296 327.7 295.5 19 151.1 79 0
20020820 652 "A" -1.517 110.324 321.4 295.7 18 95.3 46 0
20020820 652 "A" -1.482 110.314 313.1 294.9 18 43.4 24 0
20020821 305 "T" -1.522 110.371 317.9 301.3 591 8.9 70 0
20020821 305 "T" -1.665 110.4 315.4 300.1 597 6.3 65 0
20020821 305 "T" -1.672 110.325 328.3 300.5 589 20.3 82 0
20020821 305 "T" -1.696 110.358 319.5 299.5 593 10 72 0
20020821 305 "T" -1.705 110.36 314.4 300.7 594 6 59 0
20020821 305 "T" -1.732 110.105 316.4 302.1 567 7.8 49 0
20020821 305 "T" -1.827 110.061 327.8 303 564 18.5 81 0
20020821 305 "T" -1.89 110.117 333.2 303 572 23.7 76 0
20020821 305 "T" -1.906 110.096 321.1 302.8 570 9.1 55 0
20020821 1526 "T" -1.473 110.315 304 292.6 298 6.6 56 0
20020821 1526 "T" -1.474 110.302 306.3 292.5 299 9.2 67 0
20020821 557 "A" -2.239 110.323 319.3 301.3 1072 15.8 52 0
20020821 557 "A" -2.221 110.374 319.3 300.1 1068 17.8 70 0
20020821 557 "A" -2.207 110.319 316.1 296.9 1072 12.6 61 0
20020821 557 "A" -2.215 110.314 319 298.3 1072 17.2 70 0
20020821 557 "A" -2.161 110.307 330.8 299.8 1072 37.5 83 0
20020821 557 "A" -1.991 110.365 326.1 300.3 1065 28.8 80 0
20020821 557 "A" -1.91 110.36 317.7 299.9 1064 12.4 64 0
20020821 557 "A" -1.934 110.118 321.8 300.6 1082 20 33 0
20020821 557 "A" -1.875 110.301 314.2 299.4 1068 9.7 63 0
20020821 557 "A" -1.825 110.316 318.1 299.5 1066 15.4 70 0
20020821 557 "A" -1.773 110.376 323.2 300.3 1061 21.9 77 0
20020821 557 "A" -1.775 110.363 337.4 300.4 1062 54.7 88 0
20020821 557 "A" -1.741 110.257 388.9 301.1 1069 335 100 0
20020821 557 "A" -1.743 110.244 367.5 300 1070 183.3 100 0
