"YYYYMMDD" "HHMM" "sat" "lat" "lon" "T21" "T31" "sample" "FRP" "conf" "type"
20060825 1815 "A" -2.15 110.121 309.3 294.5 745 8.7 77 0
20060825 1815 "A" -2.151 110.13 305.7 293.5 746 6.5 65 0
20060825 1815 "A" -2.178 110.311 303.9 292.9 766 5.4 54 0
20060826 340 "T" -1.437 110.13 312.5 295.3 1281 35.3 56 0
20060826 340 "T" -1.464 110.21 313.8 292.4 1284 40.8 58 0
20060826 340 "T" -1.479 110.208 317.9 293.7 1284 57.2 75 0
20060826 340 "T" -1.491 110.291 321.2 291.3 1287 75.8 70 0
20060826 340 "T" -1.462 110.204 311.6 292.3 1284 29.7 16 0
20060826 340 "T" -1.477 110.201 321.3 293.5 1284 76.2 79 0
20060826 340 "T" -1.489 110.284 319.8 291.7 1287 70.9 78 0
20060826 340 "T" -1.493 110.312 325.8 290.6 1288 108.6 83 0
20060826 340 "T" -1.825 110.08 314.3 291.7 1282 41.4 0 0
20060826 340 "T" -1.841 110.19 309.9 289.9 1286 35.1 59 0
20060826 340 "T" -1.886 110.386 311.7 284.7 1293 31.1 54 0
20060826 340 "T" -1.824 110.073 313.9 292.8 1282 39.3 26 0
20060826 340 "T" -1.882 110.38 311.8 285.6 1293 34.4 66 0
20060826 340 "T" -2.178 110.321 312.5 293.2 1293 36.5 55 0
20060826 636 "A" -2.13 110.364 320.4 301.6 201 18.8 47 0
20060826 636 "A" -2.154 110.122 328.3 298.9 216 38.7 61 0
20060826 636 "A" -2.071 110.382 324.3 300.6 199 30.7 74 0
20060826 636 "A" -1.976 110.246 325.8 297.9 206 39 79 0
20060826 636 "A" -1.979 110.23 321.5 299.3 207 28.3 59 0
20060826 636 "A" -1.917 110.347 325.5 301.5 199 27.5 58 0
20060826 636 "A" -1.892 110.112 388.9 305.2 213 423.8 100 0
20060826 636 "A" -1.841 110.369 327.1 300.8 197 35 64 0
20060826 636 "A" -1.88 110.11 357.3 302.2 213 159.8 98 0
20060826 636 "A" -1.892 110.031 325.3 300.2 218 27.9 74 0
20060826 636 "A" -1.856 110.188 317.5 299.2 208 18.4 33 0
20060826 636 "A" -1.842 110.202 342.7 298.2 207 91.7 91 0
20060826 636 "A" -1.844 110.186 357.7 301.3 208 166 99 0
20060826 636 "A" -1.836 110.363 322.1 299.7 197 20.7 52 0
20060826 636 "A" -1.848 110.198 350.2 298.5 207 127.7 95 0
20060826 636 "A" -1.85 110.182 331.6 302.1 208 50.8 72 0
20060826 636 "A" -1.836 110.196 323.5 297.2 207 31.3 61 0
20060826 636 "A" -1.839 110.18 332.8 298.5 208 58.4 85 0
20060826 636 "A" -1.784 110.39 329.8 300.9 195 44.1 83 0
20060826 636 "A" -1.756 110.031 321 298.1 216 23.2 57 0
20060826 636 "A" -1.723 110.01 317.1 298.2 217 18 51 0
20060826 636 "A" -1.623 110.319 317.9 299.8 197 20.4 44 0
20060826 636 "A" -1.599 110.401 318.1 295.9 192 22.3 66 0
20060826 636 "A" -1.614 110.053 311.5 293.6 213 12.5 30 0
20060826 636 "A" -1.533 110.299 323.1 296.4 197 32.8 73 0
20060826 636 "A" -1.521 110.297 349.6 296.7 197 129.6 95 0
20060826 636 "A" -1.483 110.308 326.5 301.4 196 33.9 45 0
20060826 636 "A" -1.485 110.292 346.8 300.1 197 110.7 94 0
20060826 636 "A" -1.464 110.272 319 295.5 198 20.8 47 0
20060826 636 "A" -1.466 110.255 321.1 294.2 199 23.6 34 0
20060826 636 "A" -1.471 110.267 322.3 296.6 198 27.5 37 0
20060827 245 "T" -1.469 110.198 336.3 298.2 183 78.6 87 0
20060827 245 "T" -1.46 110.192 345.6 298.8 183 122.6 93 0
20060827 245 "T" -1.488 110.206 317.6 297.4 184 23.7 17 0
20060827 245 "T" -1.527 110.305 319.8 298.7 190 26.3 37 0
20060827 245 "T" -1.731 110.104 314 299.4 181 16.9 26 0
20060827 245 "T" -1.977 110.243 319.1 298.9 192 28 70 0
20060827 245 "T" -2.182 110.303 319.1 303.8 198 23 26 0
20060827 245 "T" -2.184 110.319 317.9 303.2 199 19.2 27 0
20060827 245 "T" -2.225 110.307 318.6 299.4 199 22.2 52 0
20060827 1505 "T" -1.741 110.076 302.3 291 793 3.7 48 0
20060827 540 "A" -2.241 110.297 325.4 296.6 1297 93 80 0
20060827 540 "A" -2.245 110.289 322 296.5 1297 73.3 76 0
20060827 540 "A" -2.211 110.193 314.8 296.3 1300 41.5 60 0
20060827 540 "A" -2.109 110.36 322.1 295 1294 61.9 60 0
20060827 540 "A" -2.113 110.357 320.4 294.6 1294 51 38 0
20060827 540 "A" -2.063 110.379 326 297.2 1293 83.7 59 0
20060827 540 "A" -1.975 110.24 315.5 296.8 1297 45.3 67 0
20060827 540 "A" -1.98 110.236 316.7 296.4 1297 49.3 65 0
20060827 540 "A" -1.886 110.343 324.8 296.3 1293 72.3 80 0
20060827 541 "A" -1.845 110.187 317.9 297.4 1298 47.7 29 0
20060827 541 "A" -1.849 110.18 318.9 298.7 1298 58.7 66 0
20060827 541 "A" -1.634 110.405 337.1 291.7 1289 175.1 89 0
20060827 541 "A" -1.67 110.051 313.4 294.5 1301 37.8 0 0
20060827 541 "A" -1.528 110.298 316.8 296.7 1292 43.2 46 0
20060827 541 "A" -1.542 110.089 315.7 294.3 1299 49.7 70 0
20060827 541 "A" -1.546 110.059 332.2 296.7 1300 154.8 65 0
20060827 541 "A" -1.531 110.081 321.3 294.2 1299 74.9 54 0
20060827 541 "A" -1.467 110.193 320.2 296.3 1295 60 38 0
20060827 1803 "A" -1.805 110.28 303 289.3 430 5.6 52 0
20060827 1803 "A" -1.956 110.409 301.7 288.1 445 5.1 43 0
20060827 1803 "A" -1.95 110.278 301.2 289.6 433 4.2 39 0
20060827 1803 "A" -1.974 110.243 300.8 286.9 430 4.2 29 0
20060827 1803 "A" -2.231 110.303 303.2 291.1 441 5.4 53 0
20060828 328 "T" -1.796 110.292 324 293.3 1147 36.3 79 0
20060828 328 "T" -1.798 110.308 316.4 294.3 1148 17.5 49 0
20060828 328 "T" -1.971 110.239 318.2 295.1 1146 25.4 72 0
20060828 328 "T" -2.081 110.367 316.5 295.9 1155 14.7 29 0
20060828 328 "T" -2.207 110.221 316.5 294.6 1148 20.5 69 0
20060828 328 "T" -2.24 110.367 317.4 294.4 1157 21.2 71 0
20060828 623 "A" -2.082 110.134 327.7 288.1 459 23.2 53 0
20060828 623 "A" -1.996 110.193 313.6 290 452 6.9 12 0
20060828 623 "A" -1.981 110.232 339.6 298.9 448 42.3 90 0
20060828 623 "A" -1.992 110.152 322.1 284.6 456 16 48 0
20060828 623 "A" -1.975 110.235 327.5 299.7 447 22.5 73 0
20060828 623 "A" -1.976 110.225 325.1 297 448 19.1 77 0
20060828 623 "A" -1.943 110.387 316.2 292.5 432 6.5 39 0
20060828 623 "A" -1.861 110.327 315.9 285.1 436 10.5 29 0
20060829 233 "T" -1.527 110.303 312.2 291.5 55 32.3 21 0
20060829 233 "T" -1.522 110.296 315 291.6 55 45.7 54 0
20060829 233 "T" -1.648 110.398 321.5 290.4 59 69.5 61 0
20060829 233 "T" -1.644 110.393 317.4 290.5 59 55.9 67 0
20060829 233 "T" -1.732 110.35 317.1 290.5 58 52.6 71 0
20060829 233 "T" -1.824 110.359 312.9 290.8 59 27.9 40 0
20060829 1453 "T" -2.13 110.28 334 292.9 1064 55.3 100 0
20060829 1453 "T" -2.132 110.267 338.7 292.9 1065 67.6 100 0
20060829 1453 "T" -2.12 110.278 323 292.6 1064 32 100 0
20060829 1453 "T" -2.121 110.265 319.9 292.9 1065 26.2 99 0
20060829 1453 "T" -2.042 110.18 304.6 292.2 1070 7 27 0
20060829 1453 "T" -2.031 110.179 304.8 292.4 1070 7.4 60 0
20060829 1453 "T" -2.022 110.164 318.6 292.4 1071 25.5 97 0
20060829 1453 "T" -2.024 110.151 317.4 292.2 1072 23.6 95 0
20060829 1453 "T" -1.975 110.233 303.8 292.2 1065 6.6 57 0
20060829 1751 "A" -2.019 110.166 315.9 291.3 192 33.3 92 0
20060829 1751 "A" -2.115 110.281 307.8 291 200 17 73 0
20060829 1751 "A" -2.118 110.298 305.8 290.8 201 13.6 53 0
20060829 1751 "A" -2.125 110.263 313.4 291 199 25.1 72 0
20060829 1751 "A" -2.127 110.28 334.5 291.7 200 81.7 100 0
20060829 1751 "A" -2.139 110.278 324.3 291.2 200 50.1 100 0
20060830 315 "T" -1.379 110.186 305.7 284.5 887 4.5 52 0
20060830 315 "T" -1.38 110.196 304.4 284 888 3.8 40 0
20060830 315 "T" -1.401 110.142 306.2 284 883 5.5 54 0
20060830 316 "T" -1.828 110.406 325.2 288 917 20.8 81 0
20060830 316 "T" -1.977 110.237 310.6 285.5 904 7.5 29 0
20060830 316 "T" -2.136 110.264 339.4 286.7 910 41.4 79 0
20060830 316 "T" -2.137 110.275 334.9 289.7 911 32.3 68 0
20060830 611 "A" -2.256 110.314 335.9 303 771 26.3 86 0
20060830 611 "A" -2.195 110.222 328.6 300.3 780 18.2 62 0
20060830 611 "A" -2.148 110.293 335.3 298.3 771 22.5 59 0
20060830 611 "A" -2.082 110.366 346.7 301.3 762 46.9 93 0
20060830 611 "A" -2.083 110.357 357.7 300.2 763 72.9 99 0
20060830 611 "A" -2.055 110.366 324.3 298.9 761 13.6 31 0
20060830 611 "A" -2.086 110.148 316.1 296.3 785 5.6 38 0
20060830 611 "A" -2.022 110.407 321.2 295 756 8.8 49 0
20060830 611 "A" -2.023 110.398 322.7 294.4 757 11.3 70 0
20060830 611 "A" -2.045 110.179 339.1 299.1 781 31.9 89 0
20060830 611 "A" -2.029 110.223 319.6 299.8 776 9.2 28 0
20060830 611 "A" -2.035 110.187 324.5 297.9 780 11.4 44 0
20060830 611 "A" -2.036 110.178 327.1 298.6 781 14.3 38 0
20060830 611 "A" -2.01 110.295 333.9 299 768 25.5 85 0
20060830 611 "A" -2.026 110.185 328.7 298.1 780 16.3 48 0
20060830 611 "A" -2.028 110.167 332.5 296 782 21.4 53 0
20060830 611 "A" -2.01 110.167 328.1 296.6 781 19.5 80 0
20060830 611 "A" -2.002 110.157 325.4 295.4 782 15 54 0
20060830 611 "A" -1.976 110.144 328.5 299.9 783 14.9 65 0
20060830 611 "A" -1.941 110.129 324.8 299.6 784 11.3 62 0
20060830 611 "A" -1.849 110.194 336.7 300.9 775 30.9 88 0
20060830 611 "A" -1.851 110.185 328.5 301.6 776 18.9 70 0
20060830 611 "A" -1.542 110.344 318 297.8 752 8.2 64 0
20060830 1834 "A" -2.143 110.274 309.8 285.5 1154 23.8 78 0
20060830 1834 "A" -2.145 110.29 302.3 287.2 1155 11.3 27 0
20060831 1441 "T" -1.88 110.128 304.6 292.2 1246 21.5 61 0
20060831 654 "A" -2.175 110.113 312.6 292.6 23 40.1 0 0
20060831 654 "A" -2.15 110.255 315.6 289.6 19 59.2 53 0
20060831 654 "A" -1.884 110.126 346.3 291.4 21 384 93 0
20060831 654 "A" -1.89 110.089 320.4 291.7 22 94.2 68 0
20060831 654 "A" -1.88 110.117 343.8 291.9 21 347.4 92 0
20060901 1524 "T" -2.208 110.349 307.5 291.8 314 10.4 41 0
20060901 559 "A" -2.265 110.298 326 296 1059 27.5 78 0
20060901 559 "A" -2.143 110.352 361.2 296.1 1053 137.6 100 0
20060901 559 "A" -2.145 110.34 357.8 299 1054 122.5 99 0
20060901 559 "A" -2.153 110.288 319.6 293.2 1058 13.3 38 0
20060901 559 "A" -2.154 110.275 336.2 295.4 1059 48.3 82 0
20060901 559 "A" -2.115 110.163 324.5 294.8 1067 22.9 37 0
20060901 559 "A" -2.077 110.403 338.2 296.4 1048 47.2 76 0
20060901 559 "A" -2.079 110.39 337 300.5 1049 42.7 85 0
20060901 559 "A" -2.113 110.157 323.9 296.3 1067 23.5 68 0
20060901 559 "A" -2.021 110.184 343 296.8 1064 69.8 88 0
20060901 559 "A" -2.023 110.218 328.1 295 1061 31.5 59 0
20060901 559 "A" -2.016 110.19 335 295.7 1063 45.1 72 0
20060901 559 "A" -1.987 110.239 322.7 298.6 1059 22 55 0
20060901 559 "A" -1.989 110.226 325.6 298.2 1060 27.2 58 0
20060901 559 "A" -1.876 110.071 339.6 301.2 1070 57.7 87 0
20060901 1821 "A" -2.199 110.213 307.8 291.7 913 9.4 73 0
20060901 1821 "A" -2.2 110.223 303.8 291.4 914 6.3 57 0
20060902 346 "T" -2.02 110.2 312.4 296.1 1334 43 33 0
20060902 346 "T" -2.099 110.381 317.7 297.1 1339 64.7 38 0
20060902 346 "T" -2.024 110.194 312 296.3 1334 39.4 24 0
20060902 346 "T" -2.102 110.376 319.2 297.4 1339 78 65 0
20060902 346 "T" -2.122 110.25 318.4 297.1 1336 73.5 43 0
20060902 346 "T" -2.202 110.201 316.4 296.6 1335 67 65 0
20060902 346 "T" -2.218 110.314 315.5 295.7 1338 58.9 47 0
20060902 642 "A" -2.133 110.309 325.6 280.9 124 65.6 79 0
20060902 642 "A" -2.132 110.221 324.9 282.6 128 64.5 61 0
20060902 642 "A" -2.099 110.348 334.3 280 122 109.8 65 0
20060902 642 "A" -2.104 110.341 322.8 280.4 122 58 58 0
20060902 642 "A" -2.026 110.22 321 292.5 127 47.6 71 0
20060902 642 "A" -2.029 110.199 318.9 294.7 128 37.7 69 0
20060902 642 "A" -2.032 110.216 322.1 292.9 127 44.2 34 0
20060902 642 "A" -1.872 110.12 333.2 301.2 130 80.1 70 0
20060902 642 "A" -1.875 110.099 328 300.4 131 56.8 64 0
20060902 642 "A" -1.78 110.037 316.6 298.4 133 23.4 33 0
20060902 642 "A" -1.687 110.411 327.6 298.1 115 68.1 81 0
20060902 642 "A" -1.688 110.037 318.3 301 132 27.9 0 0
20060902 642 "A" -1.384 110.236 321.5 295.7 120 46.9 74 0
20060902 642 "A" -1.389 110.229 319.6 296.1 120 35.7 60 0
20060903 251 "T" -1.802 110.116 320.1 300.5 281 19.5 48 0
20060903 251 "T" -2.024 110.22 317.7 299.5 292 14.8 47 0
20060903 1511 "T" -2.223 110.409 303 292.4 602 4.2 53 0
20060903 1511 "T" -2.244 110.265 305.8 293.6 618 4.9 50 0
20060903 1511 "T" -2.233 110.273 304.6 293.6 617 3.7 25 0
20060903 1511 "T" -2.114 110.396 314.6 291.6 601 12.2 90 0
20060903 1511 "T" -2.114 110.335 304.8 292.3 607 5.2 62 0
20060903 1511 "T" -2.043 110.315 313.3 293.5 608 10.9 87 0
20060903 1511 "T" -2.044 110.306 302.9 292.5 609 3.8 52 0
20060903 1511 "T" -1.987 110.191 303.6 293.3 620 4.1 56 0
20060903 1511 "T" -1.988 110.182 304.5 293.1 621 4.6 60 0
20060903 1511 "T" -1.956 110.278 304.1 293.3 610 4.1 20 0
20060903 1511 "T" -1.947 110.277 304.9 293.4 610 4.8 62 0
20060903 1511 "T" -1.949 110.268 309.6 293.5 611 7.8 78 0
20060903 547 "A" -2.231 110.354 322.5 295.3 1236 44.3 69 0
20060903 547 "A" -2.237 110.31 322.4 297.6 1238 43.9 51 0
20060903 547 "A" -2.128 110.333 360.4 293.5 1236 286.9 100 0
20060903 547 "A" -2.118 110.349 327.8 295 1235 53.8 54 0
20060903 547 "A" -2.121 110.327 345.8 293.4 1236 160.3 93 0
20060903 547 "A" -2.091 110.345 330.4 298.4 1235 66.7 37 0
20060903 547 "A" -2.074 110.365 323.4 297 1234 36.5 38 0
20060903 547 "A" -2.06 110.363 345.8 296.8 1234 159.6 93 0
20060903 547 "A" -2.064 110.341 342.1 297.1 1235 138.2 90 0
20060903 547 "A" -2.028 110.199 317.7 296.6 1241 32.8 40 0
20060903 547 "A" -2.014 110.198 328.2 295.7 1241 71.7 82 0
20060903 547 "A" -2.018 110.305 316.1 295.2 1236 29.2 52 0
20060903 547 "A" -2.021 110.192 327.8 296.6 1241 73 82 0
20060903 547 "A" -1.89 110.075 319.3 297.7 1245 29.5 15 0
20060903 547 "A" -1.817 110.406 317.6 297.5 1230 22.3 63 0
20060903 547 "A" -1.85 110.163 323.5 298.5 1241 53.4 60 0
20060903 547 "A" -1.822 110.399 320.2 298 1230 29.3 71 0
20060903 547 "A" -1.843 110.155 328.6 297.7 1241 74.6 82 0
20060903 547 "A" -1.829 110.06 314.8 297.6 1245 24.8 62 0
20060903 547 "A" -1.782 110.048 314.6 296.6 1245 22.6 23 0
20060903 547 "A" -1.786 110.025 314.7 297 1246 22.7 15 0
20060903 547 "A" -1.65 110.392 368.1 298.2 1229 372.2 100 0
20060903 547 "A" -1.636 110.39 325 296.4 1229 58 76 0
20060903 547 "A" -1.638 110.405 360.6 296.6 1228 290.4 100 0
20060903 547 "A" -1.641 110.384 353.4 297.6 1229 226.9 97 0
20060903 547 "A" -1.676 110.049 315.2 296.8 1244 28.9 41 0
20060903 547 "A" -1.531 110.39 340.9 296.7 1228 126.8 79 0
20060903 547 "A" -1.534 110.368 363.4 298.2 1229 316.4 94 0
20060903 547 "A" -1.523 110.384 355.4 297.6 1228 238.8 74 0
20060903 547 "A" -1.526 110.362 352.3 297.9 1229 215.5 91 0
20060903 547 "A" -1.526 110.07 320.1 296.8 1242 44.8 54 0
20060903 547 "A" -1.48 110.2 315 298.8 1236 24.4 28 0
20060903 547 "A" -1.442 110.373 324.7 295.9 1228 57.1 80 0
20060903 547 "A" -1.447 110.367 314.2 295.6 1228 22.4 51 0
20060903 547 "A" -1.433 110.365 312.3 295.6 1228 17.3 37 0
20060903 1809 "A" -1.949 110.279 300.2 282.7 589 4.9 21 0
20060903 1809 "A" -2.036 110.316 302.1 282.4 595 5.3 46 0
20060904 629 "A" -2.204 110.294 323.7 291 312 22.9 0 0
20060904 629 "A" -2.137 110.387 321.6 287.7 304 20.2 0 0
20060904 630 "A" -1.878 110.051 323.7 290.5 326 18.9 77 0
20060904 630 "A" -1.881 110.059 320.7 290.7 325 14.2 48 0
20060904 630 "A" -1.81 110.186 318.4 297.5 314 14.7 51 0
20060904 630 "A" -1.54 110.36 320 298.9 296 12.7 53 0
20060904 630 "A" -1.53 110.359 330.4 296.1 296 32.4 83 0
20060904 630 "A" -1.563 110.055 326.6 298.6 320 23.6 45 0
20060905 239 "T" -1.492 110.317 309.3 278.7 113 23.6 36 0
20060905 239 "T" -2.219 110.142 312.2 289 112 20.2 43 0
20060905 239 "T" -2.225 110.134 311.6 288.1 112 21.5 46 0
20060905 1459 "T" -2.034 110.315 301.9 287.1 931 4.8 45 0
20060905 1459 "T" -2.035 110.304 302.3 287.9 932 5.1 48 0
20060905 1459 "T" -1.99 110.185 302.9 287.6 942 5.2 52 0
20060905 534 "A" -2.07 110.353 321.5 290.4 1339 100.2 66 0
20060905 534 "A" -1.847 110.15 310 281.9 1343 51 18 0
20060905 534 "A" -1.845 110.142 309.7 281.6 1343 48.1 14 0
20060905 1757 "A" -2.035 110.317 300.4 288.6 305 5.8 27 0
20060906 321 "T" -1.452 110.081 312.9 295.1 1017 7.4 24 0
20060906 321 "T" -1.454 110.093 315.7 294.3 1018 11.5 67 0
20060906 322 "T" -1.495 110.106 316.5 296.3 1020 14 57 0
20060906 322 "T" -1.497 110.118 307.8 292.8 1021 5 9 0
20060906 322 "T" -1.534 110.375 316.3 299.9 1042 10 41 0
20060906 322 "T" -1.77 110.367 327.5 302.9 1045 24.7 76 0
20060906 322 "T" -1.772 110.38 324.2 302.6 1046 18.6 64 0
20060906 322 "T" -1.786 110.207 319.2 294.7 1033 20.8 64 0
20060906 322 "T" -1.981 110.403 318.6 300.1 1051 10.7 70 0
20060906 617 "A" -2.203 110.34 326.9 292.1 600 17.1 76 0
20060906 617 "A" -2.222 110.141 327 298.5 622 14.3 47 0
20060906 617 "A" -2.215 110.131 326.4 298.4 623 15 65 0
20060906 617 "A" -2.206 110.129 347.5 295.9 623 49.4 94 0
20060906 617 "A" -2.042 110.301 315.8 282.3 601 9.9 44 0
20060906 617 "A" -1.987 110.177 324.7 289.1 613 17.2 0 0
20060906 617 "A" -1.928 110.199 315.4 290.4 609 9.2 63 0
20060906 617 "A" -1.79 110.201 330.1 292.8 606 22.3 73 0
20060906 617 "A" -1.745 110.382 321.5 286.9 585 15 50 0
20060906 617 "A" -1.785 110.038 325.7 302.8 623 10.1 30 0
20060906 617 "A" -1.672 110.061 346.7 302.4 618 43.4 94 0
20060906 617 "A" -1.57 110.388 316.5 295.8 581 6.8 0 0
20060906 617 "A" -1.46 110.129 324.2 302.4 606 14.8 78 0
20060906 617 "A" -1.464 110.102 327 302 609 16.5 81 0
20060906 617 "A" -1.458 110.082 320 302.2 611 8.9 72 0
20060907 1447 "T" -2.193 110.127 308.2 290.6 1175 18.8 74 0
20060907 1447 "T" -2.146 110.366 303.9 291 1161 11.3 57 0
20060907 1447 "T" -2.091 110.196 302.8 290.6 1170 10 51 0
20060907 1447 "T" -1.99 110.175 303.7 291.1 1170 10.8 56 0
20060908 309 "T" -1.744 110.363 328.7 278.5 752 19.7 83 0
20060908 309 "T" -1.774 110.124 316 292.9 727 8.5 43 0
20060908 309 "T" -1.818 110.172 319.2 291.4 733 8.9 50 0
20060908 309 "T" -1.994 110.18 331.7 290.2 738 24.8 84 0
20060908 309 "T" -2.089 110.326 324 293.3 756 13.3 49 0
20060908 309 "T" -2.097 110.196 328.3 295.5 742 17.6 80 0
20060908 309 "T" -2.099 110.205 328.5 297.2 743 18.2 81 0
20060908 309 "T" -2.1 110.214 324.5 298.3 744 13 67 0
20060908 309 "T" -2.108 110.204 318.8 295.6 743 7.8 34 0
20060908 309 "T" -2.187 110.113 327.4 298.3 735 14.8 71 0
20060908 309 "T" -2.188 110.122 327.6 297.9 736 14.4 71 0
20060908 605 "A" -1.998 110.18 325.2 281.7 935 22.7 60 0
20060908 605 "A" -1.988 110.179 318.3 281 935 15.7 45 0
20060908 605 "A" -1.816 110.374 325.4 298.6 913 16.1 81 0
20060908 605 "A" -1.79 110.35 320.9 295.4 915 10.6 43 0
20060908 605 "A" -1.78 110.12 308.8 280.3 936 7.3 40 0
20060908 605 "A" -1.666 110.066 317.1 281.9 939 14.5 52 0
20060908 605 "A" -1.465 110.121 334.1 295.2 930 32.4 86 0
20060908 605 "A" -1.455 110.12 342.7 295.2 930 49.6 86 0
20060908 605 "A" -1.457 110.109 318.6 290.6 931 9.4 29 0
20060908 605 "A" -1.458 110.099 316.5 293.4 932 7.7 47 0
20060910 1518 "T" -1.501 110.282 304.2 289.2 442 5.1 59 0
20060910 1518 "T" -1.462 110.214 311.7 287.2 448 11.4 83 0
20060910 1518 "T" -1.464 110.204 310.8 286 449 10.5 81 0
20060910 553 "A" -2.212 110.313 324.8 295.3 1160 38.2 66 0
20060910 553 "A" -2.206 110.323 324 291.9 1159 40.6 78 0
20060910 553 "A" -1.731 110.087 314.9 298.5 1167 19.1 67 0
20060912 541 "A" -2.024 110.32 313.8 287.1 1295 43.4 53 0
20060912 541 "A" -2.028 110.29 312.6 291 1296 38.3 58 0
20060912 541 "A" -2.028 110.315 318.1 289.4 1295 65.7 63 0
20060919 547 "A" -1.646 110.312 317.5 287.3 1232 45.3 53 0
20060919 547 "A" -1.531 110.291 305 285.9 1232 12.5 25 0
20060920 629 "A" -2.222 110.208 327.8 302.2 318 25.6 81 0
20060920 630 "A" -2.022 110.319 325.2 301.2 306 23.7 78 0
20060920 630 "A" -2.024 110.307 322.1 302.2 307 18.1 57 0
20060920 630 "A" -1.719 110.205 332.7 297 310 41.1 0 0
20060920 630 "A" -1.721 110.192 323.9 299.3 311 23.6 73 0
20060920 630 "A" -1.724 110.212 316.9 297.2 309 12.2 0 0
20060920 630 "A" -1.725 110.2 339.3 300.3 310 57.7 68 0
20060922 617 "A" -1.479 110.069 321.5 300.6 611 8.8 52 0
20060924 309 "T" -1.458 110.092 319.6 306.9 713 9.2 37 0
20060924 309 "T" -1.663 110.233 323 299.5 733 15.7 72 0
20060924 605 "A" -1.952 110.18 323.5 299 932 18.6 76 0
20060924 605 "A" -1.942 110.179 343.4 300.5 932 53.4 92 0
20060924 605 "A" -1.93 110.124 326.1 302.5 937 17 33 0
20060924 605 "A" -1.784 110.069 326.7 304.2 939 19.2 45 0
20060924 605 "A" -1.785 110.059 341 305.7 940 43.5 85 0
20060924 605 "A" -1.503 110.108 331.2 303.7 930 27.1 83 0
20060924 605 "A" -1.493 110.106 322.9 303.4 930 14.5 51 0
20060924 605 "A" -1.429 110.112 321.3 303.3 928 11.8 59 0
20060924 605 "A" -1.374 110.157 323.1 302.6 923 15.4 77 0
20060924 605 "A" -1.375 110.146 339.4 302.4 924 42.6 90 0
20060925 648 "A" -1.849 110.208 333.7 296.4 64 146.4 86 0
20060925 648 "A" -1.854 110.18 328.4 297.6 65 105.4 81 0
20060925 648 "A" -1.851 110.201 340.9 296.8 64 210.1 91 0
20060925 648 "A" -1.855 110.173 316.7 297.5 65 42.9 57 0
20060925 648 "A" -1.784 110.043 324.7 299.6 69 75.6 76 0
20060925 648 "A" -1.584 110.057 310.4 292.1 67 18.9 0 0
20060926 257 "T" -1.652 110.058 325.5 299.8 395 18.4 69 0
20060926 257 "T" -1.653 110.068 321.9 301.8 396 14.4 43 0
20060926 257 "T" -1.654 110.062 328 302.5 396 21.3 49 0
20060926 1517 "T" -1.78 110.046 301 290.1 474 4.3 36 0
20060926 1815 "A" -1.778 110.057 306 289.6 731 6.8 66 0
20060927 636 "A" -1.798 110.197 313.7 295.2 205 13 45 0
20060927 636 "A" -1.784 110.048 323.8 299.2 214 26.6 50 0
20060927 636 "A" -1.678 110.058 321.6 297.1 212 25.6 14 0
20060927 636 "A" -1.465 110.096 317.4 298.3 207 16.8 44 0
20060927 636 "A" -1.427 110.107 316.1 297.4 206 13.4 32 0
20060928 1505 "T" -2.157 110.126 304.9 291.5 803 5.5 62 0
20060928 1505 "T" -2.148 110.125 301.2 290.9 803 3.1 18 0
20060928 1505 "T" -1.422 110.122 303.6 292.5 787 4.3 56 0
20060929 327 "T" -1.38 110.224 312.2 292.2 1134 13.4 55 0
20060929 328 "T" -1.954 110.138 312.1 291.5 1136 11.6 45 0
20060929 623 "A" -2.146 110.124 326.3 303.9 459 14.4 50 0
20060929 623 "A" -2.127 110.193 323.5 300.5 452 15.3 56 0
20060929 623 "A" -2.117 110.192 328.8 300.9 452 22 67 0
20060929 623 "A" -2.045 110.185 340.6 303.2 451 39.2 90 0
20060929 623 "A" -2.046 110.175 368.5 306.6 452 119.7 100 0
20060929 623 "A" -1.948 110.316 321.3 302.2 437 9.9 48 0
20060929 623 "A" -1.944 110.32 325.6 302.6 436 16.6 74 0
20060929 623 "A" -1.85 110.196 324.2 305.5 446 15.5 60 0
20060929 624 "A" -1.823 110.181 323.5 301.3 447 13.4 50 0
20060929 624 "A" -1.789 110.343 328.6 301.1 431 20.3 80 0
20060929 624 "A" -1.791 110.333 325.4 298.2 432 16.6 75 0
20060929 624 "A" -1.812 110.19 327.2 302.2 446 19 52 0
20060929 624 "A" -1.789 110.048 326.2 303.3 459 13.7 38 0
20060929 624 "A" -1.505 110.101 330.1 304 448 23.4 82 0
20060929 624 "A" -1.425 110.12 323.7 300.5 445 13.5 59 0
20060929 624 "A" -1.422 110.114 326.3 301.1 445 19.9 79 0
20060929 624 "A" -1.388 110.213 320.6 301 435 12.2 66 0
20060930 1453 "T" -2.116 110.146 306.4 293.9 1078 10.9 68 0
20060930 1453 "T" -1.841 110.144 306.5 293.9 1074 9 28 0
20060930 1453 "T" -1.791 110.338 305.6 294.4 1059 8.8 64 0
20060930 1453 "T" -1.422 110.115 303.6 293.1 1070 6.9 54 0
20060930 1453 "T" -1.418 110.121 304.1 293.3 1069 6.9 57 0
20061001 315 "T" -2.034 110.38 317.1 299.2 913 7.2 30 0
20061001 315 "T" -2.262 110.382 320.3 301.5 918 12.7 69 0
