"","p11","mid.date","tmin","tmax","tave","precip","humidity","sunshine","wind_vel","wind_dir","max_gust","max_gust_dir"
"22",22,1986-08-25 07:00:00,23.1090909090909,32.1636363636364,26.8818181818182,0,84.6363636363636,7.42727272727273,4.72727272727273,"E ",NA,NA
"23",23,1986-09-05 07:00:00,22.8272727272727,31.4090909090909,26.4,55.9,86.0909090909091,6.15454545454545,3.9,"E ",NA,NA
"24",24,1986-09-16 07:00:00,22.7272727272727,31.2272727272727,26.5090909090909,3.1,86.9090909090909,6.09090909090909,2.72727272727273,"S ",NA,NA
"25",25,1986-09-27 07:00:00,23.2727272727273,31.4,26.4545454545455,93,87.7272727272727,4.49090909090909,2,"N ",NA,NA
"26",26,1986-10-08 07:00:00,23.4727272727273,30.5363636363636,26.1818181818182,218.68,87.8181818181818,4.03636363636364,NA,"N ",NA,NA
"27",27,1986-10-19 07:00:00,23.6727272727273,31.5454545454545,26.7090909090909,71,87.8181818181818,5.26363636363636,2,"N ",NA,NA
"28",28,1986-10-30 07:00:00,23.8727272727273,30.5727272727273,26.3454545454545,144.2,90.8181818181818,4.67272727272727,1.77777777777778,"N ",NA,NA
"29",29,1986-11-10 07:00:00,23.4909090909091,29.5909090909091,25.7727272727273,162,91.0909090909091,2.94545454545455,NA,"N ",NA,NA
"30",30,1986-11-21 07:00:00,23.8363636363636,30.3272727272727,26.5363636363636,188.76,89.0909090909091,4.70909090909091,NA,"N ",NA,NA
"31",31,1986-12-02 07:00:00,23.8272727272727,30.6,26.4181818181818,205.04,89.8181818181818,4.94545454545455,NA,"N ",NA,NA
"32",32,1986-12-13 07:00:00,24.1818181818182,30.3454545454545,26.8,132.1,88.2727272727273,5.2,NA,"N ",NA,NA
"33",33,1986-12-24 07:00:00,23.7636363636364,30.0454545454545,26.3454545454545,230.5,90,5.22727272727273,1.625,"N ",NA,NA
"34",34,1987-01-04 07:00:00,23.9909090909091,30.2909090909091,26.5454545454545,170.5,88.8181818181818,4.2,NA,"N ",NA,NA
"35",35,1987-01-15 07:00:00,24.3181818181818,29.9181818181818,26.6454545454545,156.6,88.6363636363636,3.54545454545455,NA,"N ",NA,NA
"36",36,1987-01-26 07:00:00,23.8,29.7181818181818,26.2454545454545,164.5,90.2727272727273,4.17272727272727,2.11111111111111,"N ",NA,NA
"37",37,1987-02-06 07:00:00,24.2545454545455,29.6727272727273,26.6454545454545,75.1,86.9090909090909,4.76363636363636,2.5,"NW",NA,NA
"38",38,1987-02-17 07:00:00,25.2727272727273,30.9636363636364,27.7454545454545,2.4,83,7.51818181818182,3,"NW",NA,NA
"39",39,1987-02-28 07:00:00,24.4363636363636,31.0363636363636,27.3272727272727,15.1,82.9090909090909,6.26363636363636,2.6,"NW",NA,NA
"40",40,1987-03-11 07:00:00,23.8909090909091,31.0181818181818,26.5909090909091,107.5,88.5454545454545,4.6,NA,"NW",NA,NA
"41",41,1987-03-22 07:00:00,23.5272727272727,30.9818181818182,26.7363636363636,166.9,85.7272727272727,5.14545454545455,1.75,"NW",NA,NA
"42",42,1987-04-02 07:00:00,23.6909090909091,30.8181818181818,26.3636363636364,160.9,88.7272727272727,5.42727272727273,1.75,"N ",NA,NA
"43",43,1987-04-13 07:00:00,24.1272727272727,31.4272727272727,27.1,62.26,86.0909090909091,5.20909090909091,1.44444444444444,"N ",NA,NA
"44",44,1987-04-24 07:00:00,24.1727272727273,30.9818181818182,27.2,261.4,86.6363636363636,5.45454545454545,1.375,"N ",NA,NA
"45",45,1987-05-05 07:00:00,23.8545454545455,30.9727272727273,26.5818181818182,216.1,87.8181818181818,NA,NA,"N ",NA,NA
"46",46,1987-05-16 07:00:00,23.9454545454545,30.7545454545455,26.6454545454545,143.55,88.1818181818182,4.48181818181818,1.25,"N ",NA,NA
"47",47,1987-05-27 07:00:00,24.6363636363636,31.7,27.4090909090909,43.2,87.5454545454545,4.53636363636364,1.7,"N ",NA,NA
"48",48,1987-06-07 07:00:00,24.3454545454545,31.7636363636364,27.2909090909091,152.9,87.0909090909091,5.42727272727273,2.44444444444444,"N ",NA,NA
"49",49,1987-06-18 07:00:00,24.4181818181818,32.4363636363636,27.7,0,84.1818181818182,6.73636363636364,3.36363636363636,"E ",NA,NA
"50",50,1987-06-29 07:00:00,23.6727272727273,32.0090909090909,27.1181818181818,3,83.2727272727273,6.33636363636364,3,"E ",NA,NA
"51",51,1987-07-10 07:00:00,22.7636363636364,31.7727272727273,26.7181818181818,4.3,81.8181818181818,7.19090909090909,3.09090909090909,"E ",NA,NA
"52",52,1987-07-21 07:00:00,23.1363636363636,32.4181818181818,27.1272727272727,2,83.1818181818182,7.31818181818182,3.36363636363636,"E ",NA,NA
"53",53,1987-08-01 07:00:00,23.0363636363636,31.9818181818182,26.7090909090909,16.2,83.0909090909091,6.8,3.3,"E ",NA,NA
"54",54,1987-08-12 07:00:00,23.0818181818182,31.5272727272727,26.9,NA,80.0909090909091,5.22727272727273,4.18181818181818,"E ",NA,NA
"55",55,1987-08-23 07:00:00,23.2545454545455,31.4818181818182,26.5454545454545,61.6,83.8181818181818,5.74545454545455,3.2,"E ",NA,NA
"56",56,1987-09-03 07:00:00,22.7454545454545,31.9818181818182,26.8727272727273,0,82.9090909090909,6.71818181818182,3.45454545454545,"E ",NA,NA
"57",57,1987-09-14 07:00:00,23.1090909090909,32.2272727272727,26.8454545454545,0,82.5454545454545,5.41818181818182,3.90909090909091,"E ",NA,NA
"58",58,1987-09-25 07:00:00,23.4181818181818,31.4454545454545,26.3727272727273,89.2,85,4.65454545454545,2.3,"N ",NA,NA
"59",59,1987-10-06 07:00:00,23.8363636363636,31.8181818181818,26.9,116.1,86,4.91818181818182,2.3,"N ",NA,NA
"60",60,1987-10-17 07:00:00,23.6909090909091,31.4545454545455,27,NA,85.1818181818182,4.06363636363636,2.55555555555556,"N ",NA,NA
"61",61,1987-10-28 07:00:00,24.0909090909091,31.1727272727273,26.7909090909091,217.2,87.9090909090909,4.21818181818182,1.44444444444444,"N ",NA,NA
"62",62,1987-11-08 07:00:00,24.1090909090909,30.8636363636364,26.7818181818182,323.6,87.4545454545455,4.42727272727273,NA,"N ",NA,NA
"63",63,1987-11-19 07:00:00,24.0181818181818,30.9727272727273,27.0181818181818,144.5,85.2727272727273,5.34545454545455,1.7,"N ",NA,NA
"64",64,1987-11-30 07:00:00,24.3272727272727,31.3363636363636,27.1090909090909,103.29,88,5.64545454545455,1.77777777777778,"N ",NA,NA
"65",65,1987-12-11 07:00:00,24.1272727272727,29.5090909090909,26.1454545454545,NA,90.1818181818182,3.31818181818182,2,"N ",NA,NA
"66",66,1987-12-22 07:00:00,24.2727272727273,29.8909090909091,26.7909090909091,118,87.5454545454545,4.71818181818182,2.77777777777778,"N ",NA,NA
"67",67,1988-01-02 07:00:00,24.4818181818182,30.7,26.8909090909091,221.1,87.6363636363636,5,1.375,"N ",NA,NA
"68",68,1988-01-13 07:00:00,24.4545454545455,30.7818181818182,27.0454545454545,114.7,86.7272727272727,5.12727272727273,NA,"N ",NA,NA
"69",69,1988-01-24 07:00:00,24.0818181818182,30,26.5181818181818,148.5,89.1818181818182,3.8,NA,"N ",NA,NA
