Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir,precip_CP
Stasiun Meteorologi Rahadi Oesman,96615,20/10/1997,22.8,31.4,26.7,86,0,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/10/1997,23.8,30.4,26.8,86,0,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/10/1997,23.2,30.4,26.3,86,0,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/10/1997,23.6,30.8,26.4,87,3.1,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/10/1997,23.6,30,26.2,85,0,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/10/1997,23.6,30.2,26.6,86,0,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/10/1997,23,30,25,92,5.8,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/10/1997,23.2,33.2,27.2,86,0,3.5,3,S ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/10/1997,24,33,28.1,81,0.8,1,3,9999,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/10/1997,24.2,31.2,27.1,85,0,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/10/1997,23.6,31,26.7,87,0,5.2,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,31/10/1997,23.4,30.4,26.3,87,0,1.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/11/1997,22,30.8,26.7,84,0,8,3,S ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/11/1997,23,32.8,27.1,84,0,2.6,2,SE,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/11/1997,22.8,31.8,26.4,90,0,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/11/1997,23.2,30.8,27.2,88,8888,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/11/1997,25,28.8,26.3,88,8888,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/11/1997,23,32.4,26.6,84,0,3.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/11/1997,23,32.8,27.5,85,0,1.7,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/11/1997,24.4,30.4,27,89,61.8,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/11/1997,23.6,29,26.3,88,4.7,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/11/1997,23.8,32.8,27.4,83,0,4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/11/1997,24,32.6,27.2,88,2.9,2.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/11/1997,24.8,29.6,26.6,90,0.7,1,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/11/1997,23,32,26,90,22.8,4.4,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/11/1997,23,30.2,26.3,88,0.9,0.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/11/1997,24,31.4,27.5,85,0.4,6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/11/1997,24.4,31.2,27,88,4.6,3.9,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/11/1997,24.2,29.8,26.8,88,3.2,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/11/1997,22.8,30.6,26,88,0.8,2.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/11/1997,23.4,30.4,27.5,87,2.4,3.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/11/1997,24.2,29.8,25,95,5.9,2.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/11/1997,24,29.8,26.9,88,0,1.1,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/11/1997,24,29.4,26.5,88,0,2.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/11/1997,24.6,30.8,27.4,80,0,3.4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/11/1997,23.8,32.4,27.7,82,0,6.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/11/1997,23.8,31.4,26.5,90,70.8,5,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/11/1997,21.6,30.2,25.7,85,1.4,2.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/11/1997,22.4,31.4,26.3,86,1.6,3.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/11/1997,23,30.6,27.1,79,0,4.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/11/1997,22.8,32.4,27.3,80,0.8,7.9,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/11/1997,23,31.8,26.5,86,0,5,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/12/1997,23.4,31.4,27.2,85,36.5,4.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/12/1997,24.4,30.4,25.4,96,33.6,2.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/12/1997,23.4,31,26.5,88,4,4.9,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/12/1997,23,30.4,27,92,13.8,2.8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/12/1997,24.4,31.6,27.4,90,0,5.2,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/12/1997,24.8,30.2,26.4,95,25,0.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/12/1997,25.2,31.2,27.9,88,9.9,6.2,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/12/1997,23.2,31,26.7,88,24.1,0.1,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/12/1997,23.4,30.8,26.5,89,34.3,5.9,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/12/1997,23.8,31,27.2,84,0.6,2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/12/1997,23.8,31.8,27.3,88,82.4,6.1,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/12/1997,23.4,29.8,26.3,86,0.5,3.7,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/12/1997,23.6,32.4,27.8,87,0,7.7,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/12/1997,24.2,32.2,27.6,86,49.2,7.1,2,W ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/12/1997,23.6,29.6,26.6,90,0,0.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/12/1997,24.6,31.8,28,88,0,5.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/12/1997,23.8,30.4,26.9,88,0,3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/12/1997,24.2,31.2,27.4,88,24.4,6.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/12/1997,24.8,29.6,26.3,94,41.1,0.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/12/1997,24,31.4,26.2,92,4,3.4,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/12/1997,24,28.8,26.1,93,13.6,0.7,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/12/1997,24,31.2,26.8,87,68.6,5.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/12/1997,24,30.4,27.2,89,62,7.4,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/12/1997,23,30.4,26.3,86,2.3,3.4,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/12/1997,23.6,31.4,27.5,87,16.8,6.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/12/1997,23,30,26.2,91,5.7,2.7,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/12/1997,23.6,31.6,27.4,85,47.1,7.9,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/12/1997,24.2,32,28.3,83,30.4,8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/12/1997,23.6,30.4,26.3,89,0,1.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/12/1997,24.2,31,27.4,86,8888,7.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,31/12/1997,24.8,31.4,27.6,87,0,4,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/1/1998,24.8,31.4,27.7,87,2.6,4.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/1/1998,24,31,27.1,88,3.9,4.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/1/1998,24.4,31.6,27.4,87,37.2,7.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/1/1998,23.8,30.4,26.4,89,4.9,2.9,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/1/1998,23.8,31.8,26.8,88,40.7,4.9,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/1/1998,23.6,31.6,26.9,87,2.2,7.2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/1/1998,24,31.6,27.3,86,8888,6.6,2,E ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/1/1998,24.4,31.8,27.4,90,31,5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/1/1998,24.6,30.2,26.4,94,28.6,2.4,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/1/1998,24.8,29.8,26.5,92,20,1,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/1/1998,24.8,30,26.4,92,8.7,1.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/1/1998,24.4,32,27.9,90,17.4,8,3,NW,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/01/1998,25,31.4,27.7,89,3.8,4.7,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/01/1998,24.8,31.4,27.9,89,22.4,7,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/01/1998,25,32,27.3,87,8.8,3.7,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/01/1998,25.2,31.2,27.9,94,6.3,3,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/01/1998,25,32.4,28.2,86,7.8,8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/01/1998,23,30.8,25,87,32,1.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/01/1998,23.8,32,28.3,88,0,7.5,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/01/1998,25,33,28.3,81,0,6.5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/01/1998,25,33,28.6,85,1.8,8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/01/1998,24.6,29,26.5,90,7.3,0.9,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/01/1998,25,30.8,27.4,90,8.8,2.7,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/01/1998,25,32.6,28.4,85,5.2,7.8,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/01/1998,24.2,32.4,27.9,86,91,6.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/01/1998,23.8,31.8,27.2,87,23.1,3,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/01/1998,24.2,32,27.7,89,16,6.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/01/1998,25,31.6,27.5,90,23.3,4.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/01/1998,25,30.2,27.5,87,4.8,2.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/01/1998,24.6,32.4,27.9,87,1.3,6.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,31/01/1998,25,30.8,27.5,88,8.1,5.2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/2/1998,24.4,31,27.4,88,21,5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/2/1998,24.4,31.2,27.6,90,66.5,5.7,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/2/1998,24.2,31.6,27.8,90,45.5,7.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/2/1998,25,28.8,26.7,92,4.6,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/2/1998,25.6,29,27.3,91,8888,0.2,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/2/1998,24.8,31.8,27.6,88,21.6,7.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/2/1998,24.6,31.8,28,89,9.2,7.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/2/1998,24.6,31.4,26.9,90,18.9,4.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/2/1998,24.6,32,27.4,87,8888,7.5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/2/1998,24.6,32.4,28.2,86,17.4,5.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/2/1998,24.6,31.2,27.7,88,41,6.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/2/1998,25,32.4,28.3,90,46.2,8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/02/1998,24.2,31.2,27.1,90,36.6,3.3,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/02/1998,24.2,31.2,27.6,90,5.7,1.4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/02/1998,24.6,29.6,27,92,32,0.3,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/02/1998,25.4,30,27.2,91,7.2,0.1,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/02/1998,25.4,32.2,28.1,86,28.6,7.9,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/02/1998,24.4,31.4,27.6,85,0,4,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/02/1998,25,31.8,27.7,90,0.2,1.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/02/1998,25.8,30,27.1,89,90.7,0.4,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/02/1998,23.8,30.6,26.8,88,0,3.7,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/02/1998,23.8,32.6,28.2,80,0,7.4,3,W ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/02/1998,24,33.2,28.6,84,5.6,6.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/02/1998,24.6,31.6,27.6,84,0,4.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/02/1998,24.8,32,28.3,88,2.1,4.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/02/1998,25.6,32.2,28.6,84,3,7.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/02/1998,20,32.2,28.4,83,14.9,7.8,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/02/1998,24.2,32.6,27.7,84,0,4.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/3/1998,24.4,31.8,27.8,85,1.6,4.5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/3/1998,25,31.4,27.2,91,16.4,4.4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/3/1998,24.6,30.4,27.3,89,39.6,3.4,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/3/1998,24.4,29,26.1,93,48.6,0.2,4,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/3/1998,24.6,30,26.4,94,8.7,2.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/3/1998,24.8,31,27.6,89,5.6,2.5,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/3/1998,25,30.2,27.4,89,83.6,0.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/3/1998,24.6,31.2,27.5,87,49.1,4.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/3/1998,24.4,31.8,27.4,88,0,5.6,1,NW,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/3/1998,24.8,32.6,28.1,86,0,4.6,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/3/1998,25.4,32.4,28.1,88,0.2,3.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/3/1998,25,32.8,28.9,82,40.2,8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/03/1998,23.8,32.8,27.9,84,17.6,6.9,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/03/1998,24.2,32,28,85,1.3,5.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/03/1998,24.2,32.2,27.7,86,93.9,4.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/03/1998,24.2,30.6,26.7,91,44.4,2.2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/03/1998,25,31.4,28.6,88,0,5.5,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/03/1998,24.8,32.8,28.5,86,20.9,7.5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/03/1998,24.6,30.6,27.2,92,0.2,1.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/03/1998,24.4,32,27,88,0,3.5,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/03/1998,24,34,28.5,82,0,8,2,E ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/03/1998,24.4,32,28.5,88,40.8,4.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/03/1998,25.4,31.6,27.3,92,11.4,3.5,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/03/1998,25.2,30.6,27.6,89,0,0.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/03/1998,25.4,30.8,27.8,90,12.4,2.9,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/03/1998,25.1,31,27.4,90,12.3,2.3,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/03/1998,25,32.2,28.2,86,2.3,7.9,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/03/1998,25.2,30.4,27.3,91,8888,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/03/1998,25.2,30.8,28.1,90,0,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/03/1998,25.6,32,27.9,92,10.4,3.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,31/03/1998,24.4,31.2,27.7,90,91,3.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/4/1998,24.2,31.6,27.5,89,1.2,6.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/4/1998,24.6,29.8,27.2,91,1.9,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/4/1998,24,31.4,27.4,86,0,7.1,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/4/1998,24.2,32.2,27.4,89,9.9,5.4,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/4/1998,25.2,30.4,27.6,89,71.8,0,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/4/1998,25,30.8,27.6,88,0.6,4.4,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/4/1998,25.4,30.8,27.8,87,25.7,2.4,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/4/1998,24.4,32.4,27.8,86,25.9,8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/4/1998,25.4,31.6,28.3,88,0.2,0.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/4/1998,26,33,28.7,86,6.8,4.6,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/4/1998,26,32,28.1,91,2,1.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/4/1998,25.4,31.2,28,87,8888,6.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/04/1998,25.4,31.4,27.7,89,0.4,3.7,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/04/1998,25.4,32.6,27.5,90,7.2,4.7,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/04/1998,25,30.2,25.8,98,83.5,0.1,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/04/1998,24.4,30.2,27.2,90,2.8,4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/04/1998,24.6,33.2,28.4,82,0,8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/04/1998,25,31.8,28.5,86,7.2,5.3,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/04/1998,25.2,32.2,28.4,86,0.9,5.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/04/1998,24.6,30.8,27.8,88,10.6,3.8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/04/1998,25,32,27,90,3.6,4.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/04/1998,25.4,32.2,28.2,89,7.8,4.3,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/04/1998,25,31.8,28.3,86,0.8,2.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/04/1998,25.4,31.2,27.1,92,17.4,4.2,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/04/1998,25,33.8,28.9,83,33.8,7.4,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/04/1998,25,33.8,28.6,82,0,7.7,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/04/1998,25,33.4,28.7,84,4,6.8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/04/1998,25.4,29.8,27.6,90,15.2,0.6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,29/04/1998,24.6,28,25.9,92,28.4,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,30/04/1998,25,33.4,28.1,89,66.7,6.3,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,1/5/1998,25,28,25.7,92,20.1,0,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,2/5/1998,24.2,33.4,29.7,82,0.8,7.8,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,3/5/1998,25,33.4,28.9,80,60.4,5.9,2,E ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,4/5/1998,23.8,32,27.2,92,20.3,5,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,5/5/1998,24.4,32.6,26.6,92,10.4,7.7,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,6/5/1998,24.6,32.2,28,87,7.9,4.5,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,7/5/1998,25.2,32,27.5,94,44.3,4.2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,8/5/1998,25.6,31,28,91,25.2,3.3,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,9/5/1998,25.4,31.6,28.3,88,0,1.6,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,10/5/1998,25.8,33.2,28.6,87,10.6,6.7,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,11/5/1998,26,31,27.8,92,12.2,1.8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,12/5/1998,24.6,29.8,26.5,93,0.8,0,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,13/05/1998,24.6,32.4,27.9,89,5.8,4.8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,14/05/1998,25.2,30.4,26.7,93,28,1,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,15/05/1998,25,28,26.3,90,0,0.2,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,16/05/1998,24.6,32.4,27.8,86,0,7.2,3,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,17/05/1998,24.6,33.4,28.5,81,0,8,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,18/05/1998,25,31.4,26.5,94,12.2,1,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,19/05/1998,24.8,31.2,27.5,88,0,4.9,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,20/05/1998,24.6,33,28.6,86,0,2.6,2,SE,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,21/05/1998,26,32.8,28.3,88,1.4,4.8,9999,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,22/05/1998,24.4,33.4,28.2,86,0,6,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,23/05/1998,25,33,29,85,0,8,2,S ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,24/05/1998,25.6,33,29.1,85,0,8,3,S ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,25/05/1998,26,33,29.4,82,0,7.3,1,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,26/05/1998,25.6,31.4,27.3,90,0,1.6,2,N ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,27/05/1998,24.4,33.6,28.1,86,0,8,2,S ,9999,9999,
Stasiun Meteorologi Rahadi Oesman,96615,28/05/1998,24.6,33.8,28.4,85,28.2,5.5,3,N ,9999,9999,
