Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir,precip_CP
Stasiun Meteorologi Rahadi Oesman,96615,17/09/1992,22.8,31.6,26.6,86,0,7.7,2,N ,9999,9999,26
Stasiun Meteorologi Rahadi Oesman,96615,18/09/1992,22,31.2,26,86,0,8,3,S ,9999,9999,22.8
Stasiun Meteorologi Rahadi Oesman,96615,19/09/1992,22.8,31.2,26.6,85,0,7.8,2,S ,9999,9999,6.3
Stasiun Meteorologi Rahadi Oesman,96615,20/09/1992,23,32,27.2,85,0,6,2,S ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,21/09/1992,24,32,26.2,88,1.3,5.4,2,N ,9999,9999,10.2
Stasiun Meteorologi Rahadi Oesman,96615,22/09/1992,22.4,32.3,26.3,88,20.8,5,2,N ,9999,9999,39.8
Stasiun Meteorologi Rahadi Oesman,96615,23/09/1992,23.2,30.8,26.4,89,23.6,1.3,1,N ,9999,9999,4.9
Stasiun Meteorologi Rahadi Oesman,96615,24/09/1992,23.6,31.2,26.7,89,47.2,5.8,9999,N ,9999,9999,2.4
Stasiun Meteorologi Rahadi Oesman,96615,25/09/1992,23.2,29,26,90,12.7,2.3,1,N ,9999,9999,26.6
Stasiun Meteorologi Rahadi Oesman,96615,26/09/1992,23.4,31.8,25.9,90,93.9,5.5,2,N ,9999,9999,53
Stasiun Meteorologi Rahadi Oesman,96615,27/09/1992,23.6,30.8,26.3,84,0,8,1,N ,9999,9999,16.4
Stasiun Meteorologi Rahadi Oesman,96615,28/09/1992,22,31.4,26.8,81,0,8,2,SE,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,29/09/1992,23.4,30.4,27,85,4.6,3.4,1,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,30/09/1992,24.2,28.3,26.5,92,4.5,1.4,9999,N ,9999,9999,17.5
Stasiun Meteorologi Rahadi Oesman,96615,1/10/1992,23.2,30.4,26.2,89,6.4,2.7,9999,N ,9999,9999,27
Stasiun Meteorologi Rahadi Oesman,96615,2/10/1992,22.4,30.8,26.2,86,4.5,6.3,9999,N ,9999,9999,12.8
Stasiun Meteorologi Rahadi Oesman,96615,3/10/1992,23.2,30.2,25.9,88,0.5,1.9,9999,N ,9999,9999,5.4
Stasiun Meteorologi Rahadi Oesman,96615,4/10/1992,23.4,31,26.8,85,11.4,7.9,1,N ,9999,9999,0.2
Stasiun Meteorologi Rahadi Oesman,96615,5/10/1992,24,31.4,27.3,86,0,7,2,S ,9999,9999,11.5
Stasiun Meteorologi Rahadi Oesman,96615,6/10/1992,23.6,31,25.2,93,17.6,4.4,1,N ,9999,9999,47
Stasiun Meteorologi Rahadi Oesman,96615,7/10/1992,23.8,30,26.2,89,1,2,1,N ,9999,9999,9.7
Stasiun Meteorologi Rahadi Oesman,96615,8/10/1992,23.2,30.8,26.3,89,2.6,4.9,9999,N ,9999,9999,5.1
Stasiun Meteorologi Rahadi Oesman,96615,9/10/1992,23.8,31.6,27.2,89,11.8,5.8,9999,N ,9999,9999,1.4
Stasiun Meteorologi Rahadi Oesman,96615,10/10/1992,23,31,26.4,87,86.5,4.8,1,N ,9999,9999,24.2
Stasiun Meteorologi Rahadi Oesman,96615,11/10/1992,23,31,26.7,86,2.4,6.6,1,N ,9999,9999,8.4
Stasiun Meteorologi Rahadi Oesman,96615,12/10/1992,23.6,30.4,26.7,90,8.6,6.4,1,N ,9999,9999,51.8
Stasiun Meteorologi Rahadi Oesman,96615,13/10/1992,23.6,31.4,26.7,90,21,7,1,N ,9999,9999,2.6
Stasiun Meteorologi Rahadi Oesman,96615,14/10/1992,23.2,32,27.6,85,0,7.9,2,SE,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,15/10/1992,23.8,31.8,27.3,86,1.3,5.5,2,N ,9999,9999,13
Stasiun Meteorologi Rahadi Oesman,96615,16/10/1992,23.4,31.5,27,84,2.2,6.5,1,N ,9999,9999,41.7
Stasiun Meteorologi Rahadi Oesman,96615,17/10/1992,24,32.2,27.7,84,23.9,7.4,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,18/10/1992,23,31.4,26.8,84,0.2,2.9,9999,N ,9999,9999,12.7
Stasiun Meteorologi Rahadi Oesman,96615,19/10/1992,23.4,31.8,27.8,82,2,7.8,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,20/10/1992,23.8,31.7,27.6,86,6.8,8,1,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,21/10/1992,23.6,31.8,27.7,82,0.3,8,1,N ,9999,9999,0.9
Stasiun Meteorologi Rahadi Oesman,96615,22/10/1992,23,31.8,27.7,80,42,8,9999,N ,9999,9999,3.3
Stasiun Meteorologi Rahadi Oesman,96615,23/10/1992,22.4,32,28.1,84,0,8,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,24/10/1992,24,32.1,27.9,84,0,6.4,1,N ,9999,9999,16.3
Stasiun Meteorologi Rahadi Oesman,96615,25/10/1992,23.8,31.2,27.2,85,14.8,5.6,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,26/10/1992,23,32,27,85,0,7.1,9999,N ,9999,9999,54.2
Stasiun Meteorologi Rahadi Oesman,96615,27/10/1992,23.2,29.6,26.5,87,2.2,4.5,1,N ,9999,9999,0.3
Stasiun Meteorologi Rahadi Oesman,96615,28/10/1992,23,31.4,26,89,89.2,5.8,9999,N ,9999,9999,53.8
Stasiun Meteorologi Rahadi Oesman,96615,29/10/1992,22.8,30.4,26.5,85,12.1,6,9999,N ,9999,9999,57
Stasiun Meteorologi Rahadi Oesman,96615,30/10/1992,23.2,30.8,26.8,85,2.7,8,1,N ,9999,9999,14.9
Stasiun Meteorologi Rahadi Oesman,96615,31/10/1992,22,31.2,26.7,84,0.5,6.6,1,N ,9999,9999,18.5
Stasiun Meteorologi Rahadi Oesman,96615,1/11/1992,23.2,31.8,26.7,86,31.9,7,1,N ,9999,9999,35.7
Stasiun Meteorologi Rahadi Oesman,96615,2/11/1992,23.2,29,25.6,89,1.8,0.6,9999,N ,9999,9999,1.4
Stasiun Meteorologi Rahadi Oesman,96615,3/11/1992,23.6,29.8,25.8,90,25.7,3.4,9999,N ,9999,9999,2.9
Stasiun Meteorologi Rahadi Oesman,96615,4/11/1992,23.4,30,26.4,88,3.4,5,9999,N ,9999,9999,34.3
Stasiun Meteorologi Rahadi Oesman,96615,5/11/1992,23.8,31.6,26.9,87,45.9,5.8,1,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,6/11/1992,24,29,25.9,92,6.2,1.4,9999,N ,9999,9999,23.5
Stasiun Meteorologi Rahadi Oesman,96615,7/11/1992,23.4,31.2,25.6,92,111.4,4.1,9999,N ,9999,9999,2.7
Stasiun Meteorologi Rahadi Oesman,96615,8/11/1992,23.2,31.2,26.2,90,21,4.9,1,N ,9999,9999,58
Stasiun Meteorologi Rahadi Oesman,96615,9/11/1992,23.2,30.6,26.2,89,41.2,5.4,1,N ,9999,9999,61.4
Stasiun Meteorologi Rahadi Oesman,96615,10/11/1992,23.2,30.6,26.2,91,0,0.3,9999,N ,9999,9999,17.5
Stasiun Meteorologi Rahadi Oesman,96615,11/11/1992,23,30.8,26.4,88,1,6.1,2,S ,9999,9999,10.6
Stasiun Meteorologi Rahadi Oesman,96615,12/11/1992,23,29.2,25.5,92,142,3.3,1,N ,9999,9999,27.8
Stasiun Meteorologi Rahadi Oesman,96615,13/11/1992,23.4,30.4,26.6,90,5.2,7,1,N ,9999,9999,24.8
Stasiun Meteorologi Rahadi Oesman,96615,14/11/1992,24.2,30.8,27.1,86,0,7.2,1,N ,9999,9999,17.2
Stasiun Meteorologi Rahadi Oesman,96615,15/11/1992,24.4,29,25.1,91,31.4,0.7,9999,N ,9999,9999,0.2
Stasiun Meteorologi Rahadi Oesman,96615,16/11/1992,22.6,29.8,26.1,92,36.2,3.4,9999,N ,9999,9999,0.4
Stasiun Meteorologi Rahadi Oesman,96615,17/11/1992,23.4,30.4,26.3,90,15.8,4.5,9999,N ,9999,9999,30
Stasiun Meteorologi Rahadi Oesman,96615,18/11/1992,23.8,30.6,25.7,92,6.1,4.6,1,N ,9999,9999,67.5
Stasiun Meteorologi Rahadi Oesman,96615,19/11/1992,23,30.8,26.4,89,52,6.4,1,N ,9999,9999,54.3
Stasiun Meteorologi Rahadi Oesman,96615,20/11/1992,23,29.4,26.2,90,0,5,1,N ,9999,9999,0.9
Stasiun Meteorologi Rahadi Oesman,96615,21/11/1992,23.4,30.6,27.2,86,28.2,7.4,1,N ,9999,9999,0.8
Stasiun Meteorologi Rahadi Oesman,96615,22/11/1992,23.6,31.2,25.5,85,1.7,7.8,2,N ,9999,9999,9.8
Stasiun Meteorologi Rahadi Oesman,96615,23/11/1992,23.8,30.6,26.5,89,1.1,4.1,9999,N ,9999,9999,18.5
Stasiun Meteorologi Rahadi Oesman,96615,24/11/1992,23.6,30,26.7,88,10.6,3.3,1,N ,9999,9999,24.7
Stasiun Meteorologi Rahadi Oesman,96615,25/11/1992,24.2,30,26.7,88,3,3.8,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,26/11/1992,23.8,30.2,27,88,6.6,7.5,2,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,27/11/1992,23.6,28.4,25.6,90,5.8,0.8,9999,N ,9999,9999,3.9
Stasiun Meteorologi Rahadi Oesman,96615,28/11/1992,23.6,30,25.9,88,0,6.3,9999,N ,9999,9999,0.8
Stasiun Meteorologi Rahadi Oesman,96615,29/11/1992,23.4,30.6,26.6,88,6.5,6.1,9999,N ,9999,9999,7
Stasiun Meteorologi Rahadi Oesman,96615,30/11/1992,24.2,29.8,26.6,87,4.4,5.5,9999,N ,9999,9999,14.4
Stasiun Meteorologi Rahadi Oesman,96615,1/12/1992,24.2,28.4,26.7,88,43,1.3,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,2/12/1992,23.2,30,26.3,86,0,3.7,9999,N ,9999,9999,15
Stasiun Meteorologi Rahadi Oesman,96615,3/12/1992,23.6,30.7,26.5,90,16.9,4.2,9999,N ,9999,9999,18.1
Stasiun Meteorologi Rahadi Oesman,96615,4/12/1992,23.8,29.4,26.2,88,1.6,5.4,9999,N ,9999,9999,5
Stasiun Meteorologi Rahadi Oesman,96615,5/12/1992,24,27.8,25.7,92,59.8,0.6,9999,N ,9999,9999,87.2
Stasiun Meteorologi Rahadi Oesman,96615,6/12/1992,22.6,26.6,24.8,94,38.7,0,9999,N ,9999,9999,88.4
Stasiun Meteorologi Rahadi Oesman,96615,7/12/1992,23.2,29.8,25.3,91,9.6,2.4,1,N ,9999,9999,57.4
Stasiun Meteorologi Rahadi Oesman,96615,8/12/1992,22.8,30.8,26.7,86,0,7.4,9999,N ,9999,9999,1
Stasiun Meteorologi Rahadi Oesman,96615,9/12/1992,24,31.8,27.4,85,0,5.5,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,10/12/1992,24,31.6,27.4,86,11.2,7,1,N ,9999,9999,18.1
Stasiun Meteorologi Rahadi Oesman,96615,11/12/1992,23,31.8,26.9,85,0.5,6.5,9999,N ,9999,9999,20.6
Stasiun Meteorologi Rahadi Oesman,96615,12/12/1992,23.6,30.6,27,85,15.2,3.4,1,N ,9999,9999,41.2
Stasiun Meteorologi Rahadi Oesman,96615,13/12/1992,23.4,30,24.6,94,30.1,3.8,1,N ,9999,9999,10.2
Stasiun Meteorologi Rahadi Oesman,96615,14/12/1992,23,30.4,26.3,88,31,6.4,1,N ,9999,9999,6.4
Stasiun Meteorologi Rahadi Oesman,96615,15/12/1992,23.4,29.2,25.9,90,0.5,1.9,1,N ,9999,9999,10.2
Stasiun Meteorologi Rahadi Oesman,96615,16/12/1992,23.4,29.4,26,88,11.6,2.1,9999,N ,9999,9999,41.2
Stasiun Meteorologi Rahadi Oesman,96615,17/12/1992,23.6,29.8,26.5,88,16.1,7.6,9999,N ,9999,9999,44
Stasiun Meteorologi Rahadi Oesman,96615,18/12/1992,23,30.2,26.3,89,0.2,3.6,9999,N ,9999,9999,9.1
Stasiun Meteorologi Rahadi Oesman,96615,19/12/1992,23.4,31.2,27.1,87,0,8,1,N ,9999,9999,2
Stasiun Meteorologi Rahadi Oesman,96615,20/12/1992,24.2,31.6,27.5,83,134.8,5.1,1,N ,9999,9999,16.2
Stasiun Meteorologi Rahadi Oesman,96615,21/12/1992,23,29.8,25,94,8.1,3.9,9999,N ,9999,9999,1.2
Stasiun Meteorologi Rahadi Oesman,96615,22/12/1992,23.6,31.2,26.8,87,7.5,5,9999,N ,9999,9999,5
Stasiun Meteorologi Rahadi Oesman,96615,23/12/1992,23.8,31,27.1,87,37.2,7.8,9999,N ,9999,9999,10.8
Stasiun Meteorologi Rahadi Oesman,96615,24/12/1992,23.4,28.4,24.6,94,2.2,2.6,1,N ,9999,9999,2.6
Stasiun Meteorologi Rahadi Oesman,96615,25/12/1992,22.6,31.8,26.5,84,0,8,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,26/12/1992,22.8,31.6,26.9,87,0,6.4,1,N ,9999,9999,45.6
Stasiun Meteorologi Rahadi Oesman,96615,27/12/1992,23.4,30.6,28.4,88,5.6,1.6,9999,N ,9999,9999,24.2
Stasiun Meteorologi Rahadi Oesman,96615,28/12/1992,24.2,29,25.1,96,21.3,1.1,9999,N ,9999,9999,8
Stasiun Meteorologi Rahadi Oesman,96615,29/12/1992,22.8,30.4,26.2,87,10,5.2,1,N ,9999,9999,0.6
Stasiun Meteorologi Rahadi Oesman,96615,30/12/1992,22.8,30.6,26.7,86,10.2,5.7,1,N ,9999,9999,121.4
Stasiun Meteorologi Rahadi Oesman,96615,31/12/1992,23.4,30.6,26.5,86,8888,2.2,1,N ,9999,9999,3.8
Stasiun Meteorologi Rahadi Oesman,96615,1/1/1993,23.2,32,27,84,0,8,1,N ,3,340,29.1
Stasiun Meteorologi Rahadi Oesman,96615,2/1/1993,23.4,30.4,26.2,88,7.7,5.3,9999,N ,3,160,5.8
Stasiun Meteorologi Rahadi Oesman,96615,3/1/1993,23,29.6,25.4,93,7.2,1.7,9999,N ,2,90,4.6
Stasiun Meteorologi Rahadi Oesman,96615,4/1/1993,22.8,28.8,25.6,90,22.1,2.2,1,N ,3,330,7.8
Stasiun Meteorologi Rahadi Oesman,96615,5/1/1993,23,31.4,27.3,85,0,8,1,N ,4,340,6.6
Stasiun Meteorologi Rahadi Oesman,96615,6/1/1993,23.8,31.8,27.3,84,12,7.6,9999,N ,3,310,25
Stasiun Meteorologi Rahadi Oesman,96615,7/1/1993,23,31.6,27.2,84,25.5,7,9999,N ,3,310,9.2
Stasiun Meteorologi Rahadi Oesman,96615,8/1/1993,23.8,30.4,26.8,87,7.8,4.1,9999,N ,3,170,100.6
Stasiun Meteorologi Rahadi Oesman,96615,9/1/1993,23,31.2,27.3,84,12.4,7.1,1,N ,4,300,25.6
Stasiun Meteorologi Rahadi Oesman,96615,10/1/1993,23.6,31.4,27.1,85,0,7.7,9999,N ,3,330,0.4
Stasiun Meteorologi Rahadi Oesman,96615,11/1/1993,24,30.6,26.8,88,7.3,5.3,1,N ,4,160,22.4
Stasiun Meteorologi Rahadi Oesman,96615,12/1/1993,23.2,30.8,26.6,88,3.4,5.3,1,N ,4,210,21.3
Stasiun Meteorologi Rahadi Oesman,96615,13/01/1993,23.4,30.8,26.4,89,33.8,6.2,9999,N ,3,290,149.2
Stasiun Meteorologi Rahadi Oesman,96615,14/01/1993,24.4,28,25.3,92,39.5,0,9999,N ,3,240,5.8
Stasiun Meteorologi Rahadi Oesman,96615,15/01/1993,24,30.6,27.1,86,2,4.5,9999,N ,3,330,6.8
Stasiun Meteorologi Rahadi Oesman,96615,16/01/1993,24.8,29.2,25.5,94,39.6,0.8,9999,N ,3,330,38
Stasiun Meteorologi Rahadi Oesman,96615,17/01/1993,24,30.4,26.8,86,12.8,7.4,1,N ,3,360,1.6
Stasiun Meteorologi Rahadi Oesman,96615,18/01/1993,24.2,31.4,27.1,84,18.6,5.5,9999,N ,3,320,54
Stasiun Meteorologi Rahadi Oesman,96615,19/01/1993,23.8,29.4,26.3,88,4.4,3.2,1,N ,3,270,1
Stasiun Meteorologi Rahadi Oesman,96615,20/01/1993,24.2,29.2,26.9,90,0.4,2.2,9999,N ,1,330,0
Stasiun Meteorologi Rahadi Oesman,96615,21/01/1993,24.2,30.4,27.3,85,135.7,4.5,9999,N ,3,320,30.6
Stasiun Meteorologi Rahadi Oesman,96615,22/01/1993,23,29,24.8,91,98.8,2.8,5,NW,13,310,111.5
Stasiun Meteorologi Rahadi Oesman,96615,23/01/1993,23,28,25.7,89,1.1,0.1,4,NW,12,310,11
Stasiun Meteorologi Rahadi Oesman,96615,24/01/1993,22.2,29.8,26.6,87,0,4.4,3,NW,7,330,0.2
Stasiun Meteorologi Rahadi Oesman,96615,25/01/1993,25,30,27,83,0,6.9,2,NW,5,340,0
Stasiun Meteorologi Rahadi Oesman,96615,26/01/1993,24.8,30,26.9,80,0,6.5,2,NW,4,330,0
Stasiun Meteorologi Rahadi Oesman,96615,27/01/1993,25,29.8,27.8,73,0,7.2,3,NW,7,350,0
Stasiun Meteorologi Rahadi Oesman,96615,28/01/1993,24.8,30.8,27.4,79,0,8,4,N ,8,340,0
Stasiun Meteorologi Rahadi Oesman,96615,29/01/1993,25,30.8,27.6,71,0,8,5,N ,8,340,0
Stasiun Meteorologi Rahadi Oesman,96615,30/01/1993,24.8,30.2,27.2,66,0,8,6,NW,13,340,0
Stasiun Meteorologi Rahadi Oesman,96615,31/01/1993,24.8,29.2,26.8,79,0,3.9,3,N ,6,340,0
Stasiun Meteorologi Rahadi Oesman,96615,1/2/1993,24.8,30.2,27.2,81,0,8,3,NW,6,330,0
Stasiun Meteorologi Rahadi Oesman,96615,2/2/1993,25.6,31.4,27.8,82,1.6,8,3,NW,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,3/2/1993,25,31.2,27.7,84,36.9,7,2,NW,9999,9999,39.5
Stasiun Meteorologi Rahadi Oesman,96615,4/2/1993,24.6,30,26.1,91,0.1,2.7,2,N ,9999,9999,1.9
Stasiun Meteorologi Rahadi Oesman,96615,5/2/1993,23.6,30.6,27.3,86,56.3,5.3,2,NW,9999,9999,22.5
Stasiun Meteorologi Rahadi Oesman,96615,6/2/1993,23.8,30.4,25.8,86,0,7.9,3,NW,9999,9999,1
Stasiun Meteorologi Rahadi Oesman,96615,7/2/1993,25.4,31.2,27.8,84,4.8,6.9,2,NW,9999,9999,5
Stasiun Meteorologi Rahadi Oesman,96615,8/2/1993,25.1,31.2,27.8,84,0,4.8,9999,N ,9999,9999,18
Stasiun Meteorologi Rahadi Oesman,96615,9/2/1993,24.2,30,26.7,88,0,7.5,2,S ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,10/2/1993,23.2,30.2,26.9,86,0,8,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,11/2/1993,23.6,30.8,26.7,84,0,6.4,2,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,12/2/1993,23.6,31.2,27.8,80,0,6.3,2,N ,9999,9999,31.6
Stasiun Meteorologi Rahadi Oesman,96615,13/02/1993,23.8,31.6,27.1,82,0,3,2,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,14/02/1993,24.6,31.2,27.9,79,0,8,2,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,15/02/1993,23.6,31,26.9,85,0,6.9,2,NW,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,16/02/1993,23.6,30.6,28,77,0,7.8,2,NW,9999,9999,11.2
Stasiun Meteorologi Rahadi Oesman,96615,17/02/1993,23.6,31.6,27.2,84,34,7.3,1,NW,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,18/02/1993,23.2,30.8,26.4,88,105.2,4.4,1,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,19/02/1993,23,30,26,90,1,3.4,1,N ,9999,9999,157.5
Stasiun Meteorologi Rahadi Oesman,96615,20/02/1993,23.4,30.2,27.1,85,0.2,5.1,1,N ,9999,9999,1.9
Stasiun Meteorologi Rahadi Oesman,96615,21/02/1993,25,30.2,27.1,84,0,7.6,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,22/02/1993,25.2,31,27.9,80,0,8,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,23/02/1993,23.8,31.2,27.1,84,0,7.7,2,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,24/02/1993,23,31.2,26.6,84,0,7,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,25/02/1993,22.6,31,26.8,84,0.5,6.9,1,N ,9999,9999,0.4
Stasiun Meteorologi Rahadi Oesman,96615,26/02/1993,23.8,31.4,27.1,84,0,6.2,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,27/02/1993,24.6,31,27.3,82,0,4,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,28/02/1993,23.2,31.4,27.2,86,0,3.6,1,N ,9999,9999,0.2
Stasiun Meteorologi Rahadi Oesman,96615,1/3/1993,24.2,31.3,27.2,86,56.7,5.9,1,N ,9999,9999,0.3
Stasiun Meteorologi Rahadi Oesman,96615,2/3/1993,22.6,30.2,26.1,87,0,4,9999,N ,9999,9999,8.3
Stasiun Meteorologi Rahadi Oesman,96615,3/3/1993,22.6,31,26.8,84,0.4,6,1,NW,9999,9999,23.7
Stasiun Meteorologi Rahadi Oesman,96615,4/3/1993,23.2,31,26.6,85,78.8,6.7,1,N ,9999,9999,9
Stasiun Meteorologi Rahadi Oesman,96615,5/3/1993,23,30.8,26,88,0.4,7,1,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,6/3/1993,23.2,30.8,27.5,85,0,6.3,1,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,7/3/1993,24,31.6,27.1,85,23.3,7,1,N ,9999,9999,47.8
Stasiun Meteorologi Rahadi Oesman,96615,8/3/1993,23.8,30.6,26.7,89,0.5,3.8,9999,N ,9999,9999,6.2
Stasiun Meteorologi Rahadi Oesman,96615,9/3/1993,23.6,31,26.6,86,13.9,6,9999,N ,9999,9999,56.3
Stasiun Meteorologi Rahadi Oesman,96615,10/3/1993,24,30,27.3,82,0,6.2,1,N ,9999,9999,9
Stasiun Meteorologi Rahadi Oesman,96615,11/3/1993,24,30.2,24.9,92,32.1,2.6,9999,N ,9999,9999,0.2
Stasiun Meteorologi Rahadi Oesman,96615,12/3/1993,23.4,29,26.1,88,0,2.9,1,N ,9999,9999,15.6
Stasiun Meteorologi Rahadi Oesman,96615,13/03/1993,23.6,31,26.5,87,0,4.4,1,N ,9999,9999,0.6
Stasiun Meteorologi Rahadi Oesman,96615,14/03/1993,23.4,31.4,27.1,88,0,7.1,9999,N ,9999,9999,1.6
Stasiun Meteorologi Rahadi Oesman,96615,15/03/1993,24,31.2,27.1,86,0,5.1,9999,N ,9999,9999,16.6
Stasiun Meteorologi Rahadi Oesman,96615,16/03/1993,24,28.6,26.2,92,22.4,0,1,N ,9999,9999,3.8
Stasiun Meteorologi Rahadi Oesman,96615,17/03/1993,24,31.6,26.8,86,0,2.9,9999,N ,9999,9999,0.3
Stasiun Meteorologi Rahadi Oesman,96615,18/03/1993,24,32,26.3,85,40.1,4.9,1,N ,9999,9999,4.8
Stasiun Meteorologi Rahadi Oesman,96615,19/03/1993,23.2,29.8,25.9,87,0,0,9999,N ,9999,9999,0.6
Stasiun Meteorologi Rahadi Oesman,96615,20/03/1993,23,29.2,25.5,90,1.6,2.6,9999,N ,9999,9999,13.6
Stasiun Meteorologi Rahadi Oesman,96615,21/03/1993,22.6,32,25.3,94,21.1,4.8,1,N ,9999,9999,6.4
Stasiun Meteorologi Rahadi Oesman,96615,22/03/1993,23,29.8,26.1,90,0.8,3.3,9999,N ,9999,9999,8.4
Stasiun Meteorologi Rahadi Oesman,96615,23/03/1993,23.4,31.4,27,90,0,6.6,1,N ,9999,9999,3.2
Stasiun Meteorologi Rahadi Oesman,96615,24/03/1993,23.6,30.2,26.7,92,2.1,3.9,9999,N ,9999,9999,15.7
Stasiun Meteorologi Rahadi Oesman,96615,25/03/1993,24,30,25.8,91,9,2.7,9999,N ,9999,9999,12.8
Stasiun Meteorologi Rahadi Oesman,96615,26/03/1993,24,31,26.6,88,6.7,7,1,N ,9999,9999,16
Stasiun Meteorologi Rahadi Oesman,96615,27/03/1993,24.2,30.2,26.8,88,9.3,2.3,9999,N ,9999,9999,5.5
Stasiun Meteorologi Rahadi Oesman,96615,28/03/1993,23.8,30.4,26.7,85,2.1,2.7,9999,N ,9999,9999,1.5
Stasiun Meteorologi Rahadi Oesman,96615,29/03/1993,23.4,31,26.3,87,0,4.6,1,N ,9999,9999,5.8
Stasiun Meteorologi Rahadi Oesman,96615,30/03/1993,24,30,27.1,87,118.1,6.5,1,N ,9999,9999,4.8
Stasiun Meteorologi Rahadi Oesman,96615,31/03/1993,23.2,29,24.7,93,101.3,3.4,1,N ,9999,9999,105.2
Stasiun Meteorologi Rahadi Oesman,96615,1/4/1993,23.2,28.4,25.4,91,6.6,0,9999,N ,9999,9999,4.8
Stasiun Meteorologi Rahadi Oesman,96615,2/4/1993,23,30,26.5,88,0,1.8,9999,N ,9999,9999,0.3
Stasiun Meteorologi Rahadi Oesman,96615,3/4/1993,23.4,30.4,26.2,89,0,3.4,2,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,4/4/1993,23,31.6,26.9,84,0,6.2,1,N ,9999,9999,4
Stasiun Meteorologi Rahadi Oesman,96615,5/4/1993,23.4,31.4,27.4,88,0.5,3.4,9999,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,6/4/1993,24,32.2,27.5,85,0.6,7.8,9999,N ,9999,9999,1.6
Stasiun Meteorologi Rahadi Oesman,96615,7/4/1993,23.8,32,27.1,86,0,5.9,2,N ,9999,9999,1.4
Stasiun Meteorologi Rahadi Oesman,96615,8/4/1993,23.8,31,26.6,88,0,4.2,1,N ,9999,9999,3.4
Stasiun Meteorologi Rahadi Oesman,96615,9/4/1993,23.8,32.6,26.9,85,0,5.6,9999,N ,9999,9999,0.1
Stasiun Meteorologi Rahadi Oesman,96615,10/4/1993,24,32.6,27.1,86,0,5.9,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,11/4/1993,24,32.4,27.8,85,0,8,1,N ,9999,9999,27.8
Stasiun Meteorologi Rahadi Oesman,96615,12/4/1993,24,30.8,25.8,93,28.3,2.6,9999,N ,9999,9999,1.6
Stasiun Meteorologi Rahadi Oesman,96615,13/04/1993,23.6,31.8,27.6,83,0,7.8,9999,N ,9999,9999,12.7
Stasiun Meteorologi Rahadi Oesman,96615,14/04/1993,23.6,31.6,26.9,86,0,4.2,1,N ,9999,9999,27.4
Stasiun Meteorologi Rahadi Oesman,96615,15/04/1993,24.2,29.6,24.8,95,70.5,1.8,9999,N ,9999,9999,1.4
Stasiun Meteorologi Rahadi Oesman,96615,16/04/1993,22.4,31,26.4,87,0,6.2,9999,N ,9999,9999,4.4
Stasiun Meteorologi Rahadi Oesman,96615,17/04/1993,22.6,31.6,27.4,84,0,5.9,9999,N ,9999,9999,0
Stasiun Meteorologi Rahadi Oesman,96615,18/04/1993,24,32.1,27.4,86,0,4.9,9999,N ,9999,9999,2
