Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir
Stasiun Meteorologi Rahadi Oesman,96615,24/10/1991,24,31.4,27,86,3.4,7.6,1,N ,4,170
Stasiun Meteorologi Rahadi Oesman,96615,25/10/1991,23.4,30.8,27,86,0,0,2,S ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,26/10/1991,23.4,32,26.4,86,0,7,2,N ,3,190
Stasiun Meteorologi Rahadi Oesman,96615,27/10/1991,23.4,31.4,26.7,86,0,5.5,1,N ,3,170
Stasiun Meteorologi Rahadi Oesman,96615,28/10/1991,24,30.8,26.6,84,0,4.2,1,S ,3,180
Stasiun Meteorologi Rahadi Oesman,96615,29/10/1991,24.2,31.2,27.6,81,2.6,6.4,2,N ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,30/10/1991,22.2,31.4,26.6,85,0,6.8,9999,N ,2,210
Stasiun Meteorologi Rahadi Oesman,96615,31/10/1991,23.4,30.8,26.6,88,0,7,2,N ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,01/11/1991,23,31.6,26.7,86,0,4.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/11/1991,22.8,30.2,25.2,87,8888,3.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/11/1991,23.4,30.8,26.9,84,7.2,3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/11/1991,23,31.5,25.8,88,10.8,4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/11/1991,22.2,31.4,26.2,84,0,6.7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/11/1991,23,31.4,26.6,86,117.1,6.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/11/1991,22.6,30.8,26.4,86,5.7,7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/11/1991,22.6,31,26.1,86,1.7,6.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/11/1991,24,29,25.2,91,32,4.5,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/11/1991,23.4,29.8,26.1,87,2.4,4.3,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/11/1991,23.6,31.2,26.5,86,0.7,6.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/11/1991,24,30.4,26.7,86,5.4,6.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/11/1991,24,30.6,26.7,86,31.9,3.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/11/1991,23.4,28,24.8,93,37,0.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/11/1991,22.3,30.5,26.1,88,8.3,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/11/1991,23.4,30.2,26.1,87,2.2,6.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/11/1991,24,31.2,27,84,0,6.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/11/1991,24,31.4,27.1,86,50.2,6.3,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/11/1991,23.8,30.2,25.9,91,3.7,5.8,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/11/1991,23,30.2,26.7,84,1.7,7.5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/11/1991,24.6,29.4,26,92,6.3,1.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/11/1991,24.2,30.2,27,85,4.7,7.7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/11/1991,23.4,31.2,26.7,88,4.7,5.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/11/1991,23.8,30.4,26.9,87,8888,4.9,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/11/1991,24.6,28.5,26.4,88,0,0.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/11/1991,23.8,30.8,26.8,88,0.2,5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/11/1991,24.4,30.5,26.8,86,0.7,4.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/11/1991,24,30.4,26.9,88,96.9,2.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/11/1991,24,30.2,26.6,88,20,4.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/11/1991,24.2,30.2,26.3,88,1.2,3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/12/1991,24.8,30.8,27.2,86,15.8,2.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/12/1991,23.8,30.6,26.3,88,25.5,5.5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/12/1991,23.8,29,25.6,93,49.5,0.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/12/1991,23.4,28.4,25.4,90,8.9,0.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/12/1991,23.4,30,25.5,95,8.4,2.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/12/1991,23,28,25.1,91,15.7,1.1,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/12/1991,24.6,27.4,25.3,93,56.6,0,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/12/1991,23.4,29.8,25.9,89,47.7,1.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/12/1991,23.8,27.6,25.2,93,51.3,2.5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/12/1991,24.2,30.5,26.9,86,0,7.1,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/12/1991,24,31.4,27.1,86,0.6,6.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/12/1991,24,30,26.8,88,0,2.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/12/1991,24,31.4,27.5,84,43.5,6.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/12/1991,23.2,30.8,26.8,86,0,7.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/12/1991,24.2,31.2,27.2,86,0.8,6.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/12/1991,24.2,30.6,27.4,86,4.2,5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/12/1991,24.2,29.8,26.8,87,1.3,3.3,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/12/1991,22.6,31,26.8,86,0,4.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/12/1991,24,30,26.3,84,78.9,2.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/12/1991,23.2,31.2,26.5,84,6.8,5.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/12/1991,24.4,30,26.6,89,3.7,2.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/12/1991,24.4,28.6,25.8,93,18.6,0.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/12/1991,23.8,30.6,26.5,87,17.4,3,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/12/1991,23.6,29.6,26.2,88,4.5,3.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/12/1991,24,30.4,26.6,87,1.3,5.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/12/1991,24.2,30.8,26.5,88,47.3,4.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/12/1991,23.4,28.8,25.2,92,3.4,1.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/12/1991,24,29.2,25.4,93,33.2,1.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/12/1991,23.2,30.1,26.1,88,159.3,2.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/12/1991,23,28.2,25.1,90,10.8,2.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/12/1991,23.2,30.8,26.6,83,15.8,7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/01/1992,23.6,29.8,25,93,20.5,3.6,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/01/1992,23.4,31.2,25.8,86,0,8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/01/1992,23.6,30.6,27.2,89,0,4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/01/1992,24.2,31.4,27.1,89,0,6.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/01/1992,23.8,31.6,27.3,89,1.2,7.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/01/1992,24.6,32,27.5,89,15,7,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/01/1992,24,31.6,27.5,87,11.8,6.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/01/1992,23,31,26.6,90,41.7,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/01/1992,23.6,30.4,26.6,91,17.8,3.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/01/1992,23.2,31.5,26.9,89,11.5,5.2,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/01/1992,24,31.6,27.3,89,0,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/01/1992,24.2,31.8,27.4,87,0,8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/01/1992,24.4,31.2,27.6,88,0,4.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/01/1992,24.2,29.2,25.8,94,8888,0.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/01/1992,23.4,31.8,26.8,88,0.2,7.1,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/01/1992,23.6,31.2,27.1,91,24.2,5.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/01/1992,22.8,30,25.5,92,19.5,1.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/01/1992,23.4,28.2,25.6,92,0.6,0.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/01/1992,24.2,30.4,26.9,91,7.4,7.7,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/01/1992,24,31.2,27.2,89,27.3,7.5,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/01/1992,24,31,26.9,90,77.8,8,3,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/01/1992,23.6,29.8,26.8,92,0.1,4.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/01/1992,23.6,30.8,26.3,86,22,4.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/01/1992,23.6,31,26.3,92,8888,5.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/01/1992,24,30.6,25.7,92,65.9,4.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/01/1992,23.2,30,25.9,93,8888,5.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/01/1992,24,31.4,27.3,90,75.3,7.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/01/1992,23.6,30.4,25.7,93,30.7,4.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/01/1992,23.2,31.5,26.4,92,3.8,6.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/01/1992,24.4,30.6,26.6,93,77.5,5.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/01/1992,23.4,29.4,25.3,92,0.5,2.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/02/1992,23.8,30.4,26.5,88,24.8,4.9,2,W ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,02/02/1992,23.8,30.8,26.1,90,8.5,4.2,1,N ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,03/02/1992,23.4,30.6,26.6,83,0,8,9999,N ,3,290
Stasiun Meteorologi Rahadi Oesman,96615,04/02/1992,24.4,29.8,26.5,90,0,3.9,9999,N ,2,190
Stasiun Meteorologi Rahadi Oesman,96615,05/02/1992,24.8,31,26.8,87,0,7.1,1,N ,4,320
Stasiun Meteorologi Rahadi Oesman,96615,06/02/1992,24.4,30.4,26.8,88,0.2,4.2,9999,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,07/02/1992,24.6,31.4,27.5,82,0,6.6,1,N ,5,210
Stasiun Meteorologi Rahadi Oesman,96615,08/02/1992,24,31.8,27.3,84,7.3,6.9,1,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,09/02/1992,23.4,31,27,86,6.4,8,1,N ,3,310
Stasiun Meteorologi Rahadi Oesman,96615,10/02/1992,24.2,30.4,26.8,88,15,4.5,9999,N ,2,350
Stasiun Meteorologi Rahadi Oesman,96615,11/02/1992,24.2,30.2,26.7,89,0,4,1,N ,3,210
Stasiun Meteorologi Rahadi Oesman,96615,12/02/1992,24.8,31,27.2,86,2.5,4.6,1,N ,3,320
Stasiun Meteorologi Rahadi Oesman,96615,13/02/1992,23.8,31.4,26.8,86,1.2,4.7,1,N ,5,200
Stasiun Meteorologi Rahadi Oesman,96615,14/02/1992,23.6,28.6,25.5,88,1.9,0,9999,N ,4,160
Stasiun Meteorologi Rahadi Oesman,96615,15/02/1992,23.8,32.2,27.8,82,0,6.5,9999,N ,2,180
Stasiun Meteorologi Rahadi Oesman,96615,16/02/1992,24.2,31.8,27.6,85,35.5,7,9999,N ,2,230
Stasiun Meteorologi Rahadi Oesman,96615,17/02/1992,23.4,30,26.1,88,0,0,9999,N ,3,350
Stasiun Meteorologi Rahadi Oesman,96615,18/02/1992,23.6,31.6,26.9,84,0,7.5,1,N ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,19/02/1992,24.2,30.4,26.7,87,0,3.1,1,N ,3,320
Stasiun Meteorologi Rahadi Oesman,96615,20/02/1992,23.4,31.8,27.1,83,0.6,6.1,1,N ,3,350
Stasiun Meteorologi Rahadi Oesman,96615,21/02/1992,22.8,32,27,85,8.2,8,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,22/02/1992,23,31.4,26.8,84,30.5,6,1,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,23/02/1992,22.6,30.8,26.2,86,0,2.3,9999,N ,2,310
Stasiun Meteorologi Rahadi Oesman,96615,24/02/1992,25,28.4,27.4,85,66.2,8,2,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,25/02/1992,24,31.2,26.5,88,15.4,2.8,9999,N ,3,330
Stasiun Meteorologi Rahadi Oesman,96615,26/02/1992,23,28.4,25.3,89,0,0,1,N ,3,30
Stasiun Meteorologi Rahadi Oesman,96615,27/02/1992,23.8,31.2,26.6,88,0,6.8,9999,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,28/02/1992,25.4,31,27.4,88,0,5.8,9999,N ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,29/02/1992,25,30.6,27.3,88,0,1.3,9999,N ,2,260
Stasiun Meteorologi Rahadi Oesman,96615,01/03/1992,24.2,31.4,27.3,86,0.8,4.5,2,NW,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/03/1992,24.2,28.6,25.9,91,4.6,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/03/1992,23.6,31.6,27.2,83,0,7.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/03/1992,23.4,32.2,27.1,85,5.7,7.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/03/1992,23.6,31.8,27,84,33.8,7.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/03/1992,23.8,31.2,26.6,87,16.9,2.9,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/03/1992,23,31.2,26.5,86,0,5.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/03/1992,24.4,28.2,25.8,94,0,1.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/03/1992,23.2,31,26.4,87,0,7,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/03/1992,24,31.6,27.3,83,10.8,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/03/1992,24.2,31.3,27.4,86,2.5,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/03/1992,24.8,31,27.2,85,0,5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/03/1992,23.6,32,27.5,85,0,8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/03/1992,23.8,31,26.9,86,0,5.3,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/03/1992,23.8,31.8,27.2,85,3.1,6.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/03/1992,24.2,30.2,26.8,90,0.2,1.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/03/1992,24,32.2,27.6,86,21.4,5.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/03/1992,24,31.8,27.1,90,37.5,2.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/03/1992,23.2,30.8,26.7,86,37.5,2.6,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/03/1992,23.4,28.6,25.5,89,10.6,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/03/1992,24.6,31.5,27.3,90,0.1,5.5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/03/1992,25.6,32,28,89,9.3,4.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/03/1992,24.4,30.2,26.8,92,6.5,2.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/03/1992,24,30.6,25.8,94,24.5,1.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/03/1992,23.8,31.4,26,92,41.3,5.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/03/1992,24,31.6,27,89,21.7,5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/03/1992,23.8,32.2,27.3,86,9.5,7.7,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/03/1992,24.6,27.6,25.1,96,4.8,0,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/03/1992,24,31.2,26.8,89,0,6.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/03/1992,24,31,25.6,92,18.4,3.4,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,31/03/1992,22.8,30.8,26.5,86,13.2,2.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/04/1992,25.4,28.4,25.4,96,3.6,0.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/04/1992,23.2,31.6,26.7,87,0,6.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/04/1992,24,32,27.4,84,11.8,7.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/04/1992,24.4,31.4,27.4,85,2.4,2.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,05/04/1992,24.6,31.8,27.8,84,0,7.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,06/04/1992,25,32,27.6,88,0,4.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,07/04/1992,24,32.8,28.2,84,0,6.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,08/04/1992,24,32.2,28.1,88,0.1,7.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,09/04/1992,25.4,32.4,28.1,83,2.1,6.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,10/04/1992,23.6,30.4,26.4,87,0,1.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,11/04/1992,23.4,32.6,27.6,79,0,5.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,12/04/1992,24.2,30.6,26.8,87,0,4.2,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,13/04/1992,23,32,27,88,0,5,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,14/04/1992,24.6,32.4,28.1,85,0,5.5,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,15/04/1992,24,32.6,28,86,0,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,16/04/1992,25.2,31.4,27.5,94,3.7,2.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,17/04/1992,23.6,31.4,26.7,84,8.7,4.2,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,18/04/1992,24,32.8,27.1,92,0.6,6.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,19/04/1992,23.8,32.8,25.9,92,59,5.4,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,20/04/1992,24,32.6,27.4,89,1.5,7.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,21/04/1992,23.8,33.2,28,84,8.4,7.4,2,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,22/04/1992,23.4,31.6,27.4,85,0,6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,23/04/1992,24,32.7,28,84,35.4,8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,24/04/1992,24,31.8,26.7,90,20,4.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,25/04/1992,24.2,31.6,26.7,91,9.6,4.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,26/04/1992,23.6,32.4,27.7,91,1.6,2.1,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,27/04/1992,23.6,32.4,27.9,86,1.6,8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,28/04/1992,24.4,32.6,28,85,5.6,6.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,29/04/1992,25,32,27,92,16,6.4,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,30/04/1992,23.6,31.6,27.1,89,29.7,6.6,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,01/05/1992,24.2,28.8,25.6,94,31.9,0.9,9999,N ,3,170
Stasiun Meteorologi Rahadi Oesman,96615,02/05/1992,23.2,32,27.4,84,1,8,9999,N ,2,360
Stasiun Meteorologi Rahadi Oesman,96615,03/05/1992,23.8,30,26.8,89,17.5,6.2,9999,N ,2,340
Stasiun Meteorologi Rahadi Oesman,96615,04/05/1992,24.2,32,26.4,90,1.7,6,9999,N ,2,360
Stasiun Meteorologi Rahadi Oesman,96615,05/05/1992,24.6,33.2,28.3,82,0,6.3,9999,N ,3,170
Stasiun Meteorologi Rahadi Oesman,96615,06/05/1992,25.2,27.6,26.6,90,33.4,0,9999,N ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,07/05/1992,23.6,31.4,27.3,88,2.5,3.4,9999,N ,2,50
Stasiun Meteorologi Rahadi Oesman,96615,08/05/1992,24.2,31.2,26.8,91,24.8,5.8,9999,N ,3,260
Stasiun Meteorologi Rahadi Oesman,96615,09/05/1992,23.8,30.6,26,89,0.2,2.6,2,N ,4,310
Stasiun Meteorologi Rahadi Oesman,96615,10/05/1992,23.8,32,27.7,84,12.7,5.8,1,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,11/05/1992,24,32.8,28.3,85,8.2,8,1,N ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,12/05/1992,23.6,31.6,27.1,90,0.2,7.5,9999,N ,2,240
Stasiun Meteorologi Rahadi Oesman,96615,13/05/1992,24.2,31.6,27.3,88,14.5,5.3,9999,N ,2,160
Stasiun Meteorologi Rahadi Oesman,96615,14/05/1992,24.4,32,27.7,87,2.1,7.5,9999,N ,3,170
Stasiun Meteorologi Rahadi Oesman,96615,15/05/1992,24.4,31.6,27.5,87,41.3,6,9999,N ,3,330
Stasiun Meteorologi Rahadi Oesman,96615,16/05/1992,23.6,32.2,27.5,85,0.5,8,9999,N ,3,170
Stasiun Meteorologi Rahadi Oesman,96615,17/05/1992,24,33.4,28,85,0,8,9999,N ,3,180
Stasiun Meteorologi Rahadi Oesman,96615,18/05/1992,25,32,28.3,88,0,5.9,1,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,19/05/1992,23.8,33.6,28.2,85,0,8,9999,N ,3,50
Stasiun Meteorologi Rahadi Oesman,96615,20/05/1992,24.4,33,27.8,87,4.3,5.7,9999,N ,3,110
Stasiun Meteorologi Rahadi Oesman,96615,21/05/1992,24.8,32.4,28.3,86,0.5,5.5,9999,N ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,22/05/1992,23.6,32.6,27.6,86,0,8,9999,N ,2,130
Stasiun Meteorologi Rahadi Oesman,96615,23/05/1992,23.6,32.7,27.3,88,0,7.6,9999,N ,3,240
Stasiun Meteorologi Rahadi Oesman,96615,24/05/1992,24,30.8,27.7,87,8888,1.8,1,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,25/05/1992,24.2,32.2,26.7,88,14.5,6,9999,N ,3,10
Stasiun Meteorologi Rahadi Oesman,96615,26/05/1992,24.4,31.8,27,84,0,3.7,1,N ,3,350
Stasiun Meteorologi Rahadi Oesman,96615,27/05/1992,23.4,33.6,27.9,84,4.5,6.7,9999,N ,2,70
Stasiun Meteorologi Rahadi Oesman,96615,28/05/1992,24.2,32.2,27.2,92,74.9,5.8,9999,N ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,29/05/1992,23.6,31.2,27,87,0,4.2,9999,N ,2,50
Stasiun Meteorologi Rahadi Oesman,96615,30/05/1992,24,33.2,28,86,0,8,9999,N ,3,280
Stasiun Meteorologi Rahadi Oesman,96615,31/05/1992,24.6,31.2,26.4,92,13.9,3.6,9999,N ,3,150
Stasiun Meteorologi Rahadi Oesman,96615,01/06/1992,23.4,31.6,27,88,0,7.8,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,02/06/1992,24,33.3,28.1,89,4.5,7.8,1,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,03/06/1992,24.2,30,26.4,93,5.4,3.9,9999,N ,9999,9999
Stasiun Meteorologi Rahadi Oesman,96615,04/06/1992,23.8,32.8,27.3,87,0,6.9,9999,N ,9999,9999
