Nama Stasiun ,WMO ID,date,tmin,tmax,tave,humidity,precip,sunshine,wind_vel_mean,wind_dir,max_gust,max_gust_dir
Stasiun Meteorologi Rahadi Oesman,96615,03/09/2013,23.2,31.2,26.5,87,12.3,5.3,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,04/09/2013,23.4,29.8,26.5,86,12.8,3.1,2,E ,7,150
Stasiun Meteorologi Rahadi Oesman,96615,05/09/2013,24.4,32.7,27.7,80,19.8,4.5,3,E ,8,100
Stasiun Meteorologi Rahadi Oesman,96615,06/09/2013,23.2,29.6,26.2,84,0,4.2,4,E ,6,130
Stasiun Meteorologi Rahadi Oesman,96615,07/09/2013,21.4,30.5,25.1,86,0.9,5.2,3,E ,7,90
Stasiun Meteorologi Rahadi Oesman,96615,08/09/2013,23,32.8,27.5,78,0,8,3,E ,7,100
Stasiun Meteorologi Rahadi Oesman,96615,09/09/2013,23.2,33.2,28.1,75,0.8,8,3,E ,5,110
Stasiun Meteorologi Rahadi Oesman,96615,10/09/2013,23.2,32.2,27.8,77,0,8,3,SE,6,150
Stasiun Meteorologi Rahadi Oesman,96615,11/09/2013,23.6,31.8,27.4,80,0,6.8,3,E ,5,100
Stasiun Meteorologi Rahadi Oesman,96615,12/09/2013,22.9,32.6,26.9,84,16.4,3.4,2,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,13/09/2013,23.6,29.8,26.8,86,8888,0.1,2,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,14/09/2013,23.2,33.4,27.7,80,0,7.5,2,E ,8,90
Stasiun Meteorologi Rahadi Oesman,96615,15/09/2013,23.6,32.6,27.9,78,0,6.3,3,E ,5,80
Stasiun Meteorologi Rahadi Oesman,96615,16/09/2013,24.1,31.4,27.4,81,1.7,3.9,2,N ,4,100
Stasiun Meteorologi Rahadi Oesman,96615,17/09/2013,25.2,32,27.7,82,0,3.9,3,E ,8,100
Stasiun Meteorologi Rahadi Oesman,96615,18/09/2013,24.4,31.5,27.7,83,0,3.8,2,S ,5,180
Stasiun Meteorologi Rahadi Oesman,96615,19/09/2013,23.6,33.4,28.1,79,0,7.9,3,E ,7,110
Stasiun Meteorologi Rahadi Oesman,96615,20/09/2013,23.8,32.8,28.1,78,0,8,3,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,21/09/2013,23.2,33.2,28.2,77,0,8,4,E ,8,180
Stasiun Meteorologi Rahadi Oesman,96615,22/09/2013,22.6,34,29,69,0,8,4,E ,9,90
Stasiun Meteorologi Rahadi Oesman,96615,23/09/2013,24,32.6,28.1,78,0,8,3,E ,6,180
Stasiun Meteorologi Rahadi Oesman,96615,24/09/2013,24.3,33.9,28.8,79,0,7.8,4,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,25/09/2013,25,32.5,28.2,82,0,7.5,3,E ,7,100
Stasiun Meteorologi Rahadi Oesman,96615,26/09/2013,24,33.2,28.2,77,0,7.8,3,E ,6,100
Stasiun Meteorologi Rahadi Oesman,96615,27/09/2013,24,31.8,27.8,79,0,7.6,3,E ,7,180
Stasiun Meteorologi Rahadi Oesman,96615,28/09/2013,23.1,31.4,27.5,81,0,8,3,E ,6,100
Stasiun Meteorologi Rahadi Oesman,96615,29/09/2013,23.4,31.7,27.5,78,0,8,3,S ,6,200
Stasiun Meteorologi Rahadi Oesman,96615,30/09/2013,23.8,31.4,27.7,79,0,8,2,S ,8,90
Stasiun Meteorologi Rahadi Oesman,96615,21/11/2013,22.8,9999,9999,9999,4.7,1.7,3,E ,5,70
Stasiun Meteorologi Rahadi Oesman,96615,22/11/2013,24.6,9999,9999,9999,0,7.6,3,E ,3,80
Stasiun Meteorologi Rahadi Oesman,96615,24/11/2013,24,32.1,27.9,81,0.6,3,2,N ,6,290
Stasiun Meteorologi Rahadi Oesman,96615,25/11/2013,23.5,9999,27.2,87,37.9,9999,2,N ,4,20
Stasiun Meteorologi Rahadi Oesman,96615,26/11/2013,23.4,31.3,27.6,83,1,4.9,2,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,27/11/2013,23.4,31.9,27.2,86,8888,8.8,1,N ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,28/11/2013,25,9999,9999,9999,8888,4.4,2,N ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,01/12/2013,22.6,29.6,26.1,91,16.2,9999,1,N ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,02/12/2013,9999,9999,27.4,86,0.4,3.2,2,N ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,03/12/2013,24.4,32,26.8,89,1.2,4.4,2,N ,4,180
Stasiun Meteorologi Rahadi Oesman,96615,04/12/2013,23.6,9999,26.6,90,70.1,4.8,2,N ,8,270
Stasiun Meteorologi Rahadi Oesman,96615,05/12/2013,23.2,30.6,27.2,87,13,2.1,1,N ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,06/12/2013,24.3,31,27.5,88,9999,2.9,1,N ,3,260
Stasiun Meteorologi Rahadi Oesman,96615,07/12/2013,24.8,30.6,27.7,86,2.7,6.2,2,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,09/12/2013,24.1,31.4,27.1,83,1.8,0,2,N ,4,60
Stasiun Meteorologi Rahadi Oesman,96615,10/12/2013,23.3,31.8,28.5,81,9999,9999,2,N ,5,310
Stasiun Meteorologi Rahadi Oesman,96615,11/12/2013,23.6,30.8,26.6,88,16.9,9999,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,13/12/2013,23.6,30.2,26.9,84,9.1,6.5,1,N ,3,220
Stasiun Meteorologi Rahadi Oesman,96615,14/12/2013,23.4,30.8,27.3,84,9.9,9999,2,N ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,15/12/2013,24.4,31,27.3,81,1.1,3.3,1,N ,4,60
Stasiun Meteorologi Rahadi Oesman,96615,16/12/2013,23.8,32.6,28.2,82,9999,1.3,2,W ,5,290
Stasiun Meteorologi Rahadi Oesman,96615,17/12/2013,22.5,9999,26.7,83,11.8,9.3,2,N ,5,290
Stasiun Meteorologi Rahadi Oesman,96615,18/12/2013,23.2,31.6,27.5,81,0,3.5,1,N ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,19/12/2013,24.2,31.8,28.2,84,0,9.2,2,W ,5,300
Stasiun Meteorologi Rahadi Oesman,96615,20/12/2013,25.6,27,26.9,84,9999,7.6,3,W ,7,270
Stasiun Meteorologi Rahadi Oesman,96615,21/12/2013,24.3,9999,26.6,86,24,0,3,NW,6,290
Stasiun Meteorologi Rahadi Oesman,96615,22/12/2013,23.8,30.2,27.9,83,2.6,0.6,2,W ,5,300
Stasiun Meteorologi Rahadi Oesman,96615,23/12/2013,23.6,9999,25.4,92,67.2,3,3,W ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,24/12/2013,23.2,30.6,27.9,81,13.1,0.4,3,N ,8,360
Stasiun Meteorologi Rahadi Oesman,96615,25/12/2013,25.2,30.8,28,82,0,9.1,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,26/12/2013,25.2,9999,26.3,89,8888,6.8,2,N ,5,280
Stasiun Meteorologi Rahadi Oesman,96615,29/12/2013,24.4,9999,9999,9999,1.7,9999,3,S ,4,200
Stasiun Meteorologi Rahadi Oesman,96615,01/01/2014,22.8,31.4,26.6,86,14.8,6.9,2,W ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,02/01/2014,23.8,30.8,27,86,0,3.5,1,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,03/01/2014,23.2,29.2,26.4,93,36.7,1.7,2,W ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,04/01/2014,24.6,29,26.7,88,14.4,1,3,W ,9,280
Stasiun Meteorologi Rahadi Oesman,96615,05/01/2014,22.5,29.1,25.9,86,10.6,0.6,1,W ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,06/01/2014,23.2,27.4,25.3,96,12.7,0,1,W ,4,200
Stasiun Meteorologi Rahadi Oesman,96615,07/01/2014,23.2,28.4,25.5,93,9.4,0.9,1,W ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,08/01/2014,23.6,30.8,26.9,84,0,7.2,1,W ,4,280
Stasiun Meteorologi Rahadi Oesman,96615,09/01/2014,22.9,30.2,27.3,85,8888,5,2,W ,4,250
Stasiun Meteorologi Rahadi Oesman,96615,10/01/2014,23.8,30.2,26.7,87,1.5,6.3,2,N ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,11/01/2014,23.8,31.4,27.8,80,0,7.4,3,N ,5,20
Stasiun Meteorologi Rahadi Oesman,96615,12/01/2014,23.8,31,27.1,83,0.2,6.8,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,13/01/2014,23.2,30.8,26.7,84,0,7.5,2,W ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,14/01/2014,24.2,30.2,28.1,73,0,6.2,3,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,15/01/2014,24,30,27.7,76,0,5.8,4,NW,7,300
Stasiun Meteorologi Rahadi Oesman,96615,16/01/2014,25.2,30.2,28.1,71,0,4.1,4,N ,7,300
Stasiun Meteorologi Rahadi Oesman,96615,17/01/2014,24.4,30,27.2,75,0,5.8,3,N ,6,360
Stasiun Meteorologi Rahadi Oesman,96615,18/01/2014,24.8,29.8,27.5,78,0,5.1,4,N ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,19/01/2014,25,31.4,27.9,75,0,7.2,5,N ,8,10
Stasiun Meteorologi Rahadi Oesman,96615,20/01/2014,25.2,30.4,27.1,74,0,6.7,5,N ,7,360
Stasiun Meteorologi Rahadi Oesman,96615,21/01/2014,24.4,30.8,27.4,74,0,7.5,6,N ,8,330
Stasiun Meteorologi Rahadi Oesman,96615,22/01/2014,24.4,31,26.7,78,0,3.4,5,N ,8,360
Stasiun Meteorologi Rahadi Oesman,96615,23/01/2014,24,30,26.6,78,0,7.3,3,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,24/01/2014,24.2,29.3,26.8,78,0,4,3,N ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,25/01/2014,24.8,30.4,27.7,72,0,7.4,2,N ,4,20
Stasiun Meteorologi Rahadi Oesman,96615,26/01/2014,25.2,30.6,27.5,79,0,8,3,N ,6,360
Stasiun Meteorologi Rahadi Oesman,96615,27/01/2014,24.5,31.6,27.5,76,0,8,3,N ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,28/01/2014,25.4,31.4,27.6,71,0,8,4,N ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,29/01/2014,24.7,31.6,27.6,76,0,8,4,N ,8,10
Stasiun Meteorologi Rahadi Oesman,96615,30/01/2014,24.2,31,27.7,73,0,8,4,W ,6,340
Stasiun Meteorologi Rahadi Oesman,96615,31/01/2014,23.8,30,27.6,73,0,1.7,4,N ,9,340
Stasiun Meteorologi Rahadi Oesman,96615,01/02/2014,25.8,30.8,27.4,76,0,6.5,4,N ,7,360
Stasiun Meteorologi Rahadi Oesman,96615,02/02/2014,24.9,31,27.3,77,0,6.7,4,N ,7,360
Stasiun Meteorologi Rahadi Oesman,96615,03/02/2014,24.4,31.6,27.6,72,0,7.9,4,N ,7,350
Stasiun Meteorologi Rahadi Oesman,96615,04/02/2014,23.7,33,27.8,69,0,8,3,N ,6,10
Stasiun Meteorologi Rahadi Oesman,96615,05/02/2014,24.4,30.9,27.6,76,0,6.6,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,06/02/2014,24.2,30.6,27.7,77,0,7.8,2,N ,4,350
Stasiun Meteorologi Rahadi Oesman,96615,07/02/2014,24.6,29.8,27.2,82,0,4.6,2,W ,4,330
Stasiun Meteorologi Rahadi Oesman,96615,08/02/2014,23.8,32,28.5,80,1.2,8,3,NW,5,360
Stasiun Meteorologi Rahadi Oesman,96615,09/02/2014,24.8,32,28.6,76,0,7.3,3,N ,8,360
Stasiun Meteorologi Rahadi Oesman,96615,10/02/2014,25.3,31.7,28.4,79,0,8,2,W ,4,330
Stasiun Meteorologi Rahadi Oesman,96615,11/02/2014,25.4,31.4,28.4,77,0,5.1,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,12/02/2014,25,32.6,28.4,80,0,7.8,2,NW,4,330
Stasiun Meteorologi Rahadi Oesman,96615,13/02/2014,26.2,31.2,28.1,83,0,7.5,2,W ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,14/02/2014,23.4,31.6,27.7,83,0,7.3,2,W ,4,300
Stasiun Meteorologi Rahadi Oesman,96615,15/02/2014,24.8,31.4,27.5,82,0,7.4,2,N ,7,350
Stasiun Meteorologi Rahadi Oesman,96615,16/02/2014,24.4,31.6,27.8,82,0,7.3,2,W ,5,290
Stasiun Meteorologi Rahadi Oesman,96615,17/02/2014,24.8,32.1,28.1,78,0,3.2,2,W ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,18/02/2014,24.3,32.8,28.2,78,0,8,2,W ,4,340
Stasiun Meteorologi Rahadi Oesman,96615,19/02/2014,25.7,31.4,28.4,83,0,3.3,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,20/02/2014,24.2,32.4,27.8,82,0,8,3,W ,5,280
Stasiun Meteorologi Rahadi Oesman,96615,21/02/2014,24.6,31.9,28.6,75,2.4,7.3,3,N ,6,360
Stasiun Meteorologi Rahadi Oesman,96615,22/02/2014,24.6,32.2,28,80,1.9,7.4,3,W ,7,270
Stasiun Meteorologi Rahadi Oesman,96615,23/02/2014,22.8,28.4,25.8,85,0.2,0,2,N ,3,240
Stasiun Meteorologi Rahadi Oesman,96615,24/02/2014,22.8,31.6,27,82,43.3,7.4,2,W ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,25/02/2014,24,31,26.8,84,25.8,4.6,2,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,26/02/2014,23.1,31.6,27.2,83,0,8,2,N ,3,340
Stasiun Meteorologi Rahadi Oesman,96615,27/02/2014,24,29,27,86,2.5,0.7,2,W ,3,360
Stasiun Meteorologi Rahadi Oesman,96615,28/02/2014,24.1,32.2,27.7,81,0,5.8,2,N ,5,340
Stasiun Meteorologi Rahadi Oesman,96615,01/03/2014,24.3,30.9,27.5,84,0.6,0,1,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,02/03/2014,25,30.8,27.1,84,0.3,2.6,2,N ,4,40
Stasiun Meteorologi Rahadi Oesman,96615,03/03/2014,23.8,31.4,27.2,84,0.5,4.9,1,W ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,04/03/2014,24,29.3,26.7,86,0,1.6,1,W ,2,270
Stasiun Meteorologi Rahadi Oesman,96615,05/03/2014,23.4,31.3,27.2,85,8888,5.2,2,W ,5,350
Stasiun Meteorologi Rahadi Oesman,96615,06/03/2014,24.1,32,27.9,80,0,7,2,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,07/03/2014,23.8,31.7,27.6,84,0,6.2,2,W ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,08/03/2014,24.6,30.6,28.2,80,6.8,4,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,09/03/2014,24.8,31.8,27.7,78,0,8,3,N ,6,300
Stasiun Meteorologi Rahadi Oesman,96615,10/03/2014,23.8,32,28.1,76,86,7.5,2,NW,4,360
Stasiun Meteorologi Rahadi Oesman,96615,11/03/2014,23.2,30.6,26.5,86,0.1,3.3,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,12/03/2014,23.1,29.8,27.3,84,6.2,3.1,3,N ,6,360
Stasiun Meteorologi Rahadi Oesman,96615,13/03/2014,24.4,30.8,27.5,81,0,7,2,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,14/03/2014,24.7,32,28.1,80,8888,7.7,2,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,15/03/2014,24.8,28.4,26.2,87,9,0.9,2,SE,5,360
Stasiun Meteorologi Rahadi Oesman,96615,16/03/2014,22.8,29.9,25.8,90,0.1,3.2,1,S ,4,120
Stasiun Meteorologi Rahadi Oesman,96615,17/03/2014,23.2,29.6,26.3,91,15.3,1,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,18/03/2014,23.3,30.2,26.6,88,0.1,4.4,1,N ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,19/03/2014,23.4,30.6,27,87,8888,6.1,1,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,20/03/2014,24.8,31.8,28.1,84,0,7.8,2,NW,4,330
Stasiun Meteorologi Rahadi Oesman,96615,21/03/2014,25.6,32.1,29.2,72,0,7.7,2,N ,5,360
Stasiun Meteorologi Rahadi Oesman,96615,22/03/2014,25,32.4,29.4,73,0,7.8,2,W ,5,330
Stasiun Meteorologi Rahadi Oesman,96615,23/03/2014,24.8,30.8,27.8,84,0,3.4,2,NW,5,360
Stasiun Meteorologi Rahadi Oesman,96615,24/03/2014,24.6,32,27.9,86,0,4.2,1,W ,5,260
Stasiun Meteorologi Rahadi Oesman,96615,25/03/2014,24.8,32,28.3,80,0,4.7,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,26/03/2014,23.8,32.2,27.7,82,7.6,4.1,2,S ,4,190
Stasiun Meteorologi Rahadi Oesman,96615,27/03/2014,25,29.1,26.2,92,0,0.2,1,W ,3,280
Stasiun Meteorologi Rahadi Oesman,96615,28/03/2014,23.3,31.5,27.3,83,0,4,1,W ,4,10
Stasiun Meteorologi Rahadi Oesman,96615,29/03/2014,23.8,32.4,28.2,82,0,7,2,W ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,30/03/2014,23.8,32,28.3,83,8888,6.7,2,E ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,31/03/2014,23.8,30,27.2,88,0,9999,1,E ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,01/04/2014,23.6,32,24.8,93,26.6,1.4,1,E ,3,20
Stasiun Meteorologi Rahadi Oesman,96615,02/04/2014,23.4,31.8,27.7,84,1.2,7.5,1,W ,5,280
Stasiun Meteorologi Rahadi Oesman,96615,03/04/2014,24.6,29,26,91,11.7,0.7,2,NE,3,40
Stasiun Meteorologi Rahadi Oesman,96615,04/04/2014,23.8,30.4,27.2,88,2.6,4.3,2,W ,6,130
Stasiun Meteorologi Rahadi Oesman,96615,05/04/2014,24,32,27.9,80,27.1,7.9,2,N ,6,260
Stasiun Meteorologi Rahadi Oesman,96615,06/04/2014,23.4,31,27.2,85,15.7,7.2,3,W ,6,250
Stasiun Meteorologi Rahadi Oesman,96615,07/04/2014,23.4,30.6,26.7,86,0,1,1,NE,3,40
Stasiun Meteorologi Rahadi Oesman,96615,08/04/2014,24.2,30,27.2,85,4,4.7,2,N ,6,280
Stasiun Meteorologi Rahadi Oesman,96615,09/04/2014,23.4,32.4,28.5,77,0,8,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,10/04/2014,23.4,32,28.1,81,0,7.9,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,11/04/2014,24.2,32,28.7,81,0,8,1,W ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,12/04/2014,24.4,30.8,27.4,86,0,4.1,2,W ,6,270
Stasiun Meteorologi Rahadi Oesman,96615,13/04/2014,23.6,32.4,28.2,82,0,8,1,W ,3,90
Stasiun Meteorologi Rahadi Oesman,96615,14/04/2014,25.6,31,28,83,0,2.9,1,N ,3,30
Stasiun Meteorologi Rahadi Oesman,96615,15/04/2014,24.4,32.4,28.6,78,0,4.6,1,W ,4,290
Stasiun Meteorologi Rahadi Oesman,96615,16/04/2014,23.6,33.4,28.2,79,0,6.6,1,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,17/04/2014,24,32.2,28.4,82,0,6.4,2,S ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,18/04/2014,24,31.8,28.4,82,0.6,0.8,2,W ,4,210
Stasiun Meteorologi Rahadi Oesman,96615,19/04/2014,24.6,31.8,27.8,83,1.9,4.7,1,W ,3,30
Stasiun Meteorologi Rahadi Oesman,96615,20/04/2014,25,32,28.6,84,8888,3.4,1,W ,3,250
Stasiun Meteorologi Rahadi Oesman,96615,21/04/2014,24,30.5,27.5,86,30.6,1.8,2,W ,5,70
Stasiun Meteorologi Rahadi Oesman,96615,22/04/2014,23.6,29.5,26.7,87,23.9,2.6,9999,W ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,23/04/2014,23.6,32.8,28.4,79,0,7.8,1,W ,4,220
Stasiun Meteorologi Rahadi Oesman,96615,24/04/2014,24,32.7,28.9,80,0,7.8,1,W ,3,270
Stasiun Meteorologi Rahadi Oesman,96615,25/04/2014,24.6,33.8,28.7,81,0,6.2,1,NW,3,180
Stasiun Meteorologi Rahadi Oesman,96615,26/04/2014,25,33,29.3,78,24.5,7,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,27/04/2014,23,32,27.5,83,0,6.5,1,W ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,28/04/2014,23,31.7,27.1,88,0.6,3.2,1,E ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,29/04/2014,23.4,32.8,28.3,80,3.6,5.3,1,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,30/04/2014,24.2,30.5,27,88,3.4,3.4,1,E ,7,100
Stasiun Meteorologi Rahadi Oesman,96615,01/05/2014,23.4,33.2,28.8,78,0,7.8,2,W ,4,260
Stasiun Meteorologi Rahadi Oesman,96615,02/05/2014,25.6,31.6,28.2,87,8888,4.2,1,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,03/05/2014,24.6,31.2,26.6,89,1.9,1.9,2,E ,5,70
Stasiun Meteorologi Rahadi Oesman,96615,04/05/2014,22.5,32.6,27.5,83,8888,7.5,2,W ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,05/05/2014,22.4,33,28.1,82,0.6,5.7,2,E ,6,180
Stasiun Meteorologi Rahadi Oesman,96615,06/05/2014,25.1,33.8,28.3,83,0.3,7,2,E ,5,290
Stasiun Meteorologi Rahadi Oesman,96615,07/05/2014,25.1,32.6,27.4,89,19.8,3.1,2,E ,4,30
Stasiun Meteorologi Rahadi Oesman,96615,08/05/2014,23.4,32.6,27.7,80,8888,7.5,2,E ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,09/05/2014,23,32.6,28.2,84,3.8,5.9,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,10/05/2014,23,34,28.8,78,0,7.8,2,S ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,11/05/2014,24.2,32.8,28.3,85,0.1,4.3,1,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,12/05/2014,24.4,32.5,28.4,81,0,2.8,2,E ,4,130
Stasiun Meteorologi Rahadi Oesman,96615,13/05/2014,23.2,32.4,28.2,79,0,7.1,2,NE,4,200
Stasiun Meteorologi Rahadi Oesman,96615,14/05/2014,25.2,32.4,28.6,81,15.6,6.6,2,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,15/05/2014,23.1,32.8,27.9,82,0,3.3,2,N ,4,360
Stasiun Meteorologi Rahadi Oesman,96615,16/05/2014,23.5,33.6,29.2,78,0,7,2,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,17/05/2014,24.3,33.8,28.9,78,8.5,6.2,3,E ,9,90
Stasiun Meteorologi Rahadi Oesman,96615,18/05/2014,23.6,31.2,27.9,84,0.4,4.6,3,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,19/05/2014,23.8,33,26.8,85,65,3.2,2,E ,4,110
Stasiun Meteorologi Rahadi Oesman,96615,20/05/2014,23.4,29.8,26.4,86,0.2,0.4,1,E ,3,70
Stasiun Meteorologi Rahadi Oesman,96615,21/05/2014,22.8,32.4,27.5,85,0,6.7,2,E ,4,110
Stasiun Meteorologi Rahadi Oesman,96615,22/05/2014,24,34.2,28.8,79,0,7.7,2,E ,7,100
Stasiun Meteorologi Rahadi Oesman,96615,23/05/2014,23.5,34.4,28.9,79,41.6,8,3,E ,8,200
Stasiun Meteorologi Rahadi Oesman,96615,24/05/2014,23,31.4,27.3,86,0,2.1,2,E ,4,70
Stasiun Meteorologi Rahadi Oesman,96615,25/05/2014,23.8,33,28.7,80,0,7.8,2,E ,4,270
Stasiun Meteorologi Rahadi Oesman,96615,26/05/2014,25.6,33.5,28.6,83,11.9,6.8,2,E ,4,110
Stasiun Meteorologi Rahadi Oesman,96615,27/05/2014,24.8,31.8,27.3,90,58,2.1,2,N ,6,10
Stasiun Meteorologi Rahadi Oesman,96615,28/05/2014,22.7,32.2,26.8,87,3.8,5.4,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,29/05/2014,23,32.8,28.9,80,0,8,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,30/05/2014,24,32,28.1,82,0,6.2,2,E ,4,180
Stasiun Meteorologi Rahadi Oesman,96615,31/05/2014,23.8,30,27.6,86,0.2,2.2,1,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,01/06/2014,24.8,32.7,28.5,76,0,8,2,E ,7,90
Stasiun Meteorologi Rahadi Oesman,96615,02/06/2014,24,32.4,28.2,83,25.4,7.1,2,E ,5,270
Stasiun Meteorologi Rahadi Oesman,96615,03/06/2014,23,31.1,26.8,87,0,4.2,2,E ,5,60
Stasiun Meteorologi Rahadi Oesman,96615,04/06/2014,23.6,33.7,28.5,82,0.4,6.1,2,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,05/06/2014,24.2,33.2,28.2,80,17.2,6,2,E ,6,90
Stasiun Meteorologi Rahadi Oesman,96615,06/06/2014,23.4,32.4,27.4,86,0,3,1,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,07/06/2014,24.6,33.2,28.2,84,12.9,7.5,2,E ,6,80
Stasiun Meteorologi Rahadi Oesman,96615,08/06/2014,23.8,33,28.9,82,8888,8,3,SE,6,170
Stasiun Meteorologi Rahadi Oesman,96615,09/06/2014,25,33.9,29.6,81,8888,7.7,2,E ,6,100
Stasiun Meteorologi Rahadi Oesman,96615,10/06/2014,25,32.3,28.4,84,4.4,4.9,2,E ,4,230
Stasiun Meteorologi Rahadi Oesman,96615,11/06/2014,24.8,32.2,27.6,85,8888,5.4,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,12/06/2014,24.2,32.4,28.1,82,0,8,2,E ,4,90
Stasiun Meteorologi Rahadi Oesman,96615,13/06/2014,25.2,33.5,28.5,82,0,6.6,3,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,14/06/2014,24.6,33.2,28.6,82,72.4,7.3,2,E ,5,90
Stasiun Meteorologi Rahadi Oesman,96615,15/06/2014,22.6,28.8,25.8,89,0,9999,2,E ,4,30
Stasiun Meteorologi Rahadi Oesman,96615,16/06/2014,23,32.2,28.5,81,0,8,2,S ,5,110
Stasiun Meteorologi Rahadi Oesman,96615,17/06/2014,24.2,33.9,29.3,78,0,8,3,E ,5,180
Stasiun Meteorologi Rahadi Oesman,96615,18/06/2014,25.6,33.4,29.2,83,0,8,2,S ,5,100
Stasiun Meteorologi Rahadi Oesman,96615,19/06/2014,26.4,33,28.7,81,8888,6.3,3,E ,10,180
Stasiun Meteorologi Rahadi Oesman,96615,20/06/2014,23.8,34,27.8,80,0.6,5,2,E ,7,90
Stasiun Meteorologi Rahadi Oesman,96615,21/06/2014,23.8,34.6,29.1,80,0,6.6,2,S ,6,160
Stasiun Meteorologi Rahadi Oesman,96615,22/06/2014,23.8,33,28.6,82,0,7,2,E ,5,100
Stasiun Meteorologi Rahadi Oesman,96615,23/06/2014,24.2,33.1,28.7,83,0,7.3,2,E ,4,220
