"station","stationID","date","T_min","T_max","T_avg","humidity","precip","sunshine","flag","wind_speed_ms","psun","sunshine_norm","radiation","dewpoint","ET0","aet","deficit","soil"
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-01,24.3,30.6,26.9,89,9.6,4.7,NA,0.6430555,0.5875,4.7,189.13599,22.1,3.39026538479493,3.39026538479493,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-02,24.2,30,26.5,90,5.8,5.2,NA,0.72022216,0.65,5.2,209.25684,22.2,3.65666405838726,3.65666405838726,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-03,24.4,29.2,26.2,91,2,3.5,NA,0.5144444,0.4375,3.5,140.84595,22.6,2.59419702049959,2.59419702049959,-5.32907051820075e-15,121.4058029795
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-04,23.8,29.4,26.3,91,8.6,4.3,NA,0.5144444,0.5375,4.3,173.03931,22,3.07365330804495,3.07365330804495,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-05,24,29.6,26.3,90,5.4,4.1,NA,1.0288888,0.5125,4.1,164.99097,22,2.97853724866506,2.97853724866506,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-06,24,29.6,26.4,89,15.5,7.4,NA,0.5144444,0.925,7.4,297.78858,21.8,4.98016683924884,4.98016683924884,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-07,24.2,30.4,26.5,96,18.8,3,NA,1.0288888,0.375,3,120.7251,23.4,2.24770552665375,2.24770552665375,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-08,23.4,30.8,26,95,0.6,4.6,NA,1.0288888,0.575,4.6,185.11182,22.4,3.24506660209607,3.24506660209608,-6.66133814775094e-15,119.354933397904
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-09,23.8,29.7,25.2,96,30.7,2.2,NA,0.5144444,0.275,2.2,88.53174,23,1.75745421885756,1.75745421885756,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-10,23.8,27.2,24.7,95,49.9,0,NA,1.60763875,0,0,0,22.8,0.497483193542282,0.497483193542282,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-11,24,28,25.2,96,26.8,0,NA,1.86486095,0,0,0,23.2,0.466217712204034,0.466217712204034,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-12,24.2,27.6,26.1,88,13.7,0,NA,2.572222,0,0,0,21.8,0.910561594351223,0.910561594351223,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-13,24.6,29.8,26.8,90,0,7.8,NA,2.0577776,0.975,7.8,313.88526,22.6,5.11695197728687,5.11695197728687,0,116.883048022713
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-14,25.6,29.2,27.3,88,0,4.5,NA,2.572222,0.5625,4.5,181.08765,23.2,3.35351758640605,3.35351758640606,-6.66133814775094e-15,113.529530436307
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-15,26,29.6,27.4,88,0,4.2,NA,2.572222,0.525,4.2,169.01514,23.6,3.22607525306623,3.22607525306623,4.44089209850063e-15,110.303455183241
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-16,26.2,28.5,27.1,88,0,0,NA,2.572222,0,0,0,23.8,0.907977645689864,0.907977645689868,-4.66293670342566e-15,109.395477537551
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-17,25.8,30.4,27.1,88,1.4,7.4,NA,2.0577776,0.925,7.4,297.78858,23.4,5.0876311963753,5.08763119637531,-4.44089209850063e-15,105.707846341176
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-18,24.4,28.6,26.7,88,0,2.1,NA,2.0577776,0.2625,2.1,84.50757,22,1.96625159430915,1.96625159430916,-6.66133814775094e-15,103.741594746867
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-19,25.4,29.3,26.8,87,0,5.4,NA,2.0577776,0.675,5.4,217.30518,22.8,3.88635220825577,3.88635220825577,-8.88178419700125e-16,99.8552425386107
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-20,24.8,29.6,26.9,86,0,8,NA,2.572222,1,8,321.9336,22,5.33168790669461,5.33168790669461,-3.5527136788005e-15,94.5235546319161
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-21,25.6,29.6,27,88,0,7.7,NA,1.5433332,0.9625,7.7,309.86109,23.2,5.23924719636499,5.239247196365,-5.32907051820075e-15,89.2843074355511
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-22,25.6,28.4,26.6,88,0,3.6,NA,2.572222,0.45,3.6,144.87012,23.2,2.85162367923246,2.85162367923246,-8.88178419700125e-16,86.4326837563187
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-23,25.8,29.6,27.2,88,0,6,NA,2.0577776,0.75,6,241.4502,23.4,4.24954356254402,4.24954356254402,4.44089209850063e-15,82.1831401937746
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-24,25.4,29.8,26.9,89,0,8,NA,2.0577776,1,8,321.9336,23.2,5.36584852055851,5.30623120512168,0.0596173154368351,76.876908988653
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-25,25.6,29.2,26.8,90,0,6.6,NA,2.0577776,0.825,6.6,265.59522,23.6,4.50576623223265,4.43882685422186,0.0669393780107876,72.4380821344311
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-26,25.6,29.8,27,88,0,8,NA,2.0577776,1,8,321.9336,23.2,5.41539593540912,5.31280809606695,0.102587839342173,67.1252740383642
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-27,25.4,30,27.2,88,0.144444444444444,5.9,NA,2.0577776,0.7375,5.9,237.42603,23,4.21436055483493,4.11123019583712,0.103130358997804,63.1584882869715
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-28,25.2,30.2,27.3,89,1.3,6.5,NA,2.0577776,0.8125,6.5,261.57105,23,4.54002434331992,4.43800626437326,0.102018078946656,60.0204820225982
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-29,26,30,26.9,92,0,7.6,NA,1.5433332,0.95,7.6,305.83692,24.4,5.21988803676106,5.02471942601758,0.195168610743488,54.9957625965807
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-30,26,30,27.5,86,0,6.7,NA,1.5433332,0.8375,6.7,269.61939,23.2,4.78340134491149,4.54791245017541,0.235488894736078,50.4478501464052
"Stasiun Meteorologi Rahadi Oesman","96615",1986-01-31,25.4,29.6,27.4,85,0,7.9,NA,1.5433332,0.9875,7.9,317.90943,22.4,5.44460868311249,5.10077618434952,0.34383249876297,45.3470739620557
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-01,23.8,30.4,27.3,84,0,7.1,NA,1.5433332,0.8875,7.1,291.879225,20.6,4.9701403002433,4.55514582808932,0.414994472153988,40.7919281339664
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-02,25.8,30,27.1,80,0.422222222222222,6.3,NA,2.572222,0.7875,6.3,258.991425,21.8,4.7791713561653,4.31232411094957,0.466847245215723,36.9018262452391
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-03,23,30.6,26.3,86,0,8,NA,1.0288888,1,8,328.878,20.2,5.47521561860439,4.74928044928226,0.72593516932213,32.1525457959568
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-04,22,30.6,26.3,87,0,7,NA,1.0288888,0.875,7,287.76825,19.4,4.82296055968997,3.9935961902648,0.829364369425165,28.158949605692
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-05,22.8,30.2,26.4,90,0,8,NA,1.0288888,1,8,328.878,20.8,5.41831289087864,4.25883872646126,1.15947416441739,23.9001108792307
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-06,23.4,30.6,26.9,89,3.8,8,NA,1.0288888,1,8,328.878,21.2,5.50132245248241,5.0416417520635,0.459680700418916,22.6584691271672
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-07,24,30,26.7,90,0,4.8,NA,1.0288888,0.6,4.8,197.3268,22,3.51603810967211,2.49920726914322,1.01683084052889,20.159261858024
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-08,23,30.8,26.9,89,14,7.7,NA,1.0288888,0.9625,7.7,316.545075,20.8,5.32242129599048,5.32242129599048,0,28.8368405620335
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-09,24.2,31,27.1,91,9.1,8,NA,1.5433332,1,8,328.878,22.4,5.51168040629616,5.51168040629616,0,32.4251601557374
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-10,24,29.8,26.5,92,3,5.4,NA,2.0577776,0.675,5.4,221.99265,22.4,3.77705085465947,3.64540763396379,0.131643220695677,31.7797525217736
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-11,24.4,29.8,25.9,92,2.9,4.8,NA,2.0577776,0.6,4.8,197.3268,22.8,3.44631624530311,3.35043347366926,0.0958827716338515,31.3293190481043
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-12,23.2,29.6,25.9,88,0,7.9,NA,1.5433332,0.9875,7.9,324.767025,20.8,5.31972981002804,4.36276255296257,0.956967257065471,26.9665564951418
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-13,23.6,30.6,27.4,84,0,8,NA,2.0577776,1,8,328.878,20.4,5.54604098032366,4.27916393897261,1.26687704135105,22.6873925561691
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-14,26,30.4,27.9,87,0,3.8,NA,1.5433332,0.475,3.8,156.21705,23.4,3.0791737770069,2.19009231715534,0.889081459851553,20.4973002390138
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-15,26.4,30.6,27.9,86,0,8,NA,1.5433332,1,8,328.878,23.6,5.72351675149367,3.86035997693191,1.86315677456177,16.6369402620819
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-16,26,30.2,27.5,90,0,7.2,NA,1.0288888,0.9,7.2,295.9902,24,5.16404154209716,3.08734412008438,2.07669742201278,13.5495961419975
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-17,23,30.2,26.2,88,0,8,NA,2.0577776,1,8,328.878,20.6,5.3889442018614,2.82267399112498,2.56627021073641,10.7269221508725
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-18,23,30.6,26.4,88,15.4,5.2,NA,2.0577776,0.65,5.2,213.7707,20.6,3.81602853428472,3.81602853428472,0,22.3108936165878
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-19,22,29.8,25.8,90,0,3.9,NA,1.0288888,0.4875,3.9,160.328025,20,2.92784785162623,2.06485185955422,0.862995992072001,20.2460417570336
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-20,23.4,30.3,26.6,86,0,6.6,NA,1.0288888,0.825,6.6,271.32435,20.6,4.69712893482756,3.14690763417692,1.55022130065064,17.0991341228567
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-21,24,29.6,27.4,82,0,6,NA,1.5433332,0.75,6,246.6585,20.4,4.39784517444038,2.67346612172376,1.72437905271662,14.4256680011329
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-22,25.2,29.8,27,84,0,7,NA,1.5433332,0.875,7,287.76825,22,5.02677113963149,2.74508794743779,2.2816831921937,11.6805800536951
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-23,24,30.8,27.6,86,4,7.9,NA,1.5433332,0.9875,7.9,324.767025,21.2,5.54776000800403,4.73127840602265,0.81648160198138,10.9493016476725
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-24,24,31.4,26.6,92,19.1,6.2,NA,0.5144444,0.775,6.2,254.88045,22.4,4.56867914117019,4.56867914117019,0,25.4806225065023
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-25,23.8,27.8,25.5,94,17.2,1,NA,0.5144444,0.125,1,41.10975,22.6,1.06104336052294,1.06104336052294,0,41.6195791459793
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-26,22.2,30.4,25.8,91,42,8,NA,1.5433332,1,8,328.878,20.4,5.39146146836293,5.39146146836293,0,78.2281176776164
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-27,23.2,29.8,26.7,92,0,2.3,NA,1.0288888,0.2875,2.3,94.552425,21.6,1.94410170922524,1.91727909748799,0.0268226117372441,76.3108385801284
"Stasiun Meteorologi Rahadi Oesman","96615",1986-02-28,23.4,30.4,25.9,94,1.6,5.8,NA,0.5144444,0.725,5.8,238.43655,22.2,4.21677677306362,4.1766771297841,0.04009964327952,73.7341614503443
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-01,23,30.2,25.9,94,3.7,3.1,NA,0.914567822222222,0.3875,3.1,126.765045,21.8,2.41638857318292,2.41638857318292,0,75.0177728771614
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-02,22.9,30.4,26.1,90,35.8,6.5,NA,1.0288888,0.8125,6.5,265.797675,20.9,4.59929215243396,4.59929215243396,0,106.218480724727
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-03,22.8,30.2,25.2,90,0,4.6,NA,1.0288888,0.575,4.6,188.10297,20.8,3.40774368186635,3.40774368186635,4.44089209850063e-15,102.810737042861
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-04,23,30.2,26.2,88,0,7.5,NA,1.0288888,0.9375,7.5,306.689625,20.6,5.2213753767778,5.2213753767778,4.44089209850063e-15,97.5893616660833
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-05,23.2,29.8,25.5,94,1.8,2.7,NA,0.5144444,0.3375,2.7,110.408265,22,2.16473948706376,2.16473948706376,4.88498130835069e-15,97.2246221790195
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-06,22.8,29.8,25,96,3.8,2.3,NA,1.0288888,0.2875,2.3,94.051485,22,1.85851425308637,1.85851425308637,0,99.1661079259331
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-07,23,31,26.3,94,0.5,6.4,NA,1.0288888,0.8,6.4,261.70848,21.8,4.54726168599851,4.54726168599851,0,95.1188462399346
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-08,23.4,29,25.3,95,2.2,1,NA,0.857407333333333,0.125,1,40.89195,22.4,1.06010186789121,1.06010186789121,0,96.2587443720434
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-09,23.4,30.6,26.4,90,1.8,4,NA,1.0288888,0.5,4,163.5678,21.4,3.06852068170405,3.06852068170405,-4.44089209850063e-16,94.9902236903394
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-10,23.4,30.2,26.3,92,38.9,4.2,NA,0.82311104,0.525,4.2,171.74619,21.8,3.15287682393375,3.15287682393375,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-11,23.4,28.8,24.6,93,21.4,3.4,NA,0.72022216,0.425,3.4,139.03263,22,2.58877401585414,2.58877401585414,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-12,23.6,30.2,26.7,91,7.4,5.6,NA,0.5144444,0.7,5.6,228.99492,21.8,4.07926578865162,4.07926578865162,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-13,23.6,29.8,26,92,4.2,3.4,NA,0.72022216,0.425,3.4,139.03263,22,2.63395176848257,2.63395176848257,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-14,23.8,28.8,25.3,95,18.4,2.5,NA,0.61733328,0.3125,2.5,102.229875,22.8,2.00588854226248,2.00588854226248,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-15,23.8,29.8,26,92,1.7,2.6,NA,0.5144444,0.325,2.6,106.31907,22.2,2.12120075321351,2.12120075321351,-1.77635683940025e-15,121.578799246786
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-16,24,29.4,26,93,5.7,2.6,NA,0.5144444,0.325,2.6,106.31907,22.6,2.10517973880517,2.10517973880517,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-17,24.2,29.2,26.6,91,48.5,3.6,NA,1.0288888,0.45,3.6,147.21102,22.4,2.76076647181528,2.76076647181528,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-18,23.2,29,25.6,91,12.1222222222222,2.9,NA,0.734920571428571,0.3625,2.9,118.586655,21.4,2.29519314491719,2.29519314491719,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-19,23.2,30.6,26.6,89,0,7.8,NA,0.5144444,0.975,7.8,318.95721,21,5.47752881589836,5.47752881589835,7.105427357601e-15,116.522471184102
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-20,23.8,30.6,26.7,90,26.8,6.2,NA,1.0288888,0.775,6.2,253.53009,21.8,4.43690439299666,4.43690439299666,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-21,23.6,29,26,92,0.5,1,NA,1.0288888,0.125,1,40.89195,22,1.13104715295472,1.13104715295472,1.11022302462516e-15,121.368952847045
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-22,23.8,30.8,27,90,2.3,7.6,NA,1.0288888,0.95,7.6,310.77882,21.8,5.31949497133316,5.31949497133316,-3.5527136788005e-15,118.349457875712
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-23,23.8,30.8,27.1,90,5.2,7.3,NA,0.5144444,0.9125,7.3,298.511235,21.8,5.18923013908188,5.18923013908188,0,118.36022773663
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-24,23.8,30,26,92,15.4,5.5,NA,1.5433332,0.6875,5.5,224.905725,22.2,3.87905195937446,3.87905195937446,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-25,23.9,30,26.9,88,0,6.2,NA,1.0288888,0.775,6.2,253.53009,21.5,4.39717354053192,4.39717354053192,-1.77635683940025e-15,117.602826459468
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-26,24.2,30.4,27.3,90,0.2,5.8,NA,1.5433332,0.725,5.8,237.17331,22.2,4.13547222019827,4.13547222019828,-7.105427357601e-15,113.66735423927
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-27,25,30.4,27.5,88,2.6,4.2,NA,1.0288888,0.525,4.2,171.74619,22.6,3.22119748830261,3.22119748830261,1.33226762955019e-15,113.046156750967
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-28,25,29.8,26.7,92,0,3.8,NA,1.0288888,0.475,3.8,155.38941,23.4,2.88044627977531,2.88044627977531,-1.77635683940025e-15,110.165710471192
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-29,24,30.6,26.1,93,0.5,6.6,NA,1.0288888,0.825,6.6,269.88687,22.6,4.62151107769988,4.62151107769988,1.77635683940025e-15,106.044199393492
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-30,24.7,30.6,27.1,92,0,5.7,NA,0.5144444,0.7125,5.7,233.084115,23.1,4.14063142466021,4.14063142466021,-6.21724893790088e-15,101.903567968832
"Stasiun Meteorologi Rahadi Oesman","96615",1986-03-31,24.4,31,27.2,90,0,7.3,NA,1.0288888,0.9125,7.3,298.511235,22.4,5.12224376234196,5.12224376234195,4.44089209850063e-15,96.7813242064898
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-01,24.8,31.4,27.7,88,0,7.9,NA,1.0288888,0.9875,7.9,309.7116,22.4,5.55978356439394,5.55978356439394,5.32907051820075e-15,91.2215406420959
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-02,25.2,31.2,27.7,88,0,7.4,NA,1.5433332,0.925,7.4,290.1096,22.8,5.20827572342799,5.20827572342799,0,86.0132649186679
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-03,25.2,31.4,27.9,91,0,7.8,NA,1.0288888,0.975,7.8,305.7912,23.4,5.48905897383193,5.48905897383193,-5.32907051820075e-15,80.524205944836
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-04,24.8,31.6,27.4,92,0,7.3,NA,0.5144444,0.9125,7.3,286.1892,23.2,5.22750931342956,5.16390635914986,0.063602954279701,75.3602995856861
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-05,23.8,31.8,27.2,90,15.6,4.5,NA,0.5144444,0.5625,4.5,176.418,21.8,3.36215526047048,3.36215526047048,0,87.5981443252156
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-06,24.2,30.7,26.9,93,0.9,4.6,NA,0.955396742857143,0.575,4.6,180.3384,22.8,3.33987725094545,3.33987725094544,6.66133814775094e-15,85.1582670742702
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-07,23.9,31.8,27,87,19.1,6,NA,1.0288888,0.75,6,235.224,21.3,4.32014724930594,4.32014724930594,0,99.9381198249642
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-08,24.2,31.2,27.2,87,0.7,7.1,NA,1.0288888,0.8875,7.1,278.3484,21.6,4.95454771542759,4.95454771542759,-1.77635683940025e-15,95.6835721095367
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-09,24.8,31.6,27.7,86,2.2,5,NA,1.0288888,0.625,5,196.02,22,3.72548754368448,3.72548754368448,3.5527136788005e-15,94.1580845658522
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-10,24.2,29,26.4,92,3.2,0,NA,0.92599992,0,0,0,22.6,0.505221450558036,0.505221450558036,0,96.8528631152941
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-11,24,30.4,26.7,91,5.8,5,NA,0.857407333333333,0.625,5,196.02,22.2,3.56079220924966,3.56079220924966,0,99.0920709060445
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-12,23.4,30.7,26.7,89,37.7,7.4,NA,0.5144444,0.925,7.4,290.1096,21.2,5.04746544358598,5.04746544358598,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-13,23.6,29,25.7,94,2.3,0,NA,1.0288888,0,0,0,22.4,0.470235705770993,0.470235705770993,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-14,23.9,28.4,26,95,19.5,1.4,NA,0.72022216,0.175,1.4,54.8856,22.9,1.2619934502421,1.2619934502421,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-15,23.8,31.2,26.7,90,0,6.8,NA,0.72022216,0.85,6.8,266.5872,21.8,4.6870374944233,4.68703749442331,-4.44089209850063e-15,117.312962505577
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-16,23.4,31.8,27.3,90,0,8,NA,0.5144444,1,8,313.632,21.4,5.47384064193534,5.47384064193534,-4.44089209850063e-15,111.839121863641
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-17,24.1,30,25.9,94,0,2.9,NA,0.72022216,0.3625,2.9,113.6916,22.9,2.19956070208517,2.19956070208517,2.66453525910038e-15,109.639561161556
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-18,23.8,31.6,26.8,93,0,8,NA,1.0288888,1,8,313.632,22.4,5.37073075370332,5.37073075370331,4.44089209850063e-15,104.268830407853
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-19,23.6,31.5,26.6,94,4.9,4,NA,0.5144444,0.5,4,156.816,22.4,2.91706345131878,2.91706345131878,0,106.251766956534
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-20,22.8,30.8,26.6,90,0.5,5,NA,0.881904685714286,0.625,5,196.02,20.8,3.48156980344173,3.48156980344173,3.5527136788005e-15,103.270197153092
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-21,23.8,31.2,27.8,90,12.7111111111111,5.5,NA,0.5144444,0.6875,5.5,215.622,21.8,3.84092407783694,3.84092407783694,0,112.140384186367
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-22,24.5,29.7,26.9,95,3.4,1,NA,0.955396742857143,0.125,1,39.204,23.5,1.02074176057873,1.02074176057873,0,114.519642425788
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-23,24.6,31.6,26.9,92,0,6.7,NA,1.0288888,0.8375,6.7,262.6668,23,4.56797178040348,4.56797178040347,7.105427357601e-15,109.951670645384
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-24,24,33.1,26.4,93,50,6.9,NA,1.5433332,0.8625,6.9,270.5076,22.6,4.69209504186369,4.69209504186369,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-25,24.2,31,27.5,92,43.8,7.6,NA,1.0288888,0.95,7.6,297.9504,22.6,5.01613018382084,5.01613018382084,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-26,23.6,31.6,26.8,92,11.8,6.4,NA,1.0288888,0.8,6.4,250.9056,22,4.30715195542152,4.30715195542152,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-27,25,30.6,27.7,92,1.2,5.1,NA,1.0288888,0.6375,5.1,199.9404,23.4,3.52141102164327,3.52141102164327,-1.77635683940025e-15,119.678588978357
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-28,25,31.6,27,94,1.7,6.2,NA,0.5144444,0.775,6.2,243.0648,23.8,4.28103130202109,4.28103130202109,1.77635683940025e-15,117.097557676336
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-29,24.2,31.8,27.4,92,26.5,7.1,NA,1.0288888,0.8875,7.1,278.3484,22.6,4.73564475334647,4.73564475334647,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-04-30,24.6,31.1,26.5,92,22.4,2.4,NA,1.0288888,0.3,2.4,94.0896,23,1.91204614031514,1.91204614031514,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-01,23.4,30.6,26.4,90,13.5,2.9,NA,0.955396742857143,0.3625,2.9,106.488,21.4,2.20254045454765,2.20254045454765,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-02,24.4,30.4,27.3,89,6.9,2.6,NA,1.0288888,0.325,2.6,95.472,22.2,2.06320332406442,2.06320332406442,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-03,24,31.7,27.3,88,0,5,NA,1.0288888,0.625,5,183.6,21.6,3.48643443330162,3.48643443330162,-4.44089209850063e-15,118.513565566698
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-04,24.2,28.8,26.5,91,0,1.8,NA,1.0288888,0.225,1.8,66.096,22.4,1.53764333157416,1.53764333157416,6.66133814775094e-16,116.975922235124
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-05,24.8,31.8,27.6,88,8.5,7.2,NA,1.0288888,0.9,7.2,264.384,22.4,4.78180777902009,4.78180777902009,0,120.694114456104
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-06,24.2,31.2,26.8,91,10.8,3.8,NA,1.0288888,0.475,3.8,139.536,22.4,2.71175867401666,2.71175867401666,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-07,24.2,31.2,27.2,85,0,2.7,NA,1.5433332,0.3375,2.7,99.144,21.2,2.27931262078069,2.27931262078069,1.77635683940025e-15,119.720687379219
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-08,24,32.7,27.9,83,0,7.9,NA,1.0288888,0.9875,7.9,290.088,20.6,5.20528988344509,5.20528988344509,-3.5527136788005e-15,114.515397495774
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-09,24.4,32,26.6,91,49.9,4.8,NA,1.0288888,0.6,4.8,176.256,22.6,3.31059041062366,3.31059041062366,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-10,23.4,30.6,26.8,88,6.1,7.4,NA,1.0288888,0.925,7.4,271.728,21,4.6653485306793,4.6653485306793,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",1986-05-11,23.4,31,26.1,92,0,2.1,NA,1.0288888,0.2625,2.1,77.112,21.8,1.68330149193588,1.68330149193588,-1.55431223447522e-15,120.316698508064
