"","YYYYMMDD","HHMM","sat","lat","lon","T21","T31","sample","FRP","conf","type","year","CLUSTER_ID","coords.x1","coords.x2","freq","Duplicate"
"6480",2015-08-07,"612","A",-1.904,110.107,331,299.9,794,19.2,84,"0","2015",71381,400681.555156848,9789523.58712305,1,"Unique"
"6481",2015-08-07,"612","A",-1.837,110.064,320,301.3,797,9,56,"0","2015",68429,395894.776709253,9796927.66070703,1,"Unique"
"6482",2015-08-07,"612","A",-1.802,110.115,320.3,299,791,8.3,60,"0","2015",72094,401565.745354426,9800799.61833381,1,"Unique"
"6483",2015-08-07,"612","A",-1.803,110.106,325,299.5,792,13.2,69,"0","2015",71291,400564.692076339,9800688.584531,1,"Unique"
"6484",2015-08-09,"305","T",-1.397,110.093,316.4,286,562,11.4,70,"0","2015",70318,399098.804925904,9845569.22520008,1,"Unique"
"6485",2015-08-09,"305","T",-1.704,110.3,314.1,287.3,591,7.3,22,"0","2015",86040,422139.513219152,9811641.46449633,1,"Unique"
"6486",2015-08-09,"559","A",-1.734,110.021,307.3,280.7,1077,10.7,45,"0","2015",66560,391105.64499287,9808311.51241852,1,"Unique"
"6487",2015-08-09,"1822","A",-1.391,110.092,302.4,290.9,877,4.6,49,"0","2015",70244,398987.292648666,9846232.45244062,1,"Unique"
"6489",2015-08-11,"1513","T",-2.191,110.102,304.4,294.2,621,4,60,"0","2015",70926,400143.182517086,9757796.74781401,1,"Unique"
"6490",2015-08-11,"1513","T",-1.85,110.173,305.3,294.1,606,4.5,64,"0","2015",76234,408019.710363561,9795496.57995216,1,"Unique"
"6492",2015-08-11,"1513","T",-1.392,110.097,306.8,294.3,603,4.7,35,"0","2015",70600,399543.61877749,9846122.12099464,1,"Unique"
"6493",2015-08-11,"547","A",-1.969,110.142,312.6,287.3,1246,30.6,57,"0","2015",74190,404578.149936371,9782340.19483777,1,"Unique"
"6494",2015-08-11,"547","A",-1.972,110.119,311,285.2,1247,24.2,0,"0","2015",72426,402020.197064477,9782007.22631444,1,"Unique"
"6495",2015-08-11,"1809","A",-1.7,110.302,301.1,290.7,578,2.9,37,"0","2015",86198,422361.822834098,9812083.70377324,1,"Unique"
"6496",2015-08-13,"1501","T",-1.895,110.108,310,294.3,936,10.2,79,"0","2015",71472,400792.269603155,9790518.55055434,1,"Unique"
"6497",2015-08-13,"1501","T",-1.896,110.097,311.5,294.3,937,11.7,83,"0","2015",70574,399568.812377616,9790407.37131149,1,"Unique"
"6498",2015-08-13,"1501","T",-1.708,110.297,303.8,293.7,915,5.2,57,"0","2015",85784,421805.970145468,9811199.18393878,1,"Unique"
"6499",2015-08-13,"1501","T",-1.703,110.301,311.2,294,914,11,82,"0","2015",86121,422250.70794461,9811752.0445474,1,"Unique"
"6500",2015-08-13,"1501","T",-1.704,110.291,310.4,293.7,915,10.2,80,"0","2015",85258,421138.398791503,9811641.09844047,1,"Unique"
"6501",2015-08-14,"618","A",-1.868,110.074,326.8,296.8,629,17.9,69,"0","2015",69027,397008.900398972,9793501.31157456,1,"Unique"
"6502",2015-08-14,"618","A",-1.707,110.295,320.9,298.3,601,12.6,74,"0","2015",85622,421583.460226046,9811309.64227421,1,"Unique"
"6503",2015-08-14,"618","A",-1.585,110.061,322,297.8,624,12.3,55,"0","2015",68288,395547.443199595,9824785.16062392,1,"Unique"
"6504",2015-08-14,"618","A",-1.499,110.079,318.5,299,620,8.1,56,"0","2015",69385,397545.791021805,9834292.97963073,1,"Unique"
"6506",2015-08-15,"1449","T",-1.903,110.129,304.9,289.1,1165,12.9,62,"0","2015",73233,403128.50606396,9789635.38324058,1,"Unique"
"6507",2015-08-16,"311","T",-1.727,110.168,338.9,296.6,743,37.1,90,"0","2015",75908,407457.40043928,9809093.13496052,1,"Unique"
"6508",2015-08-16,"311","T",-1.729,110.177,323.5,295.3,744,16.2,78,"0","2015",76535,408458.62755181,9808872.484968,1,"Unique"
"6509",2015-08-16,"311","T",-1.914,110.12,330.2,298.7,742,20.2,83,"0","2015",72524,402128.081068953,9788418.88302617,1,"Unique"
"6510",2015-08-16,"311","T",-1.915,110.129,321.9,299,743,10.2,32,"0","2015",73231,403129.177880836,9788308.84946416,1,"Unique"
"6512",2015-08-16,"311","T",-2.111,110.146,319.6,302.2,750,8.9,44,"0","2015",74464,405031.36950095,9766643.15295872,1,"Unique"
"6513",2015-08-16,"1531","T",-1.916,110.109,304,293.6,212,9.3,57,"0","2015",71549,400904.698525948,9788197.16125521,1,"Unique"
"6514",2015-08-16,"1531","T",-1.797,110.134,304.4,294.1,209,10.9,60,"0","2015",73595,403678.924257213,9801353.35492654,1,"Unique"
"6515",2015-08-16,"1531","T",-1.73,110.174,308.5,293.9,206,17,75,"0","2015",76306,408124.965807238,9808761.79709246,1,"Unique"
"6516",2015-08-16,"1531","T",-1.724,110.166,309.4,293.8,206,17.6,77,"0","2015",75762,407234.781133279,9809424.66705708,1,"Unique"
"6517",2015-08-16,"1531","T",-1.387,110.098,305.3,293,206,11.7,64,"0","2015",70656,399654.664382227,9846674.88780171,1,"Unique"
"6518",2015-08-16,"605","A",-2.12,110.134,323.2,304.3,948,12,60,"0","2015",73580,403697.36948778,9765647.513553,1,"Unique"
"6519",2015-08-16,"605","A",-2.042,110.188,321.4,302.9,942,9.9,43,"0","2015",77352,409698.362936038,9774273.12317342,1,"Unique"
"6521",2015-08-16,"605","A",-2.003,110.165,324.2,300.4,943,16.9,76,"0","2015",75683,407138.16107027,9778583.01307213,1,"Unique"
"6522",2015-08-16,"605","A",-2.004,110.154,337.2,301,944,38.3,88,"0","2015",74994,405914.799813867,9778471.84187089,1,"Unique"
"6523",2015-08-16,"605","A",-1.946,110.13,324.1,301.4,945,13.6,42,"0","2015",73290,403242.157458795,9784882.0270839,1,"Unique"
"6524",2015-08-16,"605","A",-1.919,110.18,320,301.2,940,14,71,"0","2015",76738,408801.905441968,9787869.47479492,1,"Unique"
"6525",2015-08-16,"605","A",-1.919,110.115,328.5,303.7,946,18.2,59,"0","2015",72081,401572.23186082,9787865.87237462,1,"Unique"
"6526",2015-08-16,"605","A",-1.898,110.123,336.6,301.5,945,34.6,84,"0","2015",72751,402460.861047362,9790187.76839859,1,"Unique"
"6527",2015-08-16,"605","A",-1.805,110.125,328.4,296.7,943,23.4,70,"0","2015",72928,402678.243605011,9800468.52219304,1,"Unique"
"6528",2015-08-16,"605","A",-1.77,110.087,326,299.9,946,19.3,79,"0","2015",69912,398449.423470832,9804335.54065447,1,"Unique"
"6529",2015-08-16,"605","A",-1.772,110.077,335.2,299.4,947,35.7,86,"0","2015",69231,397337.163822914,9804113.89833048,1,"Unique"
"6530",2015-08-16,"605","A",-1.769,110.082,340,300,946,44.7,90,"0","2015",69575,397893.184300134,9804445.81186918,1,"Unique"
"6532",2015-08-16,"605","A",-1.736,110.174,332,296.6,937,31.8,84,"0","2015",76305,408125.254995214,9808098.53922659,1,"Unique"
"6533",2015-08-16,"605","A",-1.708,110.298,339.2,296.3,925,40,89,"0","2015",85876,421917.204804029,9811199.22459125,1,"Unique"
"6534",2015-08-16,"605","A",-1.71,110.287,347.9,298,926,59.6,94,"0","2015",84906,420693.704290515,9810977.69421517,1,"Unique"
"6536",2015-08-16,"605","A",-1.728,110.162,327.8,294.1,938,25.2,81,"0","2015",75529,406790.027013299,9808982.29849464,1,"Unique"
"6537",2015-08-16,"605","A",-1.712,110.063,314.5,292.5,947,8.3,57,"0","2015",68378,395776.544888426,9810745.89457197,1,"Unique"
"6538",2015-08-16,"606","A",-1.401,110.097,348.7,298.7,938,65.3,89,"0","2015",70597,399544.000948965,9845127.21704511,1,"Unique"
"6539",2015-08-16,"606","A",-1.398,110.101,333.1,296.4,937,30.9,86,"0","2015",70877,399988.898469202,9845459.02245482,1,"Unique"
"6540",2015-08-16,"606","A",-1.4,110.091,328.1,299.6,938,22.5,55,"0","2015",70178,398876.420228958,9845237.50401461,1,"Unique"
"6541",2015-08-16,"606","A",-1.389,110.1,331.5,299.3,937,29,84,"0","2015",70795,399877.262135997,9846453.88293847,1,"Unique"
"6542",2015-08-16,"1828","A",-1.708,110.29,308.6,293,1038,13.1,75,"0","2015",85165,421027.326863317,9811198.89775077,1,"Unique"
"6544",2015-08-17,"1436","T",-1.888,110.116,303.2,293,1300,25.1,54,"0","2015",72176,401681.702180653,9791292.8205491,1,"Unique"
"6545",2015-08-17,"1436","T",-1.795,110.127,306.3,293,1299,36.5,68,"0","2015",73084,402900.181547115,9801574.07316084,1,"Unique"
"6548",2015-08-18,"258","T",-1.4,110.102,314.9,300.1,408,7.6,29,"0","2015",70966,400100.239296318,9845237.97555799,1,"Unique"
"6549",2015-08-18,"259","T",-1.705,110.295,321.9,301.6,432,13.9,57,"0","2015",85623,421583.379236347,9811530.72189883,1,"Unique"
"6550",2015-08-18,"259","T",-1.727,110.176,314.1,298.9,421,9.1,59,"0","2015",76457,408347.295079656,9809093.52255813,1,"Unique"
"6551",2015-08-18,"259","T",-1.891,110.107,327.2,303.8,418,19.1,80,"0","2015",71384,400680.813458334,9790960.67372649,1,"Unique"
"6552",2015-08-18,"259","T",-1.923,110.124,320,302.8,420,8.7,28,"0","2015",72824,402573.497606803,9787424.20898321,1,"Unique"
"6553",2015-08-18,"259","T",-1.989,110.215,324.7,299.5,430,20.4,77,"0","2015",79426,412698.372248159,9780133.35162747,1,"Unique"
"6554",2015-08-18,"259","T",-1.991,110.225,332.3,300.4,431,31.8,84,"0","2015",80080,413810.6673059,9779912.79333803,1,"Unique"
"6555",2015-08-18,"1519","T",-2.191,110.101,309,294.4,463,8.5,76,"0","2015",70846,400031.974232727,9757796.68113597,1,"Unique"
"6556",2015-08-18,"1519","T",-1.989,110.223,348.6,296.2,447,69.2,100,"0","2015",79951,413588.125426471,9780133.77259666,1,"Unique"
"6557",2015-08-18,"1519","T",-1.99,110.213,353.5,296.4,448,82,100,"0","2015",79275,412475.986403116,9780022.70348141,1,"Unique"
"6558",2015-08-18,"1519","T",-1.979,110.222,348.8,294.7,447,69.7,100,"0","2015",79884,413476.386682871,9781239.14005498,1,"Unique"
"6559",2015-08-18,"1519","T",-1.981,110.212,365.5,295.2,448,120.6,100,"0","2015",79200,412364.293057415,9781017.53065587,1,"Unique"
"6560",2015-08-18,"1519","T",-1.391,110.103,307.7,291.9,446,9.1,30,"0","2015",71053,400211.116031575,9846232.92043626,1,"Unique"
"6561",2015-08-18,"1519","T",-1.393,110.093,309.8,292.7,447,10.1,49,"0","2015",70319,399098.634502416,9846011.40521802,1,"Unique"
"6562",2015-08-18,"553","A",-2.022,110.151,326.2,296.4,1171,44.8,76,"0","2015",74816,405582.175625259,9776481.87770079,1,"Unique"
"6563",2015-08-18,"553","A",-2,110.219,333.5,297,1167,70.7,86,"0","2015",79684,413143.825948996,9778917.59980095,1,"Unique"
"6564",2015-08-18,"553","A",-1.988,110.217,332.2,294,1167,66.9,85,"0","2015",79540,412920.758280724,9780243.99939642,1,"Unique"
"6565",2015-08-18,"553","A",-1.99,110.2,313.6,296,1168,14.7,50,"0","2015",78244,411030.134004397,9780022.00810538,1,"Unique"
"6566",2015-08-18,"553","A",-1.886,110.107,312,293.6,1172,11.9,25,"0","2015",71386,400680.529542265,9791513.39928702,1,"Unique"
"6567",2015-08-18,"553","A",-1.805,110.126,321.9,297.8,1170,33.5,0,"0","2015",73014,402789.47714298,9800468.57567288,1,"Unique"
"6568",2015-08-18,"553","A",-1.793,110.124,319.7,295.5,1170,26.8,50,"0","2015",72841,402566.373283466,9801795.0025862,1,"Unique"
"6569",2015-08-18,"1816","A",-1.879,110.118,305,294.2,729,5.1,63,"0","2015",72364,401903.656025015,9792287.83648858,1,"Unique"
"6570",2015-08-18,"1816","A",-1.976,110.217,312.7,294.3,742,10.6,86,"0","2015",79543,412920.131276995,9781570.504761,1,"Unique"
"6571",2015-08-18,"1816","A",-1.978,110.226,305.6,293.9,743,5.5,65,"0","2015",80154,413921.21385632,9781349.89001398,1,"Unique"
"6572",2015-08-18,"1816","A",-1.985,110.216,324.2,294.8,742,21.1,100,"0","2015",79479,412809.381692607,9780575.57307167,1,"Unique"
"6573",2015-08-18,"1816","A",-1.987,110.225,327.4,295.2,743,24.8,100,"0","2015",80082,413810.459710379,9780354.96098666,1,"Unique"
"6574",2015-08-18,"1816","A",-2.191,110.104,309,294.5,735,7.8,76,"0","2015",71108,400365.598994223,9757796.88094736,1,"Unique"
"6575",2015-08-19,"341","T",-1.392,110.106,312.7,293.9,1283,28.7,50,"0","2015",71324,400544.927290796,9846122.50247622,1,"Unique"
"6577",2015-08-19,"341","T",-1.805,110.13,324.2,296.1,1287,83.2,73,"0","2015",73301,403234.410997625,9800468.78898044,1,"Unique"
"6578",2015-08-19,"341","T",-1.986,110.215,314,294.1,1291,38.3,54,"0","2015",79427,412698.214660787,9780464.97814941,1,"Unique"
"6579",2015-08-19,"636","A",-1.993,110.226,320.7,297,212,25.4,70,"0","2015",80150,413921.989967118,9779691.76179363,1,"Unique"
"6580",2015-08-19,"636","A",-1.996,110.21,324.5,296.8,213,34.3,79,"0","2015",79049,412142.646621949,9779359.29013507,1,"Unique"
"6581",2015-08-19,"636","A",-1.997,110.22,328.9,297.4,212,47,83,"0","2015",79739,413254.886894405,9779249.27884735,1,"Unique"
"6582",2015-08-19,"636","A",-1.986,110.218,327.2,295.1,212,42.1,82,"0","2015",79618,413031.872904491,9780465.13627985,1,"Unique"
"6583",2015-08-19,"636","A",-1.93,110.113,334.3,299.7,218,55.1,87,"0","2015",71912,401350.410635358,9786649.76242953,1,"Unique"
"6584",2015-08-19,"636","A",-1.921,110.123,322,295,217,23.8,49,"0","2015",72740,402462.157909464,9787645.2412323,1,"Unique"
"6585",2015-08-19,"636","A",-1.923,110.107,328.7,300.1,218,39.2,81,"0","2015",71378,400682.64831519,9787423.22939751,1,"Unique"
"6586",2015-08-19,"636","A",-1.723,110.183,315.1,299.1,211,12.9,33,"0","2015",76984,409125.761605646,9809536.02950612,1,"Unique"
"6587",2015-08-19,"636","A",-1.729,110.179,319.3,299.2,211,24.2,73,"0","2015",76677,408681.100641793,9808872.58127625,1,"Unique"
"6588",2015-08-19,"636","A",-1.394,110.094,323,300.4,212,26.9,57,"0","2015",70392,399209.933716064,9845900.90304071,1,"Unique"
"6589",2015-08-20,"246","T",-1.39,110.107,323.4,299.4,182,37,78,"0","2015",71416,400656.099984078,9846343.63377534,1,"Unique"
"6590",2015-08-20,"246","T",-1.711,110.295,321.2,302.2,197,23.5,52,"0","2015",85621,421583.622490206,9810867.48301132,1,"Unique"
"6591",2015-08-20,"246","T",-1.982,110.226,328.9,303.3,196,51.6,82,"0","2015",80153,413921.42024611,9780907.72251751,1,"Unique"
"6592",2015-08-20,"246","T",-1.994,110.224,315.5,301.7,196,17.9,60,"0","2015",80023,413699.604610219,9779581.11520609,1,"Unique"
"6593",2015-08-20,"246","T",-1.99,110.235,313.5,301.2,197,14.3,35,"0","2015",80737,414922.803268544,9780023.85431037,1,"Unique"
"6594",2015-08-20,"1507","T",-2.087,110.161,305.6,293.1,782,6.2,65,"0","2015",75453,406698.134549574,9769297.11226428,1,"Unique"
"6595",2015-08-20,"1507","T",-1.986,110.224,308.2,293.3,773,7.4,74,"0","2015",80025,413699.188674349,9780465.45072374,1,"Unique"
"6596",2015-08-20,"1507","T",-1.975,110.232,305.4,293.4,772,5.4,51,"0","2015",80557,414588.378243751,9781681.82511522,1,"Unique"
"6597",2015-08-20,"1507","T",-1.977,110.223,323.4,294.5,773,20.7,100,"0","2015",79954,413587.502915057,9781460.27607763,1,"Unique"
"6598",2015-08-20,"1507","T",-1.93,110.161,304.4,293.3,779,4.7,59,"0","2015",75461,406689.226867368,9786652.47086966,1,"Unique"
"6599",2015-08-20,"1507","T",-1.925,110.132,312.2,294.2,782,9.3,79,"0","2015",73430,403463.418506548,9787203.57462323,1,"Unique"
"6600",2015-08-20,"1507","T",-1.928,110.113,309.7,293.9,784,8.2,78,"0","2015",71914,401350.295414007,9786870.85239441,1,"Unique"
"6601",2015-08-20,"1507","T",-1.71,110.284,305,293.9,761,5.3,63,"0","2015",84655,420359.99979156,9810977.57002889,1,"Unique"
"6602",2015-08-20,"1507","T",-1.74,110.074,311.1,294.7,784,9.6,82,"0","2015",69032,397001.700571449,9807651.20280571,1,"Unique"
"6603",2015-08-20,"1507","T",-1.687,110.061,308.9,294.2,784,7.9,76,"0","2015",68276,395552.719486429,9813509.4436115,1,"Unique"
"6604",2015-08-20,"1507","T",-1.647,110.278,312.5,295.1,760,10.2,85,"0","2015",84103,419690.019529369,9817941.35218409,1,"Unique"
"6605",2015-08-20,"1507","T",-1.394,110.112,348.9,300,772,60.1,100,"0","2015",71861,401212.548233429,9845901.66582313,1,"Unique"
"6606",2015-08-20,"1507","T",-1.396,110.103,352.5,301.1,773,68.6,100,"0","2015",71050,400211.326484739,9845680.19694798,1,"Unique"
"6607",2015-08-20,"1507","T",-1.397,110.094,309,295,774,7.5,76,"0","2015",70391,399210.061438451,9845569.26811797,1,"Unique"
"6608",2015-08-20,"541","A",-1.988,110.237,318.8,299.9,1300,60.9,72,"0","2015",80865,415145.138345129,9780245.04051298,1,"Unique"
"6609",2015-08-20,"541","A",-1.992,110.207,327.3,300.4,1301,112.5,81,"0","2015",78799,411808.776794373,9779801.29917057,1,"Unique"
"6610",2015-08-20,"541","A",-1.978,110.231,319.2,300.2,1300,59.7,68,"0","2015",80485,414477.312011911,9781350.14848325,1,"Unique"
"6611",2015-08-20,"541","A",-1.982,110.201,316,298.6,1301,40.6,45,"0","2015",78327,411140.926174732,9780906.40237653,1,"Unique"
"6612",2015-08-20,"541","A",-1.649,110.264,317.2,296.2,1297,48.4,31,"0","2015",82900,418132.758693344,9817719.70163722,1,"Unique"
"6613",2015-08-20,"541","A",-1.648,110.287,314.5,295.2,1296,41.1,0,"0","2015",84907,420691.205287944,9817831.17260055,1,"Unique"
"6614",2015-08-20,"541","A",-1.652,110.258,314.7,296.2,1297,45.3,48,"0","2015",82414,417465.449058274,9817387.8319304,1,"Unique"
"6615",2015-08-20,"1803","A",-1.389,110.103,321.4,287.3,398,24.7,100,"0","2015",71055,400211.032061706,9846454.00982515,1,"Unique"
"6616",2015-08-20,"1803","A",-1.705,110.292,303.8,289.5,422,7.5,57,"0","2015",85348,421249.674455498,9811530.599462,1,"Unique"
"6617",2015-08-20,"1803","A",-1.916,110.142,302,291.2,412,4.8,5,"0","2015",74192,404575.175774729,9788199.03446352,1,"Unique"
"6618",2015-08-21,"329","T",-1.392,110.108,364.5,299,1136,212.1,100,"0","2015",71503,400767.43995772,9846122.58673076,1,"Unique"
"6619",2015-08-21,"329","T",-1.504,110.087,309.3,294.6,1136,9.5,35,"0","2015",69932,398436.03673548,9833740.62583447,1,"Unique"
"6620",2015-08-21,"329","T",-1.616,110.065,312.4,292.9,1136,15.5,45,"0","2015",68493,395993.997413543,9821358.43344215,1,"Unique"
"6621",2015-08-21,"329","T",-1.705,110.291,314.1,295.2,1151,15.8,53,"0","2015",85257,421138.439480373,9811530.55853416,1,"Unique"
"6622",2015-08-21,"329","T",-1.685,110.065,314.6,290.1,1137,21.5,68,"0","2015",68489,395997.582946909,9813730.75020479,1,"Unique"
"6623",2015-08-21,"329","T",-1.766,110.243,315.1,298.4,1149,14.4,34,"0","2015",81323,415801.82994144,9804785.51696295,1,"Unique"
"6624",2015-08-21,"329","T",-2.078,110.165,315.8,300.9,1148,15.7,64,"0","2015",75677,407142.463484953,9770292.24198629,1,"Unique"
"6625",2015-08-21,"329","T",-2.084,110.157,319.8,301.1,1148,23.3,62,"0","2015",75179,406253.100669064,9769628.50616306,1,"Unique"
"6626",2015-08-21,"624","A",-1.925,110.115,312.4,283.7,465,6.1,44,"0","2015",72078,401572.575494079,9787202.60289297,1,"Unique"
"6627",2015-08-21,"624","A",-1.917,110.104,311.1,283.5,466,4.9,36,"0","2015",71109,400348.62057712,9788086.32602882,1,"Unique"
"6628",2015-08-21,"624","A",-1.843,110.047,339.9,279.6,470,45.8,65,"0","2015",67592,394004.157344488,9796263.37980093,1,"Unique"
"6629",2015-08-21,"624","A",-1.618,110.063,325.2,287.1,464,20.9,62,"0","2015",68382,395771.606802774,9821137.23860918,1,"Unique"
"6630",2015-08-21,"624","A",-1.515,110.071,324,293.6,461,19.5,81,"0","2015",68870,396656.528390238,9832523.87099357,1,"Unique"
"6631",2015-08-21,"624","A",-1.504,110.08,328.4,288.6,460,23.4,60,"0","2015",69456,397657.275571952,9833740.29884991,1,"Unique"
"6632",2015-08-21,"624","A",-1.505,110.07,330.8,289.5,461,25.8,55,"0","2015",68813,396544.804071826,9833629.28157059,1,"Unique"
"6633",2015-08-21,"624","A",-1.4,110.1,328.5,283.8,456,26.8,73,"0","2015",70790,399877.727015389,9845237.89025003,1,"Unique"
"6635",2015-08-22,"234","T",-1.505,110.09,308.5,293.7,51,26.7,27,"0","2015",70114,398769.837154085,9833630.22000448,1,"Unique"
"6636",2015-08-22,"234","T",-1.642,110.255,314,295.7,57,49.2,57,"0","2015",82176,417131.319413451,9818493.11436039,1,"Unique"
"6637",2015-08-22,"234","T",-1.653,110.247,310.4,296,57,33.7,48,"0","2015",81588,416241.862633665,9817276.83074712,1,"Unique"
"6638",2015-08-22,"234","T",-1.761,110.254,314.4,299.4,58,37.4,34,"0","2015",82092,417025.165736201,9805338.7159904,1,"Unique"
"6639",2015-08-22,"1454","T",-2.2,110.142,305.5,294.3,1069,9.2,59,"0","2015",74178,404592.060009733,9756804.45365285,1,"Unique"
"6641",2015-08-22,"1454","T",-2.191,110.127,308.2,294.2,1070,12.6,74,"0","2015",73067,402923.379789468,9757798.39063686,1,"Unique"
"6642",2015-08-22,"1455","T",-1.929,110.112,309.7,294.5,1067,13.6,78,"0","2015",71824,401239.12688003,9786760.24941427,1,"Unique"
"6643",2015-08-22,"1455","T",-1.886,110.106,305.1,294.1,1067,9.1,63,"0","2015",71282,400569.300467815,9791513.34219613,1,"Unique"
"6644",2015-08-22,"1455","T",-1.754,110.24,313.5,294.3,1055,18.4,87,"0","2015",81116,415467.591529761,9806111.87566877,1,"Unique"
"6645",2015-08-22,"1455","T",-1.755,110.228,305.7,294.1,1056,8.9,65,"0","2015",80285,414132.834357734,9806000.7878797,1,"Unique"
"6647",2015-08-22,"1455","T",-1.71,110.281,305,293.9,1051,8.6,62,"0","2015",84389,420026.295073162,9810977.44532104,1,"Unique"
"6649",2015-08-22,"1455","T",-1.685,110.046,308.7,294,1068,12.9,75,"0","2015",67553,393883.970500655,9813729.72559264,1,"Unique"
"6651",2015-08-22,"1455","T",-1.395,110.099,318.7,295.3,1060,24.7,97,"0","2015",70722,399766.258830222,9845790.5716404,1,"Unique"
"6652",2015-08-22,"1455","T",-1.4,110.108,311.8,294.7,1059,15,75,"0","2015",71502,400767.775405681,9845238.23034272,1,"Unique"
"6653",2015-08-22,"1455","T",-1.39,110.106,326,296.2,1059,38.6,100,"0","2015",71325,400544.843541681,9846343.59168499,1,"Unique"
"6654",2015-08-22,"1751","A",-1.394,110.115,308.2,290.3,177,21.2,57,"0","2015",72119,401546.316360962,9845901.79146478,1,"Unique"
"6655",2015-08-22,"1751","A",-1.92,110.125,303.6,293.1,184,12.8,56,"0","2015",72912,402684.553935497,9787755.89986522,1,"Unique"
"6656",2015-08-22,"1751","A",-1.924,110.119,303.2,293,184,11.4,54,"0","2015",72432,402017.423421887,9787313.37802894,1,"Unique"
"6657",2015-08-22,"1751","A",-2.198,110.137,304.3,292.9,188,13.9,59,"0","2015",73796,404035.899811514,9757025.2223393,1,"Unique"
"6658",2015-08-23,"317","T",-1.713,110.289,323.6,289.7,912,20.2,71,"0","2015",85073,420916.296748635,9810646.15682931,1,"Unique"
"6659",2015-08-23,"317","T",-1.755,110.242,329.2,294.2,908,24.4,70,"0","2015",81256,415690.103072791,9806001.42469761,1,"Unique"
"6660",2015-08-23,"317","T",-1.763,110.23,326.7,293.3,907,20.9,62,"0","2015",80428,414355.666455697,9805116.54760326,1,"Unique"
"6661",2015-08-23,"317","T",-1.764,110.24,323,296.8,908,15.5,65,"0","2015",81112,415468.041637262,9805006.46330216,1,"Unique"
"6663",2015-08-23,"1537","T",-1.754,110.23,302.1,279.8,124,19.1,46,"0","2015",80431,414355.256143745,9806111.42105769,1,"Unique"
"6666",2015-08-23,"611","A",-2.182,110.201,348.5,300.9,790,53.5,94,"0","2015",78316,411152.127647993,9758797.86687976,1,"Unique"
"6667",2015-08-23,"611","A",-2.183,110.192,319.4,300.1,791,8.9,52,"0","2015",77643,410151.331237755,9758686.78938683,1,"Unique"
"6669",2015-08-23,"611","A",-1.987,110.217,315.2,295.8,784,7.7,49,"0","2015",79541,412920.705885474,9780354.54151737,1,"Unique"
"6670",2015-08-23,"611","A",-1.959,110.147,321.2,297.1,791,9.4,59,"0","2015",74559,405133.698646165,9783445.92042551,1,"Unique"
"6671",2015-08-23,"611","A",-1.948,110.164,325.9,295.3,789,15.7,67,"0","2015",75623,407023.883069127,9784662.85198105,1,"Unique"
"6672",2015-08-23,"611","A",-1.928,110.118,328.8,302.6,793,16.4,45,"0","2015",72352,401906.425935272,9786871.14125585,1,"Unique"
"6673",2015-08-23,"612","A",-1.753,110.236,352.4,297.6,777,60.4,96,"0","2015",80819,415022.612581518,9806222.23587105,1,"Unique"
"6674",2015-08-23,"612","A",-1.71,110.289,321.1,291.9,770,12.1,55,"0","2015",85074,420916.173835028,9810977.77671628,1,"Unique"
"6675",2015-08-23,"612","A",-1.711,110.28,342.4,290,771,42.2,92,"0","2015",84290,419915.101583833,9810866.86345675,1,"Unique"
"6677",2015-08-23,"612","A",-1.623,110.056,360.9,297.4,793,84.2,94,"0","2015",68006,394993.139845695,9820584.14571167,1,"Unique"
"6678",2015-08-23,"612","A",-1.509,110.081,314.4,293.4,788,7.3,44,"0","2015",69520,397768.760358404,9833187.61830482,1,"Unique"
"6679",2015-08-23,"612","A",-1.511,110.072,321.6,294.6,789,13.8,78,"0","2015",68937,396767.590685143,9832966.10174289,1,"Unique"
"6680",2015-08-23,"612","A",-1.404,110.106,328.3,285.8,783,21.6,84,"0","2015",71320,400545.432313746,9844795.96714626,1,"Unique"
"6681",2015-08-23,"612","A",-1.395,110.105,315.3,283,783,8.3,58,"0","2015",71229,400433.796901889,9845790.82636723,1,"Unique"
"6682",2015-08-23,"1834","A",-1.746,110.244,309.2,287.7,1142,21.3,77,"0","2015",81388,415912.168599579,9806996.38483739,1,"Unique"
"6683",2015-08-24,"1442","T",-1.751,110.231,306.3,287.7,1237,22.5,67,"0","2015",80492,414466.353672714,9806443.09117202,1,"Unique"
"6684",2015-08-25,"305","T",-1.709,110.052,319.1,296.1,560,9.9,73,"0","2015",67835,394552.728423911,9811076.93300115,1,"Unique"
"6685",2015-08-25,"305","T",-1.71,110.061,326,294.7,561,17.7,80,"0","2015",68275,395553.9546772,9810966.87840131,1,"Unique"
"6686",2015-08-25,"305","T",-1.746,110.246,327.5,290.7,582,17.8,47,"0","2015",81526,416134.636101969,9806996.47416195,1,"Unique"
"6687",2015-08-25,"305","T",-1.763,110.234,328.4,292.2,581,19.1,76,"0","2015",80686,414800.598790685,9805116.73109658,1,"Unique"
"6688",2015-08-25,"305","T",-1.898,110.087,311.3,287.7,568,4.1,52,"0","2015",69905,398456.640189104,9790185.69659472,1,"Unique"
"6689",2015-08-25,"305","T",-1.9,110.097,312.9,287.1,569,5.1,53,"0","2015",70573,399569.043209994,9789965.18960049,1,"Unique"
"6691",2015-08-25,"305","T",-2.18,110.187,327.8,292.1,585,19.5,81,"0","2015",77290,409595.120521197,9759018.11935179,1,"Unique"
"6692",2015-08-25,"305","T",-2.181,110.196,321.5,289.7,586,13,69,"0","2015",77932,410596.037881403,9758908.11366578,1,"Unique"
