"station","stationID","date","T_min","T_max","T_avg","humidity","precip","sunshine","flag","wind_speed_ms","psun","sunshine_norm","radiation","dewpoint","ET0","aet50","deficit50","soil50","aet80","deficit80","aet100","deficit100","soil100","aet122","deficit122","soil122"
"Stasiun Meteorologi Rahadi Oesman","96615",2003-09-26,24.4,31.4,27.5,83,0,8,NA,1.5433332,1,8,317.1168,21,5.64896999907859,5.6489699990786,-3.5527136788005e-15,38.5470962660058,5.64896999907859,3.5527136788005e-15,5.64896999907859,3.5527136788005e-15,88.5470962660058,5.64896999907859,3.5527136788005e-15,110.547096266006
"Stasiun Meteorologi Rahadi Oesman","96615",2003-09-27,24.4,32.6,28,80,0,5.9,NA,1.0288888,0.7375,5.9,233.87364,20.4,4.47093134868886,4.47093134868886,-2.66453525910038e-15,34.0761649173169,4.47093134868886,-2.66453525910038e-15,4.47093134868886,-2.66453525910038e-15,84.0761649173169,4.47093134868886,-2.66453525910038e-15,106.076164917317
"Stasiun Meteorologi Rahadi Oesman","96615",2003-09-28,24,32.2,27.6,84,0.2,6,NA,1.5433332,0.75,6,237.8376,20.8,4.48416482437688,4.4390096321705,0.04515519220638,29.8371552851464,4.48416482437688,0,4.48416482437687,7.105427357601e-15,79.79200009294,4.48416482437687,7.105427357601e-15,101.79200009294
"Stasiun Meteorologi Rahadi Oesman","96615",2003-09-29,24,31.8,27.7,82,0,6.5,NA,1.5433332,0.8125,6.5,257.6574,20.4,4.79511139743194,4.70606938813413,0.0890420092978124,25.1310858970123,4.79511139743195,-8.88178419700125e-16,4.79511139743194,6.21724893790088e-15,74.9968886955081,4.79511139743194,6.21724893790088e-15,96.9968886955081
"Stasiun Meteorologi Rahadi Oesman","96615",2003-09-30,24,32.4,27.1,82,0,8,NA,2.0577776,1,8,317.1168,20.4,5.76132455425664,5.56070514863387,0.200619405622772,19.5703807483784,5.70296153376482,0.0583630204918197,5.76132455425665,-5.32907051820075e-15,69.2355641412515,5.76132455425665,-5.32907051820075e-15,91.2355641412515
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-01,23.4,32,27.4,86,0,7.5,NA,1.5433332,0.9375,7.5,302.1975,20.6,5.31637259128123,4.9272308549332,0.389141736348036,14.6431498934452,5.22966828181667,0.0867043094645608,5.26424935613735,0.0521232351438838,63.9713147851141,5.31637259128124,-4.44089209850063e-15,85.9191915499702
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-02,24.6,30.8,27.3,84,44.1,0.7,NA,1.0288888,0.0875,0.7,28.2051,21.4,1.14546267097295,1.14546267097295,0,50,1.14546267097295,0,1.14546267097295,0,100,1.14546267097295,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-03,22.6,27.5,24.3,91,5.9,0,NA,1.0288888,0,0,0,20.8,0.565932617627073,0.565932617627073,0,50,0.565932617627073,0,0.565932617627073,0,100,0.565932617627073,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-04,23,32,26.8,86,0,6.2,NA,1.0288888,0.775,6.2,249.8166,20.2,4.51254951354135,4.51254951354135,8.88178419700125e-16,45.4874504864586,4.51254951354136,-6.21724893790088e-15,4.51254951354136,-6.21724893790088e-15,95.4874504864586,4.51254951354136,-6.21724893790088e-15,117.487450486459
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-05,24,32.2,27.6,86,0.6,5.4,NA,1.5433332,0.675,5.4,217.5822,21.2,4.08836278974477,4.08836278974477,1.77635683940025e-15,41.9990876967139,4.08836278974477,1.77635683940025e-15,4.08836278974477,1.77635683940025e-15,91.9990876967139,4.08836278974477,1.77635683940025e-15,113.999087696714
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-06,24.6,31,27.6,85,18.6,3.7,NA,1.0288888,0.4625,3.7,149.0841,21.6,2.97775154193781,2.97775154193781,0,50,2.97775154193781,0,2.97775154193781,0,100,2.97775154193781,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-07,24.4,27.6,25.3,96,35,0,NA,1.0288888,0,0,0,23.6,0.425936043999088,0.425936043999088,0,50,0.425936043999088,0,0.425936043999088,0,100,0.425936043999088,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-08,23.6,31.6,27,88,16.1,6.6,NA,1.0288888,0.825,6.6,265.9338,21.2,4.74496475913302,4.74496475913302,0,50,4.74496475913302,0,4.74496475913302,0,100,4.74496475913302,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-09,22.8,29.6,25.7,88,1,0.4,NA,1.0288888,0.05,0.4,16.1172,20.4,0.86526460958633,0.86526460958633,0,50,0.86526460958633,0,0.86526460958633,0,100,0.86526460958633,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-10,23.6,31.6,27,84,0.6,6.5,NA,1.0288888,0.8125,6.5,261.9045,20.4,4.71688186721033,4.71688186721033,8.88178419700125e-16,45.8831181327897,4.71688186721034,-6.21724893790088e-15,4.71688186721034,-6.21724893790088e-15,95.8831181327897,4.71688186721034,-6.21724893790088e-15,117.88311813279
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-11,23.4,31.6,26,89,15.2,7.6,NA,1.0288888,0.95,7.6,306.2268,21.2,5.35547577397038,5.35547577397038,0,50,5.35547577397038,0,5.35547577397038,0,100,5.35547577397038,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-12,24,31.8,26.4,88,39.7,5.8,NA,0.5144444,0.725,5.8,233.6994,21.6,4.27983017265253,4.27983017265253,0,50,4.27983017265253,0,4.27983017265253,0,100,4.27983017265253,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-13,22.4,30.8,26.3,86,0,4.5,NA,1.0288888,0.5625,4.5,181.3185,19.6,3.38049526646898,3.38049526646898,-4.44089209850063e-16,46.619504733531,3.38049526646897,6.66133814775094e-15,3.38049526646897,6.66133814775094e-15,96.619504733531,3.38049526646897,6.66133814775094e-15,118.619504733531
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-14,23.4,30.8,27.1,86,7.05555555555556,4.2,NA,1.5433332,0.525,4.2,169.2306,20.6,3.26866629962043,3.26866629962043,0,50,3.26866629962043,0,3.26866629962043,0,100,3.26866629962043,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-15,23.4,32.4,25.7,82,3.4,6,NA,1.5433332,0.75,6,241.758,19.8,4.52345372426649,4.5234537242665,-3.5527136788005e-15,48.8765462757335,4.5234537242665,-3.5527136788005e-15,4.5234537242665,-3.5527136788005e-15,98.8765462757335,4.5234537242665,-3.5527136788005e-15,120.876546275734
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-16,23.6,30,25.5,92,4.6,1.5,NA,0.5144444,0.1875,1.5,60.4395,22,1.40120160958087,1.40120160958087,0,50,1.40120160958087,0,1.40120160958087,0,100,1.40120160958087,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-17,24,32.2,27.1,83,0,4.5,NA,1.0288888,0.5625,4.5,181.3185,20.6,3.53767402160682,3.53767402160682,-8.88178419700125e-16,46.4623259783932,3.53767402160682,-8.88178419700125e-16,3.53767402160682,-8.88178419700125e-16,96.4623259783932,3.53767402160682,-8.88178419700125e-16,118.462325978393
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-18,24,31.2,27.3,84,0,5.8,NA,1.0288888,0.725,5.8,233.6994,20.8,4.26998132858422,4.26998132858422,8.88178419700125e-16,42.192344649809,4.26998132858422,-6.21724893790088e-15,4.26998132858422,-6.21724893790088e-15,92.192344649809,4.26998132858422,-6.21724893790088e-15,114.192344649809
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-19,23.6,33,27.6,81,0,6,NA,1.5433332,0.75,6,241.758,19.8,4.5903590561518,4.5903590561518,-1.77635683940025e-15,37.6019855936572,4.5903590561518,5.32907051820075e-15,4.5903590561518,5.32907051820075e-15,87.6019855936572,4.5903590561518,5.32907051820075e-15,109.601985593657
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-20,23.8,32.4,28.4,82,0,7.2,NA,2.0577776,0.9,7.2,290.1096,20.2,5.28205730702854,5.28205730702854,-1.77635683940025e-15,32.3199282866286,5.28205730702854,-1.77635683940025e-15,5.28205730702854,-1.77635683940025e-15,82.3199282866286,5.28205730702854,-1.77635683940025e-15,104.319928286629
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-21,25,32.2,28.1,82,0,7.3,NA,1.0288888,0.9125,7.3,294.1389,21.4,5.33225728904347,5.26119281750864,0.0710644715348376,27.05873546912,5.33225728904348,-1.77635683940025e-15,5.33225728904347,5.32907051820075e-15,76.9876709975852,5.33225728904347,5.32907051820075e-15,98.9876709975852
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-22,24,31.4,26.9,88,26.2,5.2,NA,1.0288888,0.65,5.2,209.5236,21.6,3.85771419428482,3.85771419428482,0,49.4010212748352,3.85771419428482,0,3.85771419428482,0,99.3299568033003,3.85771419428482,0,121.3299568033
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-23,23.4,32.4,27.4,84,0.4,5.6,NA,0.5144444,0.7,5.6,225.6408,20.2,4.14920421207793,4.14920421207793,-1.77635683940025e-15,45.6518170627572,4.14920421207793,5.32907051820075e-15,4.14920421207793,5.32907051820075e-15,95.5807525912224,4.14920421207793,5.32907051820075e-15,117.580752591222
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-24,24,32,27.7,85,70.9,6.9,NA,1.0288888,0.8625,6.9,278.0217,21,4.98583385657884,4.98583385657884,0,50,4.98583385657884,0,4.98583385657884,0,100,4.98583385657884,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-25,22.8,31,26.4,87,0.6,2.8,NA,1.0288888,0.35,2.8,112.8204,20.2,2.34115403425578,2.34115403425578,4.44089209850063e-16,48.2588459657442,2.34115403425579,-6.66133814775094e-15,2.34115403425579,-6.66133814775094e-15,98.2588459657442,2.34115403425579,-6.66133814775094e-15,120.258845965744
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-26,23,31.4,25.1,92,19.1,2.6,NA,0.5144444,0.325,2.6,104.7618,21.4,2.11611710046033,2.11611710046033,0,50,2.11611710046033,0,2.11611710046033,0,100,2.11611710046033,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-27,22.4,31.4,26.9,85,6.6,7.8,NA,1.0288888,0.975,7.8,314.2854,19.4,5.39278833339151,5.39278833339151,0,50,5.39278833339151,0,5.39278833339151,0,100,5.39278833339151,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-28,23.8,30.8,27.3,87,0,4.2,NA,1.0288888,0.525,4.2,169.2306,21.2,3.20433143589287,3.20433143589287,-2.66453525910038e-15,46.7956685641071,3.20433143589287,-2.66453525910038e-15,3.20433143589287,-2.66453525910038e-15,96.7956685641071,3.20433143589287,-2.66453525910038e-15,118.795668564107
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-29,24.4,30.4,27,87,4.3,5,NA,1.0288888,0.625,5,201.465,21.8,3.69106985887708,3.69106985887708,0,47.4045987052301,3.69106985887708,0,3.69106985887708,0,97.40459870523,3.69106985887708,0,119.40459870523
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-30,23,31.4,27,83,12.6,7.8,NA,1.0288888,0.975,7.8,314.2854,19.6,5.42350763866452,5.42350763866452,0,50,5.42350763866452,0,5.42350763866452,0,100,5.42350763866452,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-10-31,24,31.4,26.8,86,0,7.8,NA,1.0288888,0.975,7.8,314.2854,21.2,5.4617150195993,5.4617150195993,-8.88178419700125e-16,44.5382849804007,5.4617150195993,-8.88178419700125e-16,5.4617150195993,-8.88178419700125e-16,94.5382849804007,5.4617150195993,-8.88178419700125e-16,116.538284980401
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-01,24.4,30.8,27.2,86,1.2,2.9,NA,0.5144444,0.3625,2.9,116.70093,21.6,2.36101381632137,2.36101381632137,-1.77635683940025e-15,43.3772711640793,2.36101381632137,-1.77635683940025e-15,2.36101381632137,-1.77635683940025e-15,93.3772711640793,2.36101381632137,-1.77635683940025e-15,115.377271164079
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-02,23.8,32,27.3,87,0.8,5.7,NA,0.5144444,0.7125,5.7,229.37769,21.2,4.17460944882668,4.17460944882668,8.88178419700125e-16,40.0026617152526,4.17460944882669,-6.21724893790088e-15,4.17460944882669,-6.21724893790088e-15,90.0026617152526,4.17460944882669,-6.21724893790088e-15,112.002661715253
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-03,24,30,26.4,91,1.3,3,NA,0.5144444,0.375,3,120.7251,22.2,2.35124476444968,2.35124476444968,-1.77635683940025e-15,38.951416950803,2.35124476444968,-1.77635683940025e-15,2.35124476444968,-1.77635683940025e-15,88.951416950803,2.35124476444968,-1.77635683940025e-15,110.951416950803
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-04,24.2,29.6,26.5,92,54.6,3.1,NA,0.5144444,0.3875,3.1,124.74927,22.6,2.39762841299831,2.39762841299831,0,50,2.39762841299831,0,2.39762841299831,0,100,2.39762841299831,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-05,24.4,31,26.3,92,14.9,3.1,NA,0.5144444,0.3875,3.1,124.74927,22.8,2.43704562375182,2.43704562375182,0,50,2.43704562375182,0,2.43704562375182,0,100,2.43704562375182,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-06,23.8,27.6,24.9,95,13.6,0,NA,0.5144444,0,0,0,22.8,0.419404228829108,0.419404228829108,0,50,0.419404228829108,0,0.419404228829108,0,100,0.419404228829108,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-07,24,31.2,26.4,91,11.4,6.2,NA,1.0288888,0.775,6.2,249.49854,22.2,4.38943880356151,4.38943880356151,0,50,4.38943880356151,0,4.38943880356151,0,100,4.38943880356151,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-08,24,30,26.6,92,4.2,2.5,NA,0.800246844444444,0.3125,2.5,100.60425,22.4,2.02812668027371,2.02812668027371,0,50,2.02812668027371,0,2.02812668027371,0,100,2.02812668027371,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-09,25,31.4,27.4,87,0,7.3,NA,1.5433332,0.9125,7.3,293.76441,22.4,5.14219371859324,5.14219371859323,3.5527136788005e-15,44.8578062814068,5.14219371859323,3.5527136788005e-15,5.14219371859323,3.5527136788005e-15,94.8578062814068,5.14219371859323,3.5527136788005e-15,116.857806281407
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-10,25,31.4,27.2,85,0,6.9,NA,1.0288888,0.8625,6.9,277.66773,22,4.92614624162292,4.92614624162292,3.5527136788005e-15,39.9316600397838,4.92614624162292,3.5527136788005e-15,4.92614624162292,3.5527136788005e-15,89.9316600397838,4.92614624162292,3.5527136788005e-15,111.931660039784
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-11,23.8,32,27.5,85,0,8,NA,0.5144444,1,8,321.9336,20.8,5.59727540423005,5.59727540423005,2.66453525910038e-15,34.3343846355538,5.59727540423005,2.66453525910038e-15,5.59727540423005,2.66453525910038e-15,84.3343846355538,5.59727540423005,2.66453525910038e-15,106.334384635554
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-12,24,31.6,27.8,83,2,7.6,NA,1.0288888,0.95,7.6,305.83692,20.6,5.31734624035125,5.28356699301548,0.0337792473357617,31.0508176425383,5.31734624035124,3.5527136788005e-15,5.31734624035124,3.5527136788005e-15,81.0170383952026,5.31734624035124,3.5527136788005e-15,103.017038395203
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-13,25,32.2,27.7,84,5.8,6.3,NA,0.5144444,0.7875,6.3,253.52271,21.8,4.57841959056886,4.57841959056886,0,32.2723980519695,4.57841959056886,0,4.57841959056886,0,82.2386188046337,4.57841959056886,0,104.238618804634
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-14,24,30,26.7,90,30.6,0,NA,0.83597215,0,0,0,22,0.530754161353631,0.530754161353631,0,50,0.530754161353631,0,0.530754161353631,0,100,0.530754161353631,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-15,24,31.6,27.6,86,0,6.9,NA,1.0288888,0.8625,6.9,277.66773,21.2,4.86126531902908,4.86126531902908,-8.88178419700125e-16,45.1387346809709,4.86126531902907,6.21724893790088e-15,4.86126531902907,6.21724893790088e-15,95.1387346809709,4.86126531902907,6.21724893790088e-15,117.138734680971
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-16,24,32,28.3,82,9.4,7.2,NA,0.5144444,0.9,7.2,289.74024,20.4,5.06390465286033,5.06390465286033,0,49.4748300281106,5.06390465286033,0,5.06390465286033,0,99.4748300281106,5.06390465286033,0,121.474830028111
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-17,25.4,29.2,26.8,89,35.6,1,NA,0.808412628571429,0.125,1,40.2417,23.2,1.15444505389617,1.15444505389617,0,50,1.15444505389617,0,1.15444505389617,0,100,1.15444505389617,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-18,23.8,31.4,26.3,90,6.4,5.3,NA,1.0288888,0.6625,5.3,213.28101,21.8,3.80904354403104,3.80904354403104,0,50,3.80904354403104,0,3.80904354403104,0,100,3.80904354403104,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-19,24,28.8,25.5,94,49,0.8,NA,1.0288888,0.1,0.8,32.19336,22.8,0.944697094679535,0.944697094679535,0,50,0.944697094679535,0,0.944697094679535,0,100,0.944697094679535,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-20,23.6,27.4,25.3,94,9,0,NA,0.9002777,0,0,0,22.4,0.473595097840214,0.473595097840214,0,50,0.473595097840214,0,0.473595097840214,0,100,0.473595097840214,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-21,24,30.8,27,86,0,4.7,NA,0.5144444,0.5875,4.7,189.13599,21.2,3.42668943771086,3.42668943771086,-3.5527136788005e-15,46.5733105622891,3.42668943771086,-3.5527136788005e-15,3.42668943771086,-3.5527136788005e-15,96.5733105622891,3.42668943771086,-3.5527136788005e-15,118.573310562289
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-22,24.6,30.4,27.2,88,101.8,3.6,NA,1.0288888,0.45,3.6,144.87012,22.2,2.77365170661629,2.77365170661629,0,50,2.77365170661629,0,2.77365170661629,0,100,2.77365170661629,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-23,23.6,27.6,25.1,94,49.2,1,NA,1.0288888,0.125,1,40.2417,22.4,1.05757181532393,1.05757181532393,0,50,1.05757181532393,0,1.05757181532393,0,100,1.05757181532393,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-24,23.6,31.8,27.7,83,0,7.7,NA,1.0288888,0.9625,7.7,309.86109,20.2,5.31838934664289,5.3183893466429,-1.77635683940025e-15,44.6816106533571,5.31838934664289,5.32907051820075e-15,5.31838934664289,5.32907051820075e-15,94.6816106533571,5.31838934664289,5.32907051820075e-15,116.681610653357
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-25,25.2,31.4,27.3,87,41.2,5.6,NA,1.0288888,0.7,5.6,225.35352,22.6,4.06274124065912,4.06274124065912,0,50,4.06274124065912,0,4.06274124065912,0,100,4.06274124065912,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-26,24.2,29.6,26.7,91,61.4,2.9,NA,0.96458325,0.3625,2.9,116.70093,22.4,2.25942605792508,2.25942605792508,0,50,2.25942605792508,0,2.25942605792508,0,100,2.25942605792508,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-27,24,30.8,27.3,86,36.9,5.2,NA,1.0288888,0.65,5.2,209.25684,21.2,3.7456195620135,3.7456195620135,0,50,3.7456195620135,0,3.7456195620135,0,100,3.7456195620135,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-28,24,28.2,25.8,92,9,0.2,NA,0.96458325,0.025,0.2,8.04834,22.4,0.634800172189027,0.634800172189027,0,50,0.634800172189027,0,0.634800172189027,0,100,0.634800172189027,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-29,24.6,30.6,26.9,82,25.2,5.4,NA,1.0288888,0.675,5.4,217.30518,21,3.91801341797935,3.91801341797935,0,50,3.91801341797935,0,3.91801341797935,0,100,3.91801341797935,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-11-30,24.4,30.2,26.9,88,4.9,4.2,NA,1.0288888,0.525,4.2,169.01514,22,3.10309629160492,3.10309629160492,0,50,3.10309629160492,0,3.10309629160492,0,100,3.10309629160492,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-01,24,31.3,27.2,86,9.1,5.2,NA,0.5144444,0.65,5.2,205.5456,21.2,3.73436889891847,3.73436889891847,0,50,3.73436889891847,0,3.73436889891847,0,100,3.73436889891847,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-02,24.4,30.6,27.2,85,86.4,7.4,NA,1.0288888,0.925,7.4,292.5072,21.4,5.0447391959528,5.0447391959528,0,50,5.0447391959528,0,5.0447391959528,0,100,5.0447391959528,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-03,23.6,30.6,26.3,88,7,4.6,NA,1.0288888,0.575,4.6,181.8288,21.2,3.3276054768967,3.3276054768967,0,50,3.3276054768967,0,3.3276054768967,0,100,3.3276054768967,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-04,23.6,31,25.9,89,57.3,3.7,NA,0.5144444,0.4625,3.7,146.2536,21.4,2.76659116580538,2.76659116580538,0,50,2.76659116580538,0,2.76659116580538,0,100,2.76659116580538,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-05,24,31,26.4,89,12.3,4,NA,1.0288888,0.5,4,158.112,21.8,2.98199059854692,2.98199059854692,0,50,2.98199059854692,0,2.98199059854692,0,100,2.98199059854692,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-06,24,30.4,26.9,88,8,3.4,NA,0.5144444,0.425,3.4,134.3952,21.6,2.57599840298499,2.57599840298499,0,50,2.57599840298499,0,2.57599840298499,0,100,2.57599840298499,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-07,24.2,31.4,27.3,86,7.2,4.7,NA,0.5144444,0.5875,4.7,185.7816,21.4,3.42669999128892,3.42669999128892,0,50,3.42669999128892,0,3.42669999128892,0,100,3.42669999128892,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-08,24.6,30.2,27.6,86,5.8,5.7,NA,1.0288888,0.7125,5.7,225.3096,21.8,4.00712861203779,4.00712861203779,0,50,4.00712861203779,0,4.00712861203779,0,100,4.00712861203779,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-09,24.2,30.2,25.6,92,15.9,1,NA,0.5144444,0.125,1,39.528,22.6,1.05574334107316,1.05574334107316,0,50,1.05574334107316,0,1.05574334107316,0,100,1.05574334107316,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-10,23,29.6,26.8,85,3.5,2.2,NA,1.0288888,0.275,2.2,86.9616,20,1.94350664092914,1.94350664092914,0,50,1.94350664092914,0,1.94350664092914,0,100,1.94350664092914,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-11,25,31.8,27.4,85,0.4,5.4,NA,1.0288888,0.675,5.4,213.4512,22,3.94681147320608,3.94681147320608,-1.33226762955019e-15,46.4531885267939,3.94681147320608,-1.33226762955019e-15,3.94681147320608,-1.33226762955019e-15,96.4531885267939,3.94681147320608,-1.33226762955019e-15,118.453188526794
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-12,24.2,31.6,27.4,84,29.3,8,NA,1.0288888,1,8,316.224,21,5.45688577201153,5.45688577201153,0,50,5.45688577201153,0,5.45688577201153,0,100,5.45688577201153,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-13,24,29.2,26.4,90,48.1,1.6,NA,1.5433332,0.2,1.6,63.2448,22,1.55019867967371,1.55019867967371,0,50,1.55019867967371,0,1.55019867967371,0,100,1.55019867967371,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-14,24,28.2,26.2,89,4.6,0,NA,0.5144444,0,0,0,21.8,0.508582670064322,0.508582670064322,0,50,0.508582670064322,0,0.508582670064322,0,100,0.508582670064322,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-15,24,31.6,27.3,86,0,5.2,NA,1.0288888,0.65,5.2,205.5456,21.2,3.7625134414191,3.7625134414191,8.88178419700125e-16,46.2374865585809,3.7625134414191,8.88178419700125e-16,3.7625134414191,8.88178419700125e-16,96.2374865585809,3.7625134414191,8.88178419700125e-16,118.237486558581
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-16,24.6,30.6,28.1,80,20.4,8,NA,1.0288888,1,8,316.224,20.6,5.40422005575313,5.40422005575313,0,50,5.40422005575313,0,5.40422005575313,0,100,5.40422005575313,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-17,23.8,30,26.5,89,5.5,2,NA,1.5433332,0.25,2,79.056,21.6,1.81563295738687,1.81563295738687,0,50,1.81563295738687,0,1.81563295738687,0,100,1.81563295738687,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-18,22.8,30.6,26.1,86,19.1,7,NA,1.0288888,0.875,7,276.696,20,4.69828062861575,4.69828062861575,0,50,4.69828062861575,0,4.69828062861575,0,100,4.69828062861575,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-19,23.2,30.2,26.4,88,18.8,4.3,NA,1.0288888,0.5375,4.3,169.9704,20.8,3.10932287310981,3.10932287310981,0,50,3.10932287310981,0,3.10932287310981,0,100,3.10932287310981,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-20,23.8,30.8,27.7,85,9,5.3,NA,1.0288888,0.6625,5.3,209.4984,20.8,3.78102996295879,3.78102996295879,0,50,3.78102996295879,0,3.78102996295879,0,100,3.78102996295879,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-21,24.4,30.4,27.7,83,16.7,2.8,NA,1.5433332,0.35,2.8,110.6784,21,2.46403833392249,2.46403833392249,0,50,2.46403833392249,0,2.46403833392249,0,100,2.46403833392249,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-22,23.6,28.8,26.9,84,2.4,0,NA,1.0288888,0,0,0,20.4,0.734159124017521,0.734159124017521,0,50,0.734159124017521,0,0.734159124017521,0,100,0.734159124017521,0,122
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-23,25,29.8,27.1,86,0,3.9,NA,2.0577776,0.4875,3.9,154.1592,22.2,3.0430606930674,3.0430606930674,2.66453525910038e-15,46.9569393069326,3.0430606930674,-4.44089209850063e-15,3.0430606930674,-4.44089209850063e-15,96.9569393069326,3.0430606930674,-4.44089209850063e-15,118.956939306933
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-24,24.8,30.4,27.5,85,0,4.5,NA,1.0288888,0.5625,4.5,177.876,21.8,3.33048520402917,3.33048520402917,-4.44089209850063e-16,43.6264541029034,3.33048520402917,-4.44089209850063e-16,3.33048520402917,-4.44089209850063e-16,93.6264541029034,3.33048520402917,-4.44089209850063e-16,115.626454102903
"Stasiun Meteorologi Rahadi Oesman","96615",2003-12-25,24.4,31.4,28.1,82,0,7.7,NA,1.5433332,0.9625,7.7,304.3656,20.8,5.3085115792659,5.3085115792659,2.66453525910038e-15,38.3179425236375,5.3085115792659,2.66453525910038e-15,5.3085115792659,2.66453525910038e-15,88.3179425236375,5.3085115792659,2.66453525910038e-15,110.317942523638
